kgmp X,kgmp Y,kcgd X,kcgd Y,ids X,ids Y,rds X,rds Y,kcds X,kcds Y,kgds X,kgds Y,kcgs X,kcgs Y
210.6074,-9.874442687078897,210.6074,4.407183803010048e-11,210.6074,-0.002138537977721248,210.6074,1131.539134830682,210.6074,-7.681450982165694e-14,210.6074,-0.413250563066681,210.6074,1.005993838203266e-10
219.8171,-9.874442687076304,219.8171,4.407183803007212e-11,219.8171,-0.002232054302634403,219.8171,1084.131067177794,219.8171,-7.681450982159864e-14,219.8171,-0.4132505630665841,219.8171,1.005993838202731e-10
229.4295,-9.874442687073797,229.4295,4.407183803004461e-11,229.4295,-0.002329660011564237,229.4295,1038.709254184083,229.4295,-7.681450982153712e-14,229.4295,-0.4132505630664908,229.4295,1.005993838202212e-10
239.4622,-9.874442687071475,239.4622,4.407183803001916e-11,239.4622,-0.002431533929562387,239.4622,995.1904777863377,239.4622,-7.681450982148922e-14,239.4622,-0.4132505630664031,239.4622,1.005993838201732e-10
249.9337,-9.874442687069267,249.9337,4.407183802999493e-11,249.9337,-0.002537862701537772,249.9337,953.4950065065042,249.9337,-7.681450982142587e-14,249.9337,-0.4132505630663196,249.9337,1.005993838201277e-10
260.863,-9.874442687067091,260.863,4.407183802997106e-11,260.863,-0.002648841134211824,260.863,913.546449374317,260.863,-7.681450982136161e-14,260.863,-0.413250563066238,260.863,1.005993838200827e-10
272.2704,-9.874442687065043,272.2704,4.407183802994861e-11,272.2704,-0.002764672553026967,272.2704,875.2716159701744,272.2704,-7.681450982131605e-14,272.2704,-0.413250563066161,272.2704,1.005993838200403e-10
284.1765,-9.874442687062995,284.1765,4.407183802992622e-11,284.1765,-0.002885569174662869,284.1765,838.6003823316638,284.1765,-7.681450982124654e-14,284.1765,-0.413250563066085,284.1765,1.005993838199981e-10
296.6033,-9.874442687061125,296.6033,4.40718380299057e-11,296.6033,-0.003011752495841767,296.6033,803.4655624783762,296.6033,-7.681450982120327e-14,296.6033,-0.4132505630660145,296.6033,1.005993838199594e-10
309.5735,-9.87444268705932,309.5735,4.407183802988591e-11,309.5735,-0.003143453699136744,309.5735,769.8027853192473,309.5735,-7.681450982116192e-14,309.5735,-0.4132505630659466,309.5735,1.005993838199222e-10
323.1108,-9.874442687057549,323.1108,4.407183802986648e-11,323.1108,-0.003280914076524962,323.1108,737.5503767172589,323.1108,-7.681450982112095e-14,323.1108,-0.4132505630658805,323.1108,1.005993838198855e-10
337.2402,-9.874442687055858,337.2402,4.407183802984793e-11,337.2402,-0.003424385471462662,337.2402,706.6492464952331,337.2402,-7.681450982106902e-14,337.2402,-0.4132505630658173,337.2402,1.005993838198506e-10
351.9874,-9.874442687054321,351.9874,4.407183802983108e-11,351.9874,-0.003574130740291853,351.9874,677.0427801757077,351.9874,-7.681450982104463e-14,351.9874,-0.4132505630657587,351.9874,1.005993838198189e-10
367.3795,-9.87444268705277,367.3795,4.407183802981407e-11,367.3795,-0.003730424233824033,367.3795,648.6767352565784,367.3795,-7.681450982102459e-14,367.3795,-0.4132505630657007,367.3795,1.005993838197868e-10
383.4446,-9.874442687051296,383.4446,4.407183802979792e-11,383.4446,-0.003893552299982468,383.4446,621.4991418325666,383.4446,-7.681450982098349e-14,383.4446,-0.4132505630656455,383.4446,1.005993838197564e-10
400.2123,-9.874442687049889,400.2123,4.407183802978253e-11,400.2123,-0.004063813808425304,400.2123,595.4602073802437,400.2123,-7.681450982091772e-14,400.2123,-0.4132505630655925,400.2123,1.005993838197274e-10
417.7132,-9.874442687048544,417.7132,4.407183802976776e-11,417.7132,-0.004241520698109621,417.7132,570.5122255323212,417.7132,-7.681450982088283e-14,417.7132,-0.4132505630655423,417.7132,1.005993838196995e-10
435.9795,-9.874442687047233,435.9795,4.407183802975338e-11,435.9795,-0.004426998548799997,435.9795,546.6094886740239,435.9795,-7.681450982087443e-14,435.9795,-0.4132505630654931,435.9795,1.005993838196724e-10
455.0445,-9.874442687045965,455.0445,4.407183802973948e-11,455.0445,-0.004620587177568585,455.0445,523.7082042014063,455.0445,-7.681450982082155e-14,455.0445,-0.413250563065446,455.0445,1.005993838196462e-10
474.9431,-9.874442687044754,474.9431,4.40718380297262e-11,474.9431,-0.004822641261379711,474.9431,501.766414288186,474.9431,-7.681450982079904e-14,474.9431,-0.4132505630654009,474.9431,1.005993838196211e-10
495.712,-9.874442687043686,495.712,4.407183802971446e-11,495.712,-0.005033530986899342,495.712,480.7439190141184,495.712,-7.681450982076059e-14,495.712,-0.4132505630653598,495.712,1.005993838195991e-10
517.389,-9.874442687042576,517.389,4.407183802970235e-11,517.389,-0.005253642728720735,517.389,460.6022027140142,517.389,-7.681450982075182e-14,517.389,-0.4132505630653184,517.389,1.005993838195763e-10
540.0139,-9.874442687041528,540.0139,4.40718380296908e-11,540.0139,-0.005483379757247117,540.0139,441.3043634125979,540.0139,-7.681450982066615e-14,540.0139,-0.4132505630652791,540.0139,1.005993838195544e-10
563.6283,-9.874442687040549,563.6283,4.407183802968013e-11,563.6283,-0.005723162977530509,563.6283,422.815045215752,563.6283,-7.681450982069015e-14,563.6283,-0.4132505630652423,563.6283,1.005993838195344e-10
588.2752,-9.874442687039606,588.2752,4.40718380296697e-11,588.2752,-0.005973431700418987,588.2752,405.1003735343887,588.2752,-7.681450982065992e-14,588.2752,-0.4132505630652065,588.2752,1.005993838195147e-10
614,-9.874442687038632,614,4.407183802965913e-11,614,-0.006234644447425295,614,388.127893022258,614,-7.681450982062799e-14,614,-0.4132505630651708,614,1.005993838194948e-10
640.8496,-9.874442687037794,640.8496,4.407183802964992e-11,640.8496,-0.006507279790791526,640.8496,371.8665081139754,640.8496,-7.681450982060259e-14,640.8496,-0.413250563065139,640.8496,1.005993838194774e-10
668.8733999999999,-9.874442687036961,668.8733999999999,4.407183802964076e-11,668.8733999999999,-0.006791837230289965,668.8733999999999,356.2864260542887,668.8733999999999,-7.681450982059589e-14,668.8733999999999,-0.4132505630651074,668.8733999999999,1.005993838194602e-10
698.1226,-9.874442687036128,698.1226,4.407183802963162e-11,698.1226,-0.007088838108364469,698.1226,341.3591023142939,698.1226,-7.681450982056507e-14,698.1226,-0.4132505630650763,698.1226,1.00599383819443e-10
728.6509,-9.874442687035366,728.6509,4.407183802962328e-11,728.6509,-0.007398826565290645,728.6509,327.0571882945283,728.6509,-7.681450982054685e-14,728.6509,-0.4132505630650476,728.6509,1.005993838194272e-10
760.5141,-9.874442687034547,760.5141,4.407183802961432e-11,760.5141,-0.007722370536104889,760.5141,313.3544812191237,760.5141,-7.681450982052208e-14,760.5141,-0.413250563065018,760.5141,1.005993838194102e-10
793.7707,-9.8744426870339,793.7707,4.407183802960718e-11,793.7707,-0.008060062791126657,793.7707,300.2258761292962,793.7707,-7.681450982051529e-14,793.7707,-0.4132505630649929,793.7707,1.005993838193969e-10
828.4816,-9.874442687033218,828.4816,4.407183802959978e-11,828.4816,-0.008412522021984269,828.4816,287.6473198880876,828.4816,-7.681450982047334e-14,828.4816,-0.4132505630649674,828.4816,1.005993838193829e-10
864.7103,-9.874442687032566,864.7103,4.40718380295926e-11,864.7103,-0.008780393975128996,864.7103,275.5957671122476,864.7103,-7.681450982050712e-14,864.7103,-0.413250563064943,864.7103,1.005993838193694e-10
902.5232999999999,-9.87444268703193,902.5232999999999,4.407183802958561e-11,902.5232999999999,-0.009164352634918492,902.5232999999999,264.0491379503856,902.5232999999999,-7.681450982044261e-14,902.5232999999999,-0.4132505630649193,902.5232999999999,1.005993838193562e-10
941.9899,-9.874442687031365,941.9899,4.407183802957946e-11,941.9899,-0.009565101458434502,941.9899,252.9862776301119,941.9899,-7.68145098204402e-14,941.9899,-0.4132505630648976,941.9899,1.005993838193446e-10
983.1822,-9.874442687030772,983.1822,4.407183802957295e-11,983.1822,-0.009983374664298952,983.1822,242.3869177000134,983.1822,-7.681450982043496e-14,983.1822,-0.4132505630648754,983.1822,1.005993838193324e-10
1000,-9.874442687030498,1000,4.407183802956994e-11,1000,-0.01015414466294149,1000,238.3105119582664,1000,-7.681450982041292e-14,1000,-0.4132505630648661,1000,1.005993838193266e-10
1026.176,-9.874442687030227,1026.176,4.407183802956695e-11,1026.176,-0.01041993857784731,1026.176,232.2316388955022,1026.176,-7.681450982042667e-14,1026.176,-0.413250563064855,1026.176,1.005993838193211e-10
1071.05,-9.87444268702968,1071.05,4.4071838029561e-11,1071.05,-0.01087559303512676,1071.05,222.5018355604424,1071.05,-7.681450982039137e-14,1071.05,-0.4132505630648348,1071.05,1.005993838193098e-10
1117.886,-9.874442687029136,1117.886,4.407183802955505e-11,1117.886,-0.01135117284828882,1117.886,213.1796815594234,1117.886,-7.681450982040284e-14,1117.886,-0.4132505630648149,1117.886,1.005993838192986e-10
1166.77,-9.874442687028678,1166.77,4.407183802955002e-11,1166.77,-0.01184754933506253,1166.77,204.2480976181994,1166.77,-7.681450982036666e-14,1166.77,-0.4132505630647975,1166.77,1.005993838192891e-10
1217.792,-9.87444268702826,1217.792,4.407183802954539e-11,1217.792,-0.01236563191511073,1217.792,195.6907200324597,1217.792,-7.681450982035109e-14,1217.792,-0.4132505630647811,1217.792,1.005993838192805e-10
1271.045,-9.874442687027816,1271.045,4.407183802954053e-11,1271.045,-0.01290636977619302,1271.045,187.4918706876115,1271.045,-7.681450982034389e-14,1271.045,-0.4132505630647644,1271.045,1.005993838192713e-10
1326.626,-9.874442687027326,1326.626,4.407183802953517e-11,1326.626,-0.01347075361318799,1326.626,179.6365283346535,1326.626,-7.681450982035002e-14,1326.626,-0.4132505630647469,1326.626,1.005993838192611e-10
1384.638,-9.87444268702691,1384.638,4.407183802953064e-11,1384.638,-0.01405981744316162,1384.638,172.1103010694941,1384.638,-7.681450982034094e-14,1384.638,-0.4132505630647315,1384.638,1.005993838192525e-10
1445.187,-9.874442687026573,1445.187,4.407183802952687e-11,1445.187,-0.0146746404998085,1445.187,164.8993999652889,1445.187,-7.68145098203195e-14,1445.187,-0.4132505630647182,1445.187,1.005993838192455e-10
1508.384,-9.87444268702623,1508.384,4.407183802952311e-11,1508.384,-0.01531634921073302,1508.384,157.9906138095305,1508.384,-7.681450982030874e-14,1508.384,-0.4132505630647047,1508.384,1.005993838192385e-10
1574.344,-9.874442687025855,1574.344,4.4071838029519e-11,1574.344,-0.01598611926119668,1574.344,151.3712848995577,1574.344,-7.681450982031095e-14,1574.344,-0.4132505630646909,1574.344,1.005993838192307e-10
1643.189,-9.874442687025493,1643.189,4.407183802951503e-11,1643.189,-0.01668517774810979,1643.189,145.0292858521764,1643.189,-7.68145098202812e-14,1643.189,-0.4132505630646776,1643.189,1.005993838192232e-10
1715.044,-9.874442687025132,1715.044,4.407183802951115e-11,1715.044,-0.01741480542821729,1715.044,138.952997384868,1715.044,-7.681450982027695e-14,1715.044,-0.4132505630646647,1715.044,1.005993838192158e-10
1790.041,-9.874442687024887,1790.041,4.407183802950839e-11,1790.041,-0.01817633906459388,1790.041,133.1312870279135,1790.041,-7.681450982029948e-14,1790.041,-0.4132505630646543,1790.041,1.005993838192107e-10
1868.318,-9.874442687024555,1868.318,4.407183802950475e-11,1868.318,-0.01897117387575129,1868.318,127.5534887284019,1868.318,-7.681450982028269e-14,1868.318,-0.4132505630646423,1868.318,1.005993838192039e-10
1950.018,-9.874442687024272,1950.018,4.407183802950172e-11,1950.018,-0.01980076609183919,1950.018,122.2093833087894,1950.018,-7.681450982026598e-14,1950.018,-0.4132505630646316,1950.018,1.005993838191981e-10
2035.291,-9.87444268702402,2035.291,4.407183802949889e-11,2035.291,-0.02066663562263094,2035.291,117.0891797441609,2035.291,-7.681450982024806e-14,2035.291,-0.4132505630646218,2035.291,1.005993838191928e-10
2124.292,-9.874442687023707,2124.292,4.407183802949548e-11,2124.292,-0.02157036884217496,2124.292,112.1834972239345,2124.292,-7.681450982024454e-14,2124.292,-0.4132505630646107,2124.292,1.005993838191863e-10
2217.185,-9.874442687023397,2217.185,4.407183802949209e-11,2217.185,-0.02251362149521671,2217.185,107.4833479651227,2217.185,-7.681450982025258e-14,2217.185,-0.4132505630645998,2217.185,1.005993838191799e-10
2314.141,-9.874442687023226,2314.141,4.407183802949019e-11,2314.141,-0.0234981217307157,2314.141,102.9801207456671,2314.141,-7.681450982022572e-14,2314.141,-0.4132505630645925,2314.141,1.005993838191764e-10
2415.336,-9.874442687022979,2415.336,4.407183802948753e-11,2415.336,-0.0245256732680195,2415.336,98.66556512766212,2415.336,-7.681450982023918e-14,2415.336,-0.4132505630645832,2415.336,1.005993838191714e-10
2520.957,-9.87444268702275,2520.957,4.407183802948502e-11,2520.957,-0.02559815870148366,2520.957,94.53177634160603,2520.957,-7.681450982023268e-14,2520.957,-0.4132505630645748,2520.957,1.005993838191667e-10
2631.196,-9.874442687022555,2631.196,4.407183802948281e-11,2631.196,-0.02671754294960697,2631.196,90.57118080393059,2631.196,-7.681450982022218e-14,2631.196,-0.4132505630645672,2631.196,1.005993838191625e-10
2746.256,-9.874442687022334,2746.256,4.407183802948045e-11,2746.256,-0.02788587685499127,2746.256,86.77652224131353,2746.256,-7.68145098202378e-14,2746.256,-0.4132505630645593,2746.256,1.005993838191581e-10
2866.347,-9.874442687022178,2866.347,4.407183802947872e-11,2866.347,-0.02910530094172326,2866.347,83.14084839634181,2866.347,-7.681450982019593e-14,2866.347,-0.4132505630645527,2866.347,1.005993838191548e-10
2991.69,-9.874442687021931,2991.69,4.40718380294761e-11,2991.69,-0.03037804933706673,2991.69,79.65749829015928,2991.69,-7.681450982022215e-14,2991.69,-0.4132505630645444,2991.69,1.005993838191498e-10
3122.514,-9.874442687021793,3122.514,4.40718380294745e-11,3122.514,-0.03170645386464108,3122.514,76.32009001878313,3122.514,-7.681450982021691e-14,3122.514,-0.4132505630645386,3122.514,1.005993838191468e-10
3259.058,-9.874442687021556,3259.058,4.407183802947192e-11,3259.058,-0.03309294831659863,3259.058,73.12250906070265,3259.058,-7.68145098202113e-14,3259.058,-0.4132505630645306,3259.058,1.005993838191418e-10
3401.574,-9.874442687021416,3401.574,4.407183802947043e-11,3401.574,-0.03454007291261104,3401.574,70.05889707437085,3401.574,-7.681450982019544e-14,3401.574,-0.4132505630645249,3401.574,1.005993838191391e-10
3550.322,-9.874442687021322,3550.322,4.40718380294693e-11,3550.322,-0.03605047895385281,3550.322,67.1236411650307,3550.322,-7.681450982020811e-14,3550.322,-0.4132505630645205,3550.322,1.005993838191371e-10
3705.574,-9.874442687021151,3705.574,4.407183802946744e-11,3705.574,-0.03762693368049301,3705.574,64.31136360124037,3705.574,-7.681450982019275e-14,3705.574,-0.4132505630645143,3705.574,1.005993838191335e-10
3867.615,-9.874442687020977,3867.615,4.407183802946557e-11,3867.615,-0.03927232534160013,3867.615,61.61691196224399,3867.615,-7.681450982016478e-14,3867.615,-0.4132505630645083,3867.615,1.005993838191299e-10
4036.743,-9.874442687020862,4036.743,4.40718380294643e-11,4036.743,-0.04098966848675357,4036.743,59.0353496981322,4036.743,-7.68145098201782e-14,4036.743,-0.4132505630645035,4036.743,1.005993838191276e-10
4213.266,-9.874442687020718,4213.266,4.407183802946276e-11,4213.266,-0.04278210948905087,4213.266,56.56194708550641,4213.266,-7.68145098201995e-14,4213.266,-0.4132505630644983,4213.266,1.005993838191247e-10
4397.508,-9.874442687020572,4397.508,4.407183802946112e-11,4397.508,-0.04465293230962917,4397.508,54.19217256207477,4397.508,-7.681450982019305e-14,4397.508,-0.4132505630644931,4397.508,1.005993838191216e-10
4589.807,-9.874442687020464,4589.807,4.407183802945997e-11,4589.807,-0.04660556451426481,4589.807,51.92168442430173,4589.807,-7.681450982016285e-14,4589.807,-0.4132505630644889,4589.807,1.005993838191194e-10
4790.515,-9.874442687020286,4790.515,4.407183802945798e-11,4790.515,-0.048643583553077,4790.515,49.74632287289732,4790.515,-7.681450982018783e-14,4790.515,-0.4132505630644831,4790.515,1.005993838191156e-10
5000,-9.87444268702019,5000,4.407183802945695e-11,5000,-0.05077072331482854,5000,47.6621023915842,5000,-7.681450982017132e-14,5000,-0.4132505630644792,5000,1.005993838191137e-10
