kgds_p X,kgds_p Y
1.10929e-08,-0.7464441500366267
1.124737e-08,-0.7458641825758732
1.1404e-08,-0.7452851470844826
1.15628e-08,-0.744707035262442
1.172382e-08,-0.7441298387422158
1.188708e-08,-0.7435535491839312
1.205261e-08,-0.7429781583304185
1.222045e-08,-0.7424036578511186
1.239062e-08,-0.7418300395031274
1.256317e-08,-0.7412572950139573
1.273811e-08,-0.7406854161045087
1.29155e-08,-0.7401143945742866
1.309535e-08,-0.7395442222224826
1.327771e-08,-0.7389748908066311
1.346261e-08,-0.738406392157906
1.365008e-08,-0.7378387180765574
1.384016e-08,-0.7372718597550795
1.403289e-08,-0.7367058110888089
1.42283e-08,-0.7361405618745726
1.442644e-08,-0.7355761046552588
1.462733e-08,-0.735012431327438
1.483103e-08,-0.7344495337921536
1.503755e-08,-0.7338874039477462
1.524696e-08,-0.7333260337106766
1.545928e-08,-0.7327654150343766
1.567455e-08,-0.7322055398235754
1.589283e-08,-0.7316464000340808
1.611414e-08,-0.7310879876649471
1.633854e-08,-0.7305302946265295
1.656606e-08,-0.7299733129376563
1.679675e-08,-0.7294170345701131
1.703065e-08,-0.7288614515193002
1.726781e-08,-0.7283065557756226
1.750827e-08,-0.7277523393683314
1.775208e-08,-0.7271987943143274
1.799929e-08,-0.7266459126392621
1.824993e-08,-0.7260936863747012
1.850407e-08,-0.7255421075556978
1.876175e-08,-0.7249911682618935
1.902301e-08,-0.7244408604872699
1.928792e-08,-0.7238911763514934
1.955651e-08,-0.7233421078870178
1.982884e-08,-0.7227936471853273
2.010496e-08,-0.72224578631296
2.038493e-08,-0.721698517352907
2.06688e-08,-0.7211518323841066
2.095662e-08,-0.7206057235393092
2.124845e-08,-0.7200601828714605
2.154435e-08,-0.7195152024889298
2.184436e-08,-0.7189707745166397
2.214855e-08,-0.7184268910430918
2.245698e-08,-0.7178835441945297
2.27697e-08,-0.7173407260998679
2.308678e-08,-0.7167984288417049
2.340827e-08,-0.7162566445622333
2.373424e-08,-0.7157153653791951
2.406475e-08,-0.7151745834229598
2.439986e-08,-0.7146342908226178
2.473964e-08,-0.7140944796930863
2.508415e-08,-0.7135551421868074
2.543346e-08,-0.7130162704173194
2.578763e-08,-0.7124778565114809
2.614673e-08,-0.7119398926273077
2.651084e-08,-0.711402370882341
2.688001e-08,-0.7108652834044541
2.725433e-08,-0.7103286223496164
2.763385e-08,-0.7097923798203291
2.801867e-08,-0.7092565479710413
2.840884e-08,-0.7087211189142389
2.880444e-08,-0.7081860847954941
2.920556e-08,-0.7076514377301307
2.961225e-08,-0.7071171698502331
3.002462e-08,-0.7065832732832806
3.044272e-08,-0.7060497401453316
3.086665e-08,-0.7055165625603088
3.129648e-08,-0.7049837326288585
3.17323e-08,-0.7044512424843391
3.217418e-08,-0.7039190842250567
3.262222e-08,-0.7033872499589843
3.307650000000001e-08,-0.7028557317860464
3.35371e-08,-0.7023245218055197
3.400412e-08,-0.7017936121003613
3.447764e-08,-0.7012629947676412
3.495776e-08,-0.700732661891875
3.544456e-08,-0.7002026055310526
3.593814e-08,-0.6996728177691305
3.643859e-08,-0.6991432906685836
3.694601e-08,-0.6986140162899338
3.746050000000001e-08,-0.6980849866695369
3.798215e-08,-0.6975561938684239
3.851107e-08,-0.6970276299097883
3.904735e-08,-0.6964992868183409
3.95911e-08,-0.6959711566290697
4.014242e-08,-0.6954432313368509
4.070142e-08,-0.6949155029459669
4.126821e-08,-0.6943879634491492
4.184289e-08,-0.6938606048376309
4.242556e-08,-0.6933334190737664
4.301636e-08,-0.6928063981279692
4.361538000000001e-08,-0.6922795339435043
4.422274e-08,-0.6917528184559175
4.483856e-08,-0.6912262436109352
4.546295000000001e-08,-0.690699801305421
4.609604e-08,-0.6901734834583424
4.673795e-08,-0.6896472819527908
4.73888e-08,-0.6891211886637681
4.80487e-08,-0.6885951954605277
4.87178e-08,-0.6880692941924766
4.939622000000001e-08,-0.6875434766926245
5.008408000000001e-08,-0.6870177347805126
5.078152e-08,-0.6864920602653836
5.148867e-08,-0.6859664449266412
5.220568e-08,-0.6854408805407148
5.293266e-08,-0.6849153588691762
5.366977e-08,-0.6843898716342061
5.441714000000001e-08,-0.6838644105729615
5.517492e-08,-0.6833389673778804
5.594326e-08,-0.6828135337300281
5.672229e-08,-0.6822881012897016
5.751217e-08,-0.6817626617078086
5.831305e-08,-0.6812372065981717
5.912508e-08,-0.6807117275684734
5.994843e-08,-0.6801862161936896
6.078323000000001e-08,-0.6796606640284456
6.162966e-08,-0.6791350626059743
6.248788e-08,-0.6786094034379846
6.335805e-08,-0.678083678008398
6.424034000000001e-08,-0.6775578777858328
6.513491000000001e-08,-0.6770319941938395
6.604194e-08,-0.6765060186476304
6.696160000000001e-08,-0.6759799425252666
6.789407e-08,-0.6754537571864915
6.883951999999999e-08,-0.6749274539563991
6.979814000000001e-08,-0.67440102413337
7.077011000000001e-08,-0.6738744589849522
7.175561000000001e-08,-0.6733477497445473
7.275484000000001e-08,-0.6728208876245551
7.376798e-08,-0.6722938637920091
7.479523e-08,-0.6717666693975887
7.583678000000002e-08,-0.6712392955473847
7.689284000000001e-08,-0.67071173331078
7.79636e-08,-0.6701839737345956
7.904928000000001e-08,-0.6696560078109528
8.015007e-08,-0.6691278265157968
8.126619e-08,-0.6685994207782527
8.239786e-08,-0.6680707814803416
8.354528000000001e-08,-0.6675418994846676
8.470868000000001e-08,-0.6670127655876923
8.588829e-08,-0.6664833705700951
8.708431000000001e-08,-0.6659537051561467
8.8297e-08,-0.6654237600319607
8.952657000000001e-08,-0.6648935258290549
9.077327e-08,-0.6643629931510976
9.203732e-08,-0.6638321525402711
9.331898e-08,-0.6633009945046977
9.461848000000001e-08,-0.6627695094942639
9.593608000000001e-08,-0.66223768791537
9.727203e-08,-0.6617055201203565
9.862658000000001e-08,-0.6611729964098859
1e-07,-0.6606401070355603
1.013925e-07,-0.660106842178901
1.028045e-07,-0.6595731920343766
1.042361e-07,-0.6590391466261314
1.056876e-07,-0.6585046960198125
1.071593e-07,-0.6579698301531612
1.086516e-07,-0.6574345389652606
1.101646e-07,-0.6568988123050604
1.116987e-07,-0.6563626399852734
1.132541e-07,-0.6558260116616019
1.148312e-07,-0.6552889170255745
1.164303e-07,-0.654751345715618
1.180517e-07,-0.6542132872024151
1.196956e-07,-0.6536747310077087
1.213624e-07,-0.6531356664580106
1.230524e-07,-0.6525960829001509
1.24766e-07,-0.6520559695569815
1.265034e-07,-0.6515153156719088
1.28265e-07,-0.6509741102460088
1.300511e-07,-0.6504323423977595
1.318621e-07,-0.649890001011639
1.336984e-07,-0.6493470749418406
1.355602e-07,-0.6488035530269661
1.374479e-07,-0.6482594239034826
1.393619e-07,-0.6477146762569707
1.413026e-07,-0.6471692985524748
1.432703e-07,-0.6466232793090084
1.452654e-07,-0.6460766068090725
1.472883e-07,-0.6455292693676739
1.493393e-07,-0.6449812551566753
1.514189e-07,-0.6444325522523178
1.535275e-07,-0.6438831486271668
1.556654e-07,-0.6433330322199751
1.578331e-07,-0.6427821907727748
1.60031e-07,-0.6422306120297285
1.622595e-07,-0.6416782835764465
1.645191e-07,-0.6411251928856241
1.668101e-07,-0.6405713273841621
1.69133e-07,-0.6400166743249901
1.714882e-07,-0.6394612209032929
1.738762e-07,-0.6389049542020728
1.762975e-07,-0.6383478611648686
1.787526e-07,-0.6377899286380341
1.812418e-07,-0.6372311433884904
1.837656e-07,-0.6366714920094636
1.863246e-07,-0.6361109610075689
1.889193e-07,-0.6355495367981674
1.915501e-07,-0.6349872056155091
1.942175e-07,-0.634423953660908
1.96922e-07,-0.6338597669087898
1.996642e-07,-0.6332946312743983
2.024447e-07,-0.632728532547787
2.052638e-07,-0.6321614563724872
2.081222e-07,-0.631593388284698
2.110203e-07,-0.6310243136529303
2.139589e-07,-0.6304542177761604
2.169384e-07,-0.6298830857463074
2.199593e-07,-0.6293109025658747
2.230223e-07,-0.6287376531082155
2.26128e-07,-0.6281633220994883
2.292769e-07,-0.627587894101951
2.324697e-07,-0.6270113535884406
2.357069e-07,-0.6264336848524129
2.389893e-07,-0.6258548720641574
2.423173e-07,-0.6252748992372374
2.456916e-07,-0.6246937502488914
2.49113e-07,-0.6241114088419304
2.52582e-07,-0.6235278585934996
2.560993e-07,-0.622943082952639
2.596656e-07,-0.6223570651932813
2.632815e-07,-0.6217697884681925
2.669478e-07,-0.6211812357792915
2.706652e-07,-0.6205913899504428
2.744343e-07,-0.6200002336802894
2.782559e-07,-0.6194077494994363
2.821308e-07,-0.6188139197915066
2.860596e-07,-0.6182187267985202
2.90043e-07,-0.6176221525806936
2.94082e-07,-0.6170241790688359
2.981772e-07,-0.6164247880392731
3.023295e-07,-0.6158239610923578
3.065395e-07,-0.615221679673992
3.108082e-07,-0.6146179250972544
3.151363e-07,-0.6140126785064977
3.195248e-07,-0.6134059208859215
3.239743e-07,-0.6127976330675386
3.284857e-07,-0.6121877957396783
3.3306e-07,-0.6115763894013525
3.37698e-07,-0.61096339443876
3.424006e-07,-0.6103487910542384
3.471687e-07,-0.6097325593030939
3.520031000000001e-07,-0.6091146790899346
3.569049e-07,-0.6084951301663997
3.61875e-07,-0.6078738921411068
3.669142e-07,-0.6072509444410129
3.720237e-07,-0.6066262663725086
3.772042000000001e-07,-0.6059998370827732
3.82457e-07,-0.6053716355722978
3.877828e-07,-0.6047416406828824
3.931829000000001e-07,-0.6041098311455235
3.986581e-07,-0.6034761855105201
4.042096e-07,-0.6028406822076784
4.098384e-07,-0.6022032995134308
4.155455e-07,-0.6015640155760771
4.213322e-07,-0.6009228084069833
4.271994000000001e-07,-0.6002796558838296
4.331483e-07,-0.5996345357433873
4.391801e-07,-0.5989874255969768
4.452959000000001e-07,-0.5983383029554878
4.514968e-07,-0.5976871451707427
4.577841000000001e-07,-0.5970339294939456
4.641589e-07,-0.5963786330400263
4.706225e-07,-0.5957212328449727
4.771761000000001e-07,-0.5950617058009218
4.838210000000001e-07,-0.5944000287044046
4.905584e-07,-0.5937361782535305
4.973896e-07,-0.5930701310265479
5.043159000000001e-07,-0.5924018635394319
5.113388e-07,-0.5917313521861971
5.184594e-07,-0.5910585732781605
5.256791e-07,-0.5903835030625076
5.329994000000001e-07,-0.5897061176855813
5.404216000000001e-07,-0.5890263932316876
5.479472e-07,-0.5883443057158282
5.555776e-07,-0.5876598310855783
5.633143000000001e-07,-0.5869729452160938
5.711586e-07,-0.5862836239664534
5.791123e-07,-0.5855918431038327
5.871766e-07,-0.5848975783876248
5.953533000000001e-07,-0.5842008055218497
6.036439e-07,-0.5835015001866994
6.120498e-07,-0.5827996380361197
6.205729000000001e-07,-0.5820951946963225
6.292146000000001e-07,-0.5813881458056559
6.379767e-07,-0.5806784669812319
6.468608000000001e-07,-0.5799661338432553
6.558686000000001e-07,-0.5792511220238078
6.650018000000001e-07,-0.5785334071758361
6.742622e-07,-0.5778129649513785
6.836516000000001e-07,-0.5770897710663802
6.931717e-07,-0.5763638012645221
7.028244e-07,-0.5756350313205314
7.126115000000001e-07,-0.5749034370752767
7.225349e-07,-0.5741689944322177
7.325965e-07,-0.5734316793698684
7.427982e-07,-0.5726914679252744
7.531420000000001e-07,-0.5719483362516273
7.636298000000001e-07,-0.5712022605739584
7.742637e-07,-0.5704532172253665
7.850456e-07,-0.5697011826687099
7.959777000000001e-07,-0.5689461334695406
8.070620000000001e-07,-0.568188046333345
8.183007000000001e-07,-0.5674268981075058
8.296959000000001e-07,-0.5666626657910377
8.412497e-07,-0.565895326538269
8.529645000000001e-07,-0.5651248576765279
8.648423000000001e-07,-0.56435123671037
8.768856e-07,-0.5635744413338063
8.890966e-07,-0.5627944494423643
9.014776000000001e-07,-0.5620112391391585
9.140311000000001e-07,-0.5612247887485587
9.267593000000001e-07,-0.5604350768229595
9.396648000000001e-07,-0.5596420821512783
9.527500000000001e-07,-0.5588457837854793
9.660175000000001e-07,-0.5580461610189197
9.794697000000001e-07,-0.5572431934443053
9.931092e-07,-0.5564368609151558
1e-06,-0.5560324265806934
1.006939e-06,-0.5556271436154769
1.020961e-06,-0.5548140219360325
1.035178e-06,-0.5539974766618374
1.049593e-06,-0.5531774889574825
1.064209e-06,-0.552354040258919
1.079029e-06,-0.5515271122615673
1.094055e-06,-0.5506966872399823
1.10929e-06,-0.5498627475879391
1.124737e-06,-0.5490252763026399
1.1404e-06,-0.5481842565880639
1.15628e-06,-0.5473396722221023
1.172382e-06,-0.5464915072756092
1.188708e-06,-0.5456397462631146
1.205261e-06,-0.5447843742352906
1.222045e-06,-0.5439253765611174
1.239062e-06,-0.5430627391776544
1.256317e-06,-0.5421964484268446
1.273811e-06,-0.541326491100903
1.29155e-06,-0.5404528545837207
1.309535e-06,-0.5395755267428951
1.327771e-06,-0.5386944958767074
1.346261e-06,-0.5378097509034859
1.365008e-06,-0.5369212812107131
1.384016e-06,-0.5360290768411931
1.403289e-06,-0.5351331282988492
1.42283e-06,-0.534233426687829
1.442644e-06,-0.5333299636628545
1.462733e-06,-0.5324227315181159
1.483103e-06,-0.531511723138925
1.503755e-06,-0.5305969320006042
1.524696e-06,-0.5296783522124707
1.545928e-06,-0.5287559785596221
1.567455e-06,-0.5278298063728052
1.589283e-06,-0.5268998317027022
1.611414e-06,-0.5259660513173184
1.633854e-06,-0.5250284624927458
1.656606e-06,-0.5240870633519035
1.679675e-06,-0.5231418526134187
1.703065e-06,-0.5221928297199796
1.726781e-06,-0.5212399947992832
1.750827e-06,-0.5202833487475303
1.775208e-06,-0.5193228931514769
1.799929e-06,-0.5183586303327318
1.824993e-06,-0.5173905633511314
1.850407e-06,-0.5164186960093866
1.876175e-06,-0.5154430329328857
1.902301e-06,-0.5144635793475029
1.928792e-06,-0.5134803414618017
1.955651e-06,-0.5124933260962994
1.982884e-06,-0.5115025409503446
2.010496e-06,-0.5105079944599309
2.038493e-06,-0.5095096958771331
2.06688e-06,-0.5085076552402764
2.095662e-06,-0.5075018834853471
2.124845e-06,-0.506492392207085
2.154435e-06,-0.5054791939118953
2.184436e-06,-0.5044623019526836
2.214855e-06,-0.5034417304346224
2.245698e-06,-0.5024174943580205
2.27697e-06,-0.5013896095573191
2.308678e-06,-0.5003580926113931
2.340827e-06,-0.4993229610480545
2.373424e-06,-0.4982842331878653
2.406475e-06,-0.4972419282172193
2.439986e-06,-0.4961960661643764
2.473964e-06,-0.4951466678767655
2.508415e-06,-0.4940937551221256
2.543346e-06,-0.4930373504425046
2.578763e-06,-0.4919774772557866
2.614673e-06,-0.4909141598920891
2.651084e-06,-0.4898474234534594
2.688001e-06,-0.4887772939125234
2.725433e-06,-0.4877037981486299
2.763385e-06,-0.4866269637836581
2.801867e-06,-0.4855468193915871
2.840884e-06,-0.4844633943077632
2.880444e-06,-0.4833767187783544
2.920556e-06,-0.482286823829753
2.961225e-06,-0.48119374136022
3.002462e-06,-0.4800975040931075
3.044272e-06,-0.4789981455593424
3.086665e-06,-0.4778957001321705
3.129648e-06,-0.4767902029575891
3.17323e-06,-0.4756816900656549
3.217418e-06,-0.4745701982243406
3.262222e-06,-0.4734557650249547
3.30765e-06,-0.4723384288396951
3.35371e-06,-0.4712182288296252
3.400412e-06,-0.4700952049038503
3.447764e-06,-0.468969397775653
3.495776e-06,-0.4678408488974951
3.544456e-06,-0.4667096004226954
3.593814e-06,-0.4655756953064286
3.643859e-06,-0.4644391771958644
3.694601e-06,-0.4633000904610602
3.74605e-06,-0.4621584801347863
3.798215e-06,-0.4610143920084635
3.851106999999999e-06,-0.4598678724834866
3.904735e-06,-0.4587189686451718
3.95911e-06,-0.4575677282673968
4.014242e-06,-0.4564141996914499
4.070141999999999e-06,-0.4552584319177079
4.126820999999999e-06,-0.4541004745479587
4.184289e-06,-0.452940377790881
4.242556e-06,-0.4517781923868255
4.301636e-06,-0.4506139696739187
4.361538e-06,-0.4494477614937056
4.422274e-06,-0.4482796202168591
4.483856e-06,-0.4471095987660965
4.546295e-06,-0.4459377504683108
4.609604e-06,-0.4447641291922835
4.673795e-06,-0.4435887892025178
4.73888e-06,-0.4424117852019287
4.80487e-06,-0.441233172316793
4.87178e-06,-0.4400530060464755
4.939621999999999e-06,-0.4388713422501864
5.008408e-06,-0.4376882371328727
5.078152e-06,-0.4365037472313045
5.148867e-06,-0.4353179293490352
5.220568e-06,-0.4341308405941523
5.293266e-06,-0.4329425383308054
5.366977e-06,-0.4317530801011159
5.441714e-06,-0.4305625237254842
5.517492e-06,-0.4293709271435855
5.594325999999999e-06,-0.4281783484663582
5.672229e-06,-0.4269848459311654
5.751216999999999e-06,-0.4257904779036664
5.831305e-06,-0.4245953027889423
5.912508e-06,-0.4233993790796314
5.994843e-06,-0.4222027652683695
6.078322999999999e-06,-0.4210055198511014
6.162966e-06,-0.4198077013002494
6.248788e-06,-0.4186093680381269
6.335804999999999e-06,-0.4174105783972371
6.424033999999999e-06,-0.4162113906222356
6.513491e-06,-0.4150118627769145
6.604194e-06,-0.4138120528013873
6.696159999999999e-06,-0.4126120184204263
6.789407e-06,-0.4114118171595613
6.883951999999999e-06,-0.4102115062827183
6.979814e-06,-0.409011142782821
7.077010999999999e-06,-0.4078107833467287
7.175561e-06,-0.4066104843219442
7.275484e-06,-0.4054103017194369
7.376798e-06,-0.4042102911329315
7.479523e-06,-0.4030105077786286
7.583678e-06,-0.4018110064047663
7.689283999999999e-06,-0.4006118412857018
7.796359999999999e-06,-0.3994130662262115
7.904927999999999e-06,-0.3982147344652691
8.015006999999999e-06,-0.3970168987378273
8.126619e-06,-0.395819611180742
8.239786e-06,-0.394622923308184
8.354527999999999e-06,-0.3934268860501507
8.470868e-06,-0.3922315496230169
8.588829000000001e-06,-0.3910369636211023
8.708430999999999e-06,-0.3898431769011969
8.829700000000001e-06,-0.3886502376024163
8.952657000000001e-06,-0.3874581930868886
9.077326999999999e-06,-0.3862670899788856
9.203732000000001e-06,-0.3850769740692256
9.331898000000001e-06,-0.3838878903557116
9.461847999999999e-06,-0.3826998829705767
9.593607999999999e-06,-0.3815129951940707
9.727202999999999e-06,-0.3803272694130794
9.862658e-06,-0.3791427471091594
9.999999999999999e-06,-0.3779594688470038
1.013925e-05,-0.3767774742131633
1.028045e-05,-0.3755968019835891
1.042361e-05,-0.3744174897042552
1.056876e-05,-0.3732395741459614
1.071593e-05,-0.3720630909179408
1.086516e-05,-0.37088807474073
1.101646e-05,-0.3697145592331698
1.116987e-05,-0.3685425770217585
1.132541e-05,-0.3673721594672634
1.148312e-05,-0.3662033370781328
1.164303e-05,-0.3650361393083143
1.180517e-05,-0.3638705943018716
1.196956e-05,-0.3627067293640234
1.213624e-05,-0.3615445704221971
1.230524e-05,-0.3603841424901457
1.24766e-05,-0.3592254693535112
1.265034e-05,-0.3580685738794532
1.28265e-05,-0.3569134774532831
1.300511e-05,-0.3557602007490986
1.318621e-05,-0.3546087629810288
1.336984e-05,-0.3534591823417562
1.355602e-05,-0.3523114760361633
1.374479e-05,-0.351165659891829
1.393619e-05,-0.3500217488961055
1.413026e-05,-0.3488797566353838
1.432703e-05,-0.3477396958795499
1.452654e-05,-0.3466015779831257
1.472883e-05,-0.3454654134577468
1.493393e-05,-0.3443312116168263
1.514189e-05,-0.343198980686773
1.535275e-05,-0.342068727804201
1.556654e-05,-0.3409404591729602
1.578331e-05,-0.3398141797452234
1.60031e-05,-0.3386898936446677
1.622595e-05,-0.3375676038543668
1.645191e-05,-0.3364473123289892
1.668101e-05,-0.3353290201482743
1.69133e-05,-0.3342127272775892
1.714882e-05,-0.3330984328226277
1.738762e-05,-0.3319861349402214
1.762975e-05,-0.3308758308057408
1.787526e-05,-0.3297675167205039
1.812418e-05,-0.3286611881687448
1.837656e-05,-0.3275568396548735
1.863246e-05,-0.3264544649005985
1.889193e-05,-0.3253540568591384
1.915501e-05,-0.324255607565017
1.942175e-05,-0.323159108449614
1.96922e-05,-0.3220645499883829
1.996642e-05,-0.3209719220553884
2.024447e-05,-0.3198812138208159
2.052638e-05,-0.3187924137371113
2.081222e-05,-0.3177055096429299
2.110203e-05,-0.3166204886748632
2.139589e-05,-0.3155373374830228
2.169384e-05,-0.3144560419977662
2.199593e-05,-0.3133765876817491
2.230223e-05,-0.3122989594828694
2.26128e-05,-0.3112231418288006
2.292769e-05,-0.3101491186248673
2.324697e-05,-0.3090768734219317
2.357069e-05,-0.3080063892765844
2.389893e-05,-0.3069376488852407
2.423173e-05,-0.3058706345501258
2.456916e-05,-0.3048053282448803
2.49113e-05,-0.303741711646397
2.52582e-05,-0.3026797661055641
2.560993e-05,-0.301619472743106
2.596656e-05,-0.3005608123920879
2.632815e-05,-0.2995037657221771
2.669478e-05,-0.2984483132126587
2.706652e-05,-0.2973944351300378
2.744343e-05,-0.2963421116487719
2.782559e-05,-0.2952913227998921
2.821308e-05,-0.2942420485339876
2.860596e-05,-0.2931942687542088
2.90043e-05,-0.2921479632706237
2.94082e-05,-0.2911031119144337
2.981772e-05,-0.2900596945180301
3.023295e-05,-0.2890176908985582
3.065395e-05,-0.2879770809186447
3.108082e-05,-0.2869378445436275
3.151363e-05,-0.2858999618002984
3.195248e-05,-0.2848634128114604
3.239743e-05,-0.2838281778289824
3.284857e-05,-0.2827942372657843
3.3306e-05,-0.2817615716368447
3.37698e-05,-0.2807301617055987
3.424005999999999e-05,-0.2796999883797988
3.471687e-05,-0.2786710327892162
3.520031e-05,-0.2776432762946572
3.569048999999999e-05,-0.2766167004973462
