kgmp X,kgmp Y,rds X,rds Y,kcgd X,kcgd Y,ids X,ids Y,kgds X,kgds Y,kcgs X,kcgs Y,kcds X,kcds Y
351.1192,-17.80525145849225,351.1192,11331.8452211769,351.1192,4.398633127483448e-10,351.1192,-0.0003089784725442292,351.1192,-0.285608510394631,351.1192,7.227893890033746e-10,351.1192,-4.23675692032449e-13
367.838,-17.80525145848899,367.838,10816.79536699832,367.838,4.398633127479936e-10,367.838,-0.000323690715110473,367.838,-0.285608510394592,367.838,7.227893890029766e-10,367.838,-4.236756920323187e-13
385.3529,-17.8052514584862,385.3529,10325.15532358966,385.3529,4.398633127476933e-10,385.3529,-0.0003391034921817046,385.3529,-0.2856085103945566,385.3529,7.227893890026381e-10,385.3529,-4.236756920320632e-13
403.7017,-17.80525145848333,403.7017,9855.861078920778,403.7017,4.398633127473833e-10,403.7017,-0.000355250160235781,403.7017,-0.2856085103945215,403.7017,7.227893890022875e-10,403.7017,-4.236756920318773e-13
422.9243,-17.80525145848062,422.9243,9407.89698195229,422.9243,4.39863312747089e-10,422.9243,-0.0003721656640442968,422.9243,-0.2856085103944884,422.9243,7.227893890019545e-10,422.9243,-4.236756920317371e-13
443.0621,-17.8052514584781,443.0621,8980.293544551763,443.0621,4.398633127468179e-10,443.0621,-0.0003898866123004621,443.0621,-0.2856085103944569,443.0621,7.227893890016483e-10,443.0621,-4.236756920316165e-13
464.1589,-17.80525145847571,464.1589,8572.125343318188,464.1589,4.398633127465602e-10,464.1589,-0.0004084513568479906,464.1589,-0.2856085103944271,464.1589,7.227893890013576e-10,464.1589,-4.236756920313908e-13
486.2602,-17.80525145847319,486.2602,8182.509016772146,486.2602,4.398633127462876e-10,486.2602,-0.0004279000756825228,486.2602,-0.2856085103943972,486.2602,7.227893890010485e-10,486.2602,-4.236756920311191e-13
509.4138,-17.80525145847117,509.4138,7810.601353578403,509.4138,4.398633127460685e-10,509.4138,-0.000448274859905114,509.4138,-0.2856085103943706,509.4138,7.227893890008018e-10,509.4138,-4.236756920310725e-13
533.6699,-17.80525145846901,533.6699,7455.597467655977,533.6699,4.398633127458352e-10,533.6699,-0.0004696198048164172,533.6699,-0.2856085103943444,533.6699,7.227893890005383e-10,533.6699,-4.236756920309974e-13
559.081,-17.80525145846692,559.081,7116.729056240033,559.081,4.398633127456106e-10,559.081,-0.0004919811053479277,559.081,-0.285608510394319,559.081,7.227893890002841e-10,559.081,-4.236756920308788e-13
585.7021,-17.80525145846488,585.7021,6793.262737111659,585.7021,4.398633127453907e-10,585.7021,-0.0005154071560376093,585.7021,-0.2856085103942946,585.7021,7.227893890000348e-10,585.7021,-4.236756920307178e-13
613.5907,-17.80525145846313,613.5907,6484.498461406105,613.5907,4.398633127452009e-10,613.5907,-0.0005399486557657433,613.5907,-0.2856085103942724,613.5907,7.227893889998211e-10,613.5907,-4.236756920306137e-13
642.8073000000001,-17.80525145846145,642.8073000000001,6189.767998559246,642.8073000000001,4.398633127450192e-10,642.8073000000001,-0.000565658717478021,642.8073000000001,-0.2856085103942509,642.8073000000001,7.227893889996161e-10,642.8073000000001,-4.236756920304775e-13
673.4151000000001,-17.80525145845962,673.4151000000001,5908.43349011743,673.4151000000001,4.39863312744822e-10,673.4151000000001,-0.0005925929831330295,673.4151000000001,-0.2856085103942294,673.4151000000001,7.227893889993924e-10,673.4151000000001,-4.236756920302765e-13
705.4802,-17.80525145845805,705.4802,5639.886069278992,705.4802,4.398633127446526e-10,705.4802,-0.0006208097441230113,705.4802,-0.2856085103942096,705.4802,7.22789388999201e-10,705.4802,-4.236756920302988e-13
739.0722,-17.80525145845653,739.0722,5383.54454317725,739.0722,4.398633127444869e-10,739.0722,-0.0006503700674288227,739.0722,-0.2856085103941907,739.0722,7.227893889990139e-10,739.0722,-4.236756920301247e-13
774.2637,-17.80525145845503,774.2637,5138.854135058614,774.2637,4.398633127443268e-10,774.2637,-0.0006813379277815495,774.2637,-0.2856085103941725,774.2637,7.227893889988328e-10,774.2637,-4.236756920300327e-13
811.1308,-17.8052514584536,811.1308,4905.285283629125,811.1308,4.398633127441724e-10,811.1308,-0.0007137803461172594,811.1308,-0.2856085103941551,811.1308,7.22789388998658e-10,811.1308,-4.23675692030094e-13
849.7534000000001,-17.80525145845241,849.7534000000001,4682.332496973132,849.7534000000001,4.398633127440434e-10,849.7534000000001,-0.0007477675346243099,849.7534000000001,-0.2856085103941394,849.7534000000001,7.227893889985132e-10,849.7534000000001,-4.236756920300188e-13
890.2151,-17.80525145845108,890.2151,4469.513258562105,890.2151,4.398633127439001e-10,890.2151,-0.0007833730486973634,890.2151,-0.2856085103941235,890.2151,7.227893889983514e-10,890.2151,-4.236756920298161e-13
932.6033,-17.80525145844982,932.6033,4266.366982989017,932.6033,4.398633127437636e-10,932.6033,-0.0008206739461264682,932.6033,-0.2856085103941081,932.6033,7.227893889981964e-10,932.6033,-4.236756920295826e-13
977.01,-17.80525145844873,977.01,4072.454019164336,977.01,4.398633127436471e-10,977.01,-0.0008597509538663628,977.01,-0.2856085103940942,977.01,7.227893889980653e-10,977.01,-4.236756920296222e-13
1000,-17.80525145844812,1000,3978.828127366305,1000,4.398633127435807e-10,1000,-0.0008799817723896338,1000,-0.2856085103940871,1000,7.227893889979898e-10,1000,-4.236756920295572e-13
1023.531,-17.80525145844755,1023.531,3887.354698818701,1023.531,4.398633127435186e-10,1023.531,-0.000900688642746595,1023.531,-0.2856085103940801,1023.531,7.227893889979195e-10,1023.531,-4.236756920295074e-13
1072.267,-17.80525145844653,1072.267,3710.66842825379,1072.267,4.39863312743409e-10,1072.267,-0.0009435756105003038,1072.267,-0.2856085103940672,1072.267,7.227893889977959e-10,1072.267,-4.236756920295506e-13
1123.324,-17.80525145844561,1123.324,3542.012821372838,1123.324,4.398633127433093e-10,1123.324,-0.0009885046735084544,1123.324,-0.2856085103940555,1123.324,7.22789388997684e-10,1123.324,-4.236756920294616e-13
1176.812,-17.80525145844453,1176.812,3381.022872117157,1176.812,4.398633127431926e-10,1176.812,-0.001035573067673926,1176.812,-0.2856085103940428,1176.812,7.227893889975516e-10,1176.812,-4.236756920293564e-13
1232.847,-17.80525145844364,1232.847,3227.350164517237,1232.847,4.398633127430963e-10,1232.847,-0.001084882658860153,1232.847,-0.2856085103940315,1232.847,7.227893889974425e-10,1232.847,-4.236756920293017e-13
1291.55,-17.80525145844278,1291.55,3080.662118646736,1291.55,4.398633127430045e-10,1291.55,-0.001136540163350462,1291.55,-0.2856085103940209,1291.55,7.227893889973391e-10,1291.55,-4.236756920292126e-13
1353.048,-17.80525145844198,1353.048,2940.641270850363,1353.048,4.398633127429164e-10,1353.048,-0.001190657378804309,1353.048,-0.2856085103940108,1353.048,7.227893889972398e-10,1353.048,-4.236756920292684e-13
1417.474,-17.80525145844119,1417.474,2806.98458668589,1417.474,4.39863312742833e-10,1417.474,-0.001247351426210874,1417.474,-0.285608510394001,1417.474,7.227893889971456e-10,1417.474,-4.236756920291935e-13
1484.968,-17.80525145844041,1484.968,2679.402805094162,1484.968,4.398633127427479e-10,1484.968,-0.00130674500336341,1484.968,-0.2856085103939914,1484.968,7.227893889970492e-10,1484.968,-4.23675692029215e-13
1555.676,-17.80525145843966,1555.676,2557.619812377668,1555.676,4.398633127426681e-10,1555.676,-0.001368966650402925,1555.676,-0.2856085103939823,1555.676,7.227893889969587e-10,1555.676,-4.236756920290033e-13
1629.751,-17.80525145843897,1629.751,2441.372044632504,1629.751,4.398633127425921e-10,1629.751,-0.001434151028006042,1629.751,-0.2856085103939737,1629.751,7.227893889968734e-10,1629.751,-4.236756920291444e-13
1707.353,-17.80525145843831,1707.353,2330.407917341002,1707.353,4.39863312742521e-10,1707.353,-0.001502439208818859,1707.353,-0.2856085103939655,1707.353,7.227893889967929e-10,1707.353,-4.236756920289664e-13
1788.65,-17.80525145843763,1788.65,2224.487280890082,1788.65,4.398633127424476e-10,1788.65,-0.001573978982767727,1788.65,-0.2856085103939574,1788.65,7.227893889967094e-10,1788.65,-4.236756920288841e-13
1873.817,-17.80525145843701,1873.817,2123.380900837249,1873.817,4.398633127423801e-10,1873.817,-0.001648925176907568,1873.817,-0.2856085103939499,1873.817,7.22789388996633e-10,1873.817,-4.236756920289234e-13
1963.041,-17.80525145843655,1963.041,2026.869961799234,1963.041,4.398633127423303e-10,1963.041,-0.001727439990500042,1963.041,-0.2856085103939434,1963.041,7.227893889965776e-10,1963.041,-4.236756920288443e-13
2056.512,-17.80525145843593,2056.512,1934.745593889458,2056.512,4.398633127422643e-10,2056.512,-0.001809693346046935,2056.512,-0.2856085103939362,2056.512,7.227893889965025e-10,2056.512,-4.236756920287695e-13
2154.435,-17.80525145843537,2154.435,1846.808420680269,2154.435,4.398633127422045e-10,2154.435,-0.001895863257037654,2154.435,-0.2856085103939296,2154.435,7.227893889964348e-10,2154.435,-4.236756920287005e-13
2257.02,-17.80525145843478,2257.02,1762.868127710217,2257.02,4.398633127421397e-10,2257.02,-0.001986136213208054,2257.02,-0.2856085103939229,2257.02,7.227893889963611e-10,2257.02,-4.236756920287799e-13
2364.489,-17.80525145843443,2364.489,1682.743050604025,2364.489,4.398633127421023e-10,2364.489,-0.002080707584142931,2364.489,-0.2856085103939176,2364.489,7.227893889963193e-10,2364.489,-4.236756920287893e-13
2477.076,-17.80525145843391,2477.076,1606.259781912336,2477.076,4.398633127420462e-10,2477.076,-0.002179782042097328,2477.076,-0.2856085103939116,2477.076,7.227893889962555e-10,2477.076,-4.236756920286782e-13
2595.024,-17.80525145843357,2595.024,1533.252795822295,2595.024,4.398633127420095e-10,2595.024,-0.002283574004949371,2595.024,-0.2856085103939068,2595.024,7.227893889962148e-10,2595.024,-4.236756920286799e-13
2718.588,-17.80525145843306,2718.588,1463.564089924468,2718.588,4.398633127419546e-10,2718.588,-0.002392308100246231,2718.588,-0.2856085103939012,2718.588,7.227893889961524e-10,2718.588,-4.236756920287681e-13
2848.036,-17.80525145843275,2848.036,1397.042843263006,2848.036,4.398633127419217e-10,2848.036,-0.002506219651344445,2848.036,-0.2856085103938967,2848.036,7.227893889961158e-10,2848.036,-4.236756920286275e-13
2983.647,-17.80525145843231,2983.647,1333.54508992704,2983.647,4.398633127418724e-10,2983.647,-0.002625555186699751,2983.647,-0.2856085103938916,2983.647,7.227893889960596e-10,2983.647,-4.236756920284963e-13
3125.716,-17.80525145843202,3125.716,1272.933407478759,3125.716,4.398633127418429e-10,3125.716,-0.002750572973405446,3125.716,-0.2856085103938875,3125.716,7.227893889960271e-10,3125.716,-4.23675692028667e-13
3274.549,-17.80525145843158,3274.549,1215.07661954203,3274.549,4.398633127417947e-10,3274.549,-0.002881543576137359,3274.549,-0.2856085103938827,3274.549,7.227893889959713e-10,3274.549,-4.236756920285575e-13
3430.469,-17.80525145843133,3430.469,1159.84951190967,3430.469,4.398633127417675e-10,3430.469,-0.003018750442711539,3430.469,-0.2856085103938791,3430.469,7.227893889959412e-10,3430.469,-4.236756920285385e-13
3593.814,-17.80525145843093,3593.814,1107.13256155327,3593.814,4.398633127417242e-10,3593.814,-0.003162490517525678,3593.814,-0.2856085103938748,3593.814,7.227893889958919e-10,3593.814,-4.236756920284608e-13
3764.936,-17.80525145843069,3764.936,1056.811677950689,3764.936,4.398633127416978e-10,3764.936,-0.003313074884208029,3764.936,-0.2856085103938715,3764.936,7.227893889958623e-10,3764.936,-4.236756920284991e-13
3944.206,-17.80525145843047,3944.206,1008.777956169993,3944.206,4.398633127416742e-10,3944.206,-0.003470829438868306,3944.206,-0.2856085103938683,3944.206,7.22789388995836e-10,3944.206,-4.236756920285055e-13
4132.012,-17.80525145843008,4132.012,962.9274411764698,4132.012,4.398633127416322e-10,4132.012,-0.003636095595404888,4132.012,-0.2856085103938643,4132.012,7.22789388995788e-10,4132.012,-4.236756920284439e-13
4328.761,-17.80525145842986,4328.761,919.1609028522931,4328.761,4.398633127416094e-10,4328.761,-0.003809231024395463,4328.761,-0.2856085103938611,4328.761,7.227893889957625e-10,4328.761,-4.236756920283644e-13
4534.879,-17.80525145842951,4534.879,877.3836212414905,4534.879,4.398633127415705e-10,4534.879,-0.00399061042717214,4534.879,-0.2856085103938575,4534.879,7.227893889957181e-10,4534.879,-4.236756920283688e-13
4750.81,-17.80525145842933,4750.81,837.5051815564083,4750.81,4.398633127415508e-10,4750.81,-0.004180626346752403,4750.81,-0.2856085103938549,4750.81,7.227893889956961e-10,4750.81,-4.236756920283272e-13
4977.024,-17.80525145842914,4977.024,799.4392785009296,4977.024,4.398633127415305e-10,4977.024,-0.004379690017385525,4977.024,-0.2856085103938523,4977.024,7.227893889956735e-10,4977.024,-4.236756920284153e-13
5214.008,-17.80525145842897,5214.008,763.1035294878903,5214.008,4.39863312741513e-10,5214.008,-0.004588232254548887,5214.008,-0.2856085103938499,5214.008,7.227893889956538e-10,5214.008,-4.236756920283125e-13
5462.277,-17.80525145842864,5462.277,728.4192963458154,5462.277,4.398633127414771e-10,5462.277,-0.004806704387323431,5462.277,-0.2856085103938465,5462.277,7.227893889956126e-10,5462.277,-4.236756920283908e-13
5722.368,-17.8052514584285,5722.368,695.311515129578,5722.368,4.398633127414616e-10,5722.368,-0.005035579235163394,5722.368,-0.2856085103938447,5722.368,7.227893889955953e-10,5722.368,-4.236756920284199e-13
5994.843,-17.80525145842834,5994.843,663.708533666123,5994.843,4.398633127414458e-10,5994.843,-0.005275352131177882,5994.843,-0.2856085103938423,5994.843,7.227893889955778e-10,5994.843,-4.236756920282427e-13
6280.291,-17.80525145842819,6280.291,633.5419564842684,6280.291,4.398633127414291e-10,6280.291,-0.005526541994134679,6280.291,-0.2856085103938402,6280.291,7.227893889955589e-10,6280.291,-4.236756920282047e-13
6579.332,-17.8052514584279,6579.332,604.74649679254,6579.332,4.398633127413968e-10,6579.332,-0.005789692451509509,6579.332,-0.2856085103938375,6579.332,7.227893889955218e-10,6579.332,-4.236756920283108e-13
6892.612,-17.80525145842777,6892.612,577.2598351849564,6892.612,4.398633127413832e-10,6892.612,-0.006065373016008956,6892.612,-0.2856085103938356,6892.612,7.227893889955067e-10,6892.612,-4.236756920283131e-13
7220.809,-17.80525145842765,7220.809,551.0224847686525,7220.809,4.398633127413697e-10,7220.809,-0.006354180318116524,7220.809,-0.2856085103938338,7220.809,7.227893889954918e-10,7220.809,-4.236756920283358e-13
7564.633,-17.80525145842753,7564.633,525.9776624218757,7564.633,4.39863312741358e-10,7564.633,-0.006656739397325081,7564.633,-0.2856085103938323,7564.633,7.227893889954786e-10,7564.633,-4.23675692028362e-13
7924.829,-17.80525145842726,7924.829,502.071165903371,7924.829,4.398633127413282e-10,7924.829,-0.006973705054853804,7924.829,-0.28560851039383,7924.829,7.22789388995444e-10,7924.829,-4.236756920283245e-13
8302.175999999999,-17.80525145842715,8302.175999999999,479.2512565474613,8302.175999999999,4.398633127413164e-10,8302.175999999999,-0.007305763270773937,8302.175999999999,-0.2856085103938284,8302.175999999999,7.227893889954309e-10,8302.175999999999,-4.236756920282553e-13
8697.49,-17.80525145842706,8697.49,457.4685472906164,8697.49,4.398633127413067e-10,8697.49,-0.007653632688615086,8697.49,-0.285608510393827,8697.49,7.227893889954201e-10,8697.49,-4.236756920282153e-13
9111.628000000001,-17.80525145842695,9111.628000000001,436.6758957875804,9111.628000000001,4.398633127412946e-10,9111.628000000001,-0.008018066170659284,9111.628000000001,-0.2856085103938254,9111.628000000001,7.227893889954065e-10,9111.628000000001,-4.236756920281266e-13
9545.485000000001,-17.80525145842686,9545.485000000001,416.8283023854518,9545.485000000001,4.398633127412852e-10,9545.485000000001,-0.008399852427292747,9545.485000000001,-0.2856085103938242,9545.485000000001,7.22789388995396e-10,9545.485000000001,-4.236756920281437e-13
10000,-17.80525145842677,10000,397.882812734999,10000,4.398633127412755e-10,10000,-0.00879981772394056,10000,-0.285608510393823,10000,7.227893889953855e-10,10000,-4.23675692028127e-13
