rds X,rds Y,kcgd X,kcgd Y,kgds X,kgds Y,kgmp X,kgmp Y,kcds X,kcds Y,ids X,ids Y,kcgs X,kcgs Y
319.9267,543.1980097857137,319.9267,2.870311866974524e-11,319.9267,-0.3688610926966208,319.9267,-7.596715747159913,319.9267,-4.951562462691479e-14,319.9267,-0.004990901301443223,319.9267,6.697860469794186e-11
335.1603,518.508821902641,335.1603,2.870311866973503e-11,335.1603,-0.3688610926965657,335.1603,-7.596715747158633,335.1603,-4.951562462688099e-14,335.1603,-0.005228546824012066,335.1603,6.697860469792209e-11
351.1192,494.9417957126279,351.1192,2.870311866972513e-11,351.1192,-0.3688610926965126,351.1192,-7.596715747157385,351.1192,-4.951562462686043e-14,351.1192,-0.005477508017035128,351.1192,6.697860469790294e-11
367.838,472.4459272348532,367.838,2.870311866971617e-11,367.838,-0.3688610926964634,367.838,-7.596715747156268,367.838,-4.951562462683793e-14,367.838,-0.005738323684679325,367.838,6.69786046978857e-11
385.3529,450.9725306981263,385.3529,2.8703118669707e-11,385.3529,-0.3688610926964146,385.3529,-7.596715747155115,385.3529,-4.95156246268132e-14,385.3529,-0.006011558286677849,385.3529,6.697860469786793e-11
403.7017,430.4751331747179,403.7017,2.870311866969872e-11,403.7017,-0.3688610926963694,403.7017,-7.596715747154077,403.7017,-4.951562462678621e-14,403.7017,-0.006297803159938615,403.7017,6.697860469785196e-11
422.9243,410.9093740031662,422.9243,2.870311866969062e-11,422.9243,-0.3688610926963257,422.9243,-7.596715747153064,422.9243,-4.951562462675567e-14,422.9243,-0.006597677798321937,422.9243,6.697860469783627e-11
443.0621,392.2329087825505,443.0621,2.870311866968289e-11,443.0621,-0.368861092696284,443.0621,-7.596715747152093,443.0621,-4.95156246267432e-14,443.0621,-0.006911831193354395,443.0621,6.697860469782136e-11
464.1589,374.4053177303171,464.1589,2.870311866967544e-11,464.1589,-0.3688610926962438,464.1589,-7.596715747151159,464.1589,-4.951562462674409e-14,464.1589,-0.007240943238782777,464.1589,6.697860469780692e-11
486.2602,357.3880182054133,486.2602,2.870311866966828e-11,486.2602,-0.3688610926962056,486.2602,-7.596715747150259,486.2602,-4.951562462670158e-14,486.2602,-0.007585726202006381,486.2602,6.697860469779305e-11
509.4138,341.1441812073672,509.4138,2.870311866966131e-11,509.4138,-0.3688610926961687,509.4138,-7.59671574714938,509.4138,-4.951562462670211e-14,509.4138,-0.007946926265572963,509.4138,6.697860469777957e-11
533.6699,325.6386516706237,533.6699,2.870311866965518e-11,533.6699,-0.3688610926961349,533.6699,-7.596715747148609,533.6699,-4.951562462668638e-14,533.6699,-0.008325325142073804,533.6699,6.697860469776773e-11
559.081,310.8378723815993,559.081,2.870311866964877e-11,559.081,-0.3688610926961011,559.081,-7.596715747147809,559.081,-4.951562462666759e-14,559.081,-0.008721741765934158,559.081,6.69786046977553e-11
585.7021,296.7098113538741,585.7021,2.870311866964299e-11,585.7021,-0.3688610926960696,585.7021,-7.596715747147087,585.7021,-4.951562462665183e-14,585.7021,-0.009137034065757865,585.7021,6.697860469774417e-11
613.5907,283.2238925042387,613.5907,2.870311866963759e-11,613.5907,-0.3688610926960401,613.5907,-7.596715747146408,613.5907,-4.951562462663294e-14,613.5907,-0.009572100821065372,613.5907,6.697860469773373e-11
642.8073000000001,270.3509294796534,642.8073000000001,2.870311866963228e-11,642.8073000000001,-0.3688610926960114,642.8073000000001,-7.596715747145747,642.8073000000001,-4.951562462663191e-14,642.8073000000001,-0.01002788360744067,642.8073000000001,6.697860469772349e-11
673.4151000000001,258.0630624918726,673.4151000000001,2.870311866962718e-11,673.4151000000001,-0.368861092695984,673.4151000000001,-7.596715747145104,673.4151000000001,-4.95156246266053e-14,673.4151000000001,-0.01050536883429781,673.4151000000001,6.697860469771362e-11
705.4802,246.3336980230224,705.4802,2.870311866962225e-11,705.4802,-0.3688610926959575,705.4802,-7.596715747144486,705.4802,-4.951562462660455e-14,705.4802,-0.01100558987967771,705.4802,6.697860469770409e-11
739.0722,235.1374512716587,739.0722,2.870311866961748e-11,739.0722,-0.3688610926959321,739.0722,-7.596715747143885,739.0722,-4.951562462658564e-14,739.0722,-0.01152962932669464,739.0722,6.697860469769484e-11
774.2637,224.4500912147409,774.2637,2.870311866961289e-11,774.2637,-0.3688610926959078,774.2637,-7.596715747143307,774.2637,-4.951562462656769e-14,774.2637,-0.01207862130647277,774.2637,6.697860469768593e-11
811.1308,214.2484881666254,811.1308,2.870311866960903e-11,811.1308,-0.3688610926958859,811.1308,-7.596715747142826,811.1308,-4.951562462655455e-14,811.1308,-0.0126537539526433,811.1308,6.697860469767855e-11
849.7534000000001,204.5105637215681,849.7534000000001,2.870311866960482e-11,849.7534000000001,-0.3688610926958639,849.7534000000001,-7.596715747142298,849.7534000000001,-4.951562462655511e-14,849.7534000000001,-0.0132562719727154,849.7534000000001,6.697860469767036e-11
890.2151,195.2152429714528,890.2151,2.870311866960118e-11,890.2151,-0.3688610926958435,890.2151,-7.596715747141842,890.2151,-4.951562462653997e-14,890.2151,-0.01388747934188238,890.2151,6.697860469766337e-11
932.6033,186.3424088952517,932.6033,2.87031186695972e-11,932.6033,-0.368861092695823,932.6033,-7.596715747141342,932.6033,-4.951562462651992e-14,932.6033,-0.01454874212509889,932.6033,6.697860469765557e-11
977.01,177.872858821601,977.01,2.870311866959384e-11,977.01,-0.3688610926958044,977.01,-7.596715747140924,977.01,-4.951562462651287e-14,977.01,-0.01524149143352979,977.01,6.697860469764915e-11
1000,173.7835542019771,1000,2.870311866959207e-11,1000,-0.3688610926957951,1000,-7.596715747140699,1000,-4.951562462649857e-14,1000,-0.01560013930222697,1000,6.697860469764571e-11
1023.531,169.7882628701766,1023.531,2.870311866959023e-11,1023.531,-0.3688610926957857,1023.531,-7.596715747140464,1023.531,-4.95156246265111e-14,1023.531,-0.01596722652177638,1023.531,6.697860469764211e-11
1072.267,162.0711242820115,1072.267,2.870311866958708e-11,1072.267,-0.3688610926957687,1072.267,-7.596715747140071,1072.267,-4.951562462651744e-14,1072.267,-0.0167275180325756,1072.267,6.697860469763606e-11
1123.324,154.7047415528355,1123.324,2.870311866958419e-11,1123.324,-0.3688610926957526,1123.324,-7.596715747139708,1123.324,-4.951562462648479e-14,1123.324,-0.01752401139600093,1123.324,6.697860469763047e-11
1176.812,147.67317228752,1176.812,2.870311866958135e-11,1176.812,-0.3688610926957371,1176.812,-7.596715747139354,1176.812,-4.951562462650216e-14,1176.812,-0.01835843039051782,1176.812,6.697860469762499e-11
1232.847,140.9611986974024,1232.847,2.870311866957859e-11,1232.847,-0.368861092695722,1232.847,-7.596715747139009,1232.847,-4.951562462647274e-14,1232.847,-0.01923258087360072,1232.847,6.697860469761966e-11
1291.55,134.5542946658014,1291.55,2.870311866957599e-11,1291.55,-0.3688610926957079,1291.55,-7.596715747138684,1291.55,-4.951562462646705e-14,1291.55,-0.02014835468998703,1291.55,6.697860469761465e-11
1353.048,128.4385943104569,1353.048,2.870311866957345e-11,1353.048,-0.3688610926956943,1353.048,-7.596715747138366,1353.048,-4.951562462646779e-14,1353.048,-0.0211077337660256,1353.048,6.697860469760973e-11
1417.474,122.6008619748568,1417.474,2.870311866957102e-11,1417.474,-0.3688610926956811,1417.474,-7.596715747138056,1417.474,-4.951562462645537e-14,1417.474,-0.02211279439898049,1417.474,6.697860469760504e-11
1484.968,117.0284635835048,1484.968,2.870311866956853e-11,1484.968,-0.3688610926956682,1484.968,-7.596715747137746,1484.968,-4.95156246264587e-14,1484.968,-0.02316571175057288,1484.968,6.697860469760018e-11
1555.676,111.7093392991364,1555.676,2.870311866956634e-11,1555.676,-0.3688610926956564,1555.676,-7.59671574713747,1555.676,-4.951562462644737e-14,1555.676,-0.02426876455448639,1555.676,6.697860469759595e-11
1629.751,106.6319774226998,1629.751,2.870311866956417e-11,1629.751,-0.3688610926956449,1629.751,-7.5967157471372,1629.751,-4.951562462644919e-14,1629.751,-0.02542434004802513,1629.751,6.697860469759174e-11
1707.353,101.7853894796335,1707.353,2.870311866956201e-11,1707.353,-0.3688610926956336,1707.353,-7.596715747136923,1707.353,-4.951562462644134e-14,1707.353,-0.02663493913859418,1707.353,6.697860469758755e-11
1788.65,97.15908643850597,1788.65,2.870311866956054e-11,1788.65,-0.3688610926956246,1788.65,-7.596715747136747,1788.65,-4.951562462643526e-14,1788.65,-0.02790318181618646,1788.65,6.697860469758477e-11
1873.817,92.7430560105461,1873.817,2.87031186695585e-11,1873.817,-0.368861092695614,1873.817,-7.596715747136489,1873.817,-4.951562462643569e-14,1873.817,-0.02923181282359301,1873.817,6.697860469758084e-11
1963.041,88.52774098096567,1963.041,2.870311866955664e-11,1963.041,-0.3688610926956042,1963.041,-7.596715747136251,1963.041,-4.951562462640255e-14,1963.041,-0.03062370759659686,1963.041,6.697860469757715e-11
2056.512,84.5040185251364,2056.512,2.870311866955473e-11,2056.512,-0.3688610926955946,2056.512,-7.596715747136011,2056.512,-4.951562462642452e-14,2056.512,-0.03208187848702137,2056.512,6.697860469757345e-11
2154.435,80.66318046489052,2154.435,2.870311866955345e-11,2154.435,-0.3688610926955869,2154.435,-7.596715747135855,2154.435,-4.951562462642233e-14,2154.435,-0.03360948128208875,2154.435,6.697860469757103e-11
2257.02,76.99691442219374,2257.02,2.870311866955177e-11,2257.02,-0.3688610926955783,2257.02,-7.596715747135643,2257.02,-4.951562462641261e-14,2257.02,-0.03520982203420752,2257.02,6.697860469756778e-11
2364.489,73.4972858294273,2364.489,2.870311866955061e-11,2364.489,-0.3688610926955714,2364.489,-7.596715747135499,2364.489,-4.951562462642113e-14,2364.489,-0.03688636421595767,2364.489,6.697860469756557e-11
2477.076,70.15672075731142,2477.076,2.870311866954897e-11,2477.076,-0.3688610926955631,2477.076,-7.59671574713529,2477.076,-4.951562462638899e-14,2477.076,-0.03864273621577626,2477.076,6.697860469756233e-11
2595.024,66.96798952334574,2595.024,2.870311866954792e-11,2595.024,-0.3688610926955566,2595.024,-7.596715747135163,2595.024,-4.951562462640626e-14,2595.024,-0.0404827391905443,2595.024,6.697860469756038e-11
2718.588,63.92419104525367,2718.588,2.870311866954636e-11,2718.588,-0.3688610926955491,2718.588,-7.596715747134964,2718.588,-4.951562462640635e-14,2718.588,-0.04241035529209183,2718.588,6.697860469755729e-11
2848.036,61.01873790560236,2848.036,2.870311866954546e-11,2848.036,-0.3688610926955433,2848.036,-7.596715747134852,2848.036,-4.951562462639745e-14,2848.036,-0.04442975628540317,2848.036,6.697860469755559e-11
2983.647,58.24534209524389,2983.647,2.870311866954396e-11,2983.647,-0.3688610926955364,2983.647,-7.596715747134662,2983.647,-4.951562462641407e-14,2983.647,-0.0465453125771963,2983.647,6.697860469755264e-11
3125.716,55.5980014047549,3125.716,2.870311866954312e-11,3125.716,-0.368861092695531,3125.716,-7.596715747134557,3125.716,-4.951562462638919e-14,3125.716,-0.04876160267439109,3125.716,6.697860469755105e-11
3274.549,53.07098643438984,3274.549,2.870311866954174e-11,3274.549,-0.3688610926955245,3274.549,-7.596715747134381,3274.549,-4.951562462637154e-14,3274.549,-0.05108342309296503,3274.549,6.697860469754832e-11
3430.469,50.65882819446735,3430.469,2.870311866954096e-11,3430.469,-0.3688610926955198,3430.469,-7.596715747134289,3430.469,-4.951562462637181e-14,3430.469,-0.05351579873861081,3430.469,6.697860469754685e-11
3593.814,48.35630626932545,3593.814,2.870311866954023e-11,3593.814,-0.3688610926955153,3593.814,-7.596715747134202,3593.814,-4.951562462639847e-14,3593.814,-0.05606399378169109,3593.814,6.697860469754551e-11
3764.936,46.15843751925038,3764.936,2.870311866953895e-11,3764.936,-0.3688610926955092,3764.936,-7.596715747134032,3764.936,-4.951562462639097e-14,3764.936,-0.05873352305000387,3764.936,6.697860469754297e-11
3944.206,44.06046529592171,3944.206,2.87031186695383e-11,3944.206,-0.3688610926955051,3944.206,-7.59671574713395,3944.206,-4.951562462637384e-14,3944.206,-0.06153016396402024,3944.206,6.697860469754173e-11
4132.012,42.05784914802394,4132.012,2.870311866953764e-11,4132.012,-0.3688610926955013,4132.012,-7.596715747133876,4132.012,-4.951562462636601e-14,4132.012,-0.06445996904043989,4132.012,6.697860469754049e-11
4328.761,40.14625499476152,4328.761,2.870311866953646e-11,4328.761,-0.3688610926954959,4328.761,-7.596715747133724,4328.761,-4.951562462636588e-14,4328.761,-0.06752927899110152,4328.761,6.697860469753813e-11
4534.879,38.3215457460017,4534.879,2.870311866953584e-11,4534.879,-0.3688610926954923,4534.879,-7.596715747133644,4534.879,-4.951562462636716e-14,4534.879,-0.07074473644560747,4534.879,6.697860469753696e-11
4750.81,36.57977234874151,4750.81,2.870311866953526e-11,4750.81,-0.3688610926954887,4750.81,-7.596715747133576,4750.81,-4.951562462637734e-14,4750.81,-0.0741133003273728,4750.81,6.697860469753585e-11
4977.024,34.91716524053169,4977.024,2.870311866953426e-11,4977.024,-0.3688610926954839,4977.024,-7.596715747133441,4977.024,-4.951562462637044e-14,4977.024,-0.07764226091418983,4977.024,6.697860469753389e-11
5214.008,33.33012619135547,5214.008,2.870311866953369e-11,5214.008,-0.3688610926954808,5214.008,-7.596715747133373,5214.008,-4.951562462636494e-14,5214.008,-0.08133925561591196,5214.008,6.69786046975328e-11
5462.277,31.81522051630231,5462.277,2.870311866953316e-11,5462.277,-0.3688610926954776,5462.277,-7.59671574713331,5462.277,-4.951562462636042e-14,5462.277,-0.08521228550341592,5462.277,6.697860469753179e-11
5722.368,30.36916964219212,5722.368,2.870311866953276e-11,5722.368,-0.3688610926954748,5722.368,-7.596715747133257,5722.368,-4.951562462635996e-14,5722.368,-0.08926973262459011,5722.368,6.697860469753104e-11
5994.843,28.98884401205524,5994.843,2.870311866953172e-11,5994.843,-0.3688610926954707,5994.843,-7.596715747133129,5994.843,-4.951562462636504e-14,5994.843,-0.09352037814484526,5994.843,6.697860469752894e-11
6280.291,27.67125631211779,6280.291,2.870311866953128e-11,6280.291,-0.3688610926954681,6280.291,-7.596715747133074,6280.291,-4.951562462636312e-14,6280.291,-0.09797342135138754,6280.291,6.697860469752812e-11
6579.332,26.41355500662594,6579.332,2.870311866953085e-11,6579.332,-0.3688610926954654,6579.332,-7.596715747133016,6579.332,-4.951562462635069e-14,6579.332,-0.1026384995624142,6579.332,6.697860469752732e-11
6892.612,25.21301816652708,6892.612,2.870311866953045e-11,6892.612,-0.3688610926954629,6892.612,-7.596715747132968,6892.612,-4.951562462635452e-14,6892.612,-0.1075257089842816,6892.612,6.697860469752655e-11
7220.809,24.0670475786451,7220.809,2.870311866953008e-11,7220.809,-0.3688610926954605,7220.809,-7.596715747132921,7220.809,-4.951562462634941e-14,7220.809,-0.1126456265618119,7220.809,6.697860469752585e-11
7564.633,22.97316312260213,7564.633,2.870311866952915e-11,7564.633,-0.368861092695457,7564.633,-7.596715747132799,7564.633,-4.951562462634858e-14,7564.633,-0.1180093328690196,7564.633,6.697860469752397e-11
7924.829,21.92899740332033,7924.829,2.870311866952889e-11,7924.829,-0.3688610926954551,7924.829,-7.596715747132773,7924.829,-4.951562462636297e-14,7924.829,-0.1236284360897852,7924.829,6.69786046975235e-11
8302.175999999999,20.93229062748068,8302.175999999999,2.87031186695285e-11,8302.175999999999,-0.3688610926954529,8302.175999999999,-7.596715747132722,8302.175999999999,-4.951562462634408e-14,8302.175999999999,-0.1295150971404108,8302.175999999999,6.697860469752273e-11
8697.49,19.98088571285858,8697.49,2.870311866952825e-11,8697.49,-0.3688610926954513,8697.49,-7.596715747132694,8697.49,-4.951562462634796e-14,8697.49,-0.1356820559883791,8697.49,6.697860469752228e-11
9111.628000000001,19.07272361994556,9111.628000000001,2.870311866952791e-11,9111.628000000001,-0.3688610926954494,9111.628000000001,-7.596715747132651,9111.628000000001,-4.951562462634626e-14,9111.628000000001,-0.1421426592243166,9111.628000000001,6.697860469752162e-11
9545.485000000001,18.20583889575668,9545.485000000001,2.870311866952767e-11,9545.485000000001,-0.3688610926954477,9545.485000000001,-7.596715747132619,9545.485000000001,-4.951562462635664e-14,9545.485000000001,-0.1489108889468084,9545.485000000001,6.697860469752121e-11
10000,17.37835542017848,10000,2.870311866952741e-11,10000,-0.368861092695446,10000,-7.596715747132587,10000,-4.951562462636147e-14,10000,-0.15600139302259,10000,6.697860469752072e-11
