kcgs_n X,kcgs_n Y,gmn X,gmn Y,kcgd_n X,kcgd_n Y,reff X,reff Y,kgmn X,kgmn Y,ids X,ids Y,kgds_n X,kgds_n Y
4.071628e-05,-4.838485034284186e-11,4.071628e-05,0.003232399505532787,4.071628e-05,-2.026322033818555e-11,4.071628e-05,7357.988916785939,4.071628e-05,10.46775151784776,4.071628e-05,0.00030879597208832,4.071628e-05,0.4401181146407782
4.500003e-05,-4.430891865218092e-11,4.500003e-05,0.00341140009388531,4.500003e-05,-1.839789398984875e-11,4.500003e-05,6791.268686224968,4.500003e-05,10.01746978542147,4.500003e-05,0.0003405450844333923,4.500003e-05,0.4323888348933269
4.973448e-05,-4.05665490783597e-11,4.973448e-05,0.003594260307323065,4.973448e-05,-1.670941664273441e-11,4.973448e-05,6270.429018664829,4.973448e-05,9.573597163802766,4.973448e-05,0.000375434671610454,4.973448e-05,0.4247842116260642
5.496704e-05,-3.707597279448123e-11,5.496704e-05,0.003783609634235077,5.496704e-05,-1.51560214349757e-11,5.496704e-05,5783.607036391688,5.496704e-05,9.129432992504228,5.496704e-05,0.0004144408132839829,5.496704e-05,0.417194625791639
6.075011e-05,-3.394412815447987e-11,6.075011e-05,0.003971550834367105,6.075011e-05,-1.378036826581152e-11,6.075011e-05,5345.385106579243,6.075011e-05,8.702483673327277,6.075011e-05,0.0004563698115906531,6.075011e-05,0.4099247044042123
6.714162e-05,-3.102264354118524e-11,6.714162e-05,0.004164755252421758,6.714162e-05,-1.251289673900577e-11,6.714162e-05,4934.770013566223,6.714162e-05,8.276384495991225,6.714162e-05,0.0005032094937637336,6.714162e-05,0.4027024361194588
7.420558e-05,-2.833741402008152e-11,7.420558e-05,0.00435989342420955,7.420558e-05,-1.136162232080408e-11,7.420558e-05,4555.183310010958,7.420558e-05,7.857579164292071,7.420558e-05,0.0005548647150795018,7.420558e-05,0.3956462314108643
8.201274e-05,-2.587116220899499e-11,8.201274e-05,0.004556072683450179,8.201274e-05,-1.031598698215296e-11,8.201274e-05,4204.078911318118,8.201274e-05,7.446650985610588,8.201274e-05,0.000611828416862027,8.201274e-05,0.3887760442073783
9.064128999999999e-05,-2.360776809820094e-11,9.064128999999999e-05,0.004752305765364143,9.064128999999999e-05,-9.366398918450019e-12,9.064128999999999e-05,3879.125634665461,9.064128999999999e-05,7.044184464809868,9.064128999999999e-05,0.0006746424357716495,9.064128999999999e-05,0.3821136035470596
0.0001001776,-2.153216543568006e-11,0.0001001776,0.0049475216218078,0.0001001776,-8.504135978393691e-12,0.0001001776,3578.184970536898,0.0001001776,6.65076685192728,0.0001001776,0.0007439024298940945,0.0001001776,0.3756827337461775
0.0001107173,-1.963025642287998e-11,0.0001107173,0.00514057986170043,0.0001107173,-7.72126154217938e-12,0.0001107173,3299.292461699266,0.0001107173,6.266986734559936,0.0001107173,0.0008202634024023347,0.0001107173,0.3695097056059138
0.0001223659,-1.788884468716242e-11,0.0001223659,0.005330287838798385,0.0001223659,-7.010552194919233e-12,0.0001223659,3040.642496014957,0.0001223659,5.893430235062597,0.0001223659,0.000904445734690498,0.0001223659,0.3636236518507474
0.00013524,-1.629558308272798e-11,0.00013524,0.005515419352587645,0.00013524,-6.36543528804636e-12,0.00013524,2800.575880018754,0.00013524,5.530675153052794,0.00013524,0.0009972416025091026,0.00013524,0.3580570819194976
0.0001494685,-1.483893061477762e-11,0.0001494685,0.005694734042319064,0.0001494685,-5.77993376474658e-12,0.0001494685,2577.569250106538,0.0001494685,5.179283019635863,0.0001494685,0.001099521694552896,0.0001494685,0.3528465335194764
0.0001651941,-1.350811398837541e-11,0.0001651941,0.005866996460893221,0.0001651941,-5.248616293642562e-12,0.0001651941,2370.225549740354,0.0001651941,4.839789155641271,0.0001651941,0.001212242160188866,0.0001651941,0.3480334131176224
0.0001825742,-1.229309016717027e-11,0.0001825742,0.006030993768705606,0.0001825742,-4.766551213380678e-12,0.0001825742,2177.264918781286,0.0001825742,4.512690844615432,0.0001825742,0.001336451792593287,0.0001825742,0.3436650971058912
0.0002017828,-1.118450867897357e-11,0.0002017828,0.006185550701892777,0.0002017828,-4.329263778936103e-12,0.0002017828,1997.515693290851,0.0002017828,4.198434137291375,0.0002017828,0.001473299449180687,0.0002017828,0.3397964001056566
0.0002230123,-1.017367357369742e-11,0.0002230123,0.006329540217869867,0.0002230123,-3.932696676671885e-12,0.0002230123,1829.905415811538,0.0002230123,3.897400030823843,0.0002230123,0.001624041711861923,0.0002230123,0.3364915619224232
0.0002464754,-9.25250594003983e-12,0.0002464754,0.006461887901582523,0.0002464754,-3.573174193403159e-12,0.0002464754,1673.45196176635,0.0002464754,3.609891004835808,0.0002464754,0.001790050694862028,0.0002464754,0.3338269691726981
0.000272407,-8.413507956373917e-12,0.000272407,0.006581567947981837,0.000272407,-3.247370517101037e-12,0.000272407,1527.254971336228,0.000272407,3.336118892522442,0.000272407,0.001972821760859221,0.000272407,0.3318949182559379
0.0003010669,-7.64972908597758e-12,0.0003010669,0.006687588257513229,0.0003010669,-2.95228264880786e-12,0.0003010669,1390.487801055465,0.0003010669,3.076194877921356,0.0003010669,0.002173980688126027,0.0003010669,0.3308088618172353
0.0003327421,-6.954734535913266e-12,0.0003327421,0.006778961794972015,0.0003327421,-2.685208477326917e-12,0.0003327421,1262.390218339737,0.0003327421,2.830122109081092,0.0003327421,0.002395289508258379,0.0003327421,0.3307107917590575
0.0003677499,-6.322575527381543e-12,0.0003677499,0.00685466073678325,0.0003677499,-2.443730788343417e-12,0.0003677499,1142.262063461698,0.0003677499,2.597791018655438,0.0003677499,0.002638649794212885,0.0003677499,0.331781749491038
0.0004064408,-5.747760528587345e-12,0.0004064408,0.006913548785653935,0.0004064408,-2.225708550165676e-12,0.0004064408,1029.458156716925,0.0004064408,2.378977044788078,0.0004064408,0.002906101511488019,0.0004064408,0.3342570074209324
0.0004492024,-5.22522634532436e-12,0.0004492024,0.006954284904732494,0.0004492024,-2.029277898009099e-12,0.0004492024,923.3848669483272,0.0004492024,2.173340041527714,0.0004492024,0.003199814466144973,0.0004492024,0.338448387857953
0.0004964629,-4.743162033284443e-12,0.0004964629,0.00697534783291102,0.0004964629,-1.850233060455099e-12,0.0004964629,821.9676715974109,0.0004964629,1.977475076846695,0.0004964629,0.003527401136217601,0.0004964629,0.3448977908983021
0.0005486956,-4.314457644354245e-12,0.0005486956,0.006973906144424419,0.0005486956,-1.69369855664958e-12,0.0005486956,728.365679742778,0.0005486956,1.797850301126971,0.0005486956,0.003879024933306667,0.0005486956,0.3539386214403243
0.0006064238,-3.924062850894619e-12,0.0006064238,0.006947564413929077,0.0006064238,-1.554692933003235e-12,0.0006064238,639.8403274836761,0.0006064238,1.629298529524333,0.0006064238,0.00426414453093344,0.0006064238,0.3665189843877905
0.0006702256,-3.568586215074613e-12,0.0006702256,0.006891984177235644,0.0006702256,-1.43299589284924e-12,0.0006702256,556.0905238680041,0.0006702256,1.471083063470304,0.0006702256,0.004684972826060117,0.0006702256,0.3838375241208688
0.0007407399,-3.244782041316603e-12,0.0007407399,0.006800924016920977,0.0007407399,-1.329033824093795e-12,0.0007407399,476.9167930498561,0.0007407399,1.322272712507166,0.0007407399,0.005143359575216312,0.0007407399,0.407671637586054
0.0008186731,-2.949517248007567e-12,0.0008186731,0.0066651727379759,0.0008186731,-1.24407866927415e-12,0.0008186731,402.2891680710462,0.0008186731,1.181680778850191,0.0008186731,0.005640417325279085,0.0008186731,0.4407074813471796
0.0009048055,-2.679816509089201e-12,0.0009048055,0.006470962705201123,0.0009048055,-1.180301356501329e-12,0.0009048055,332.4802766707768,0.0009048055,1.047781125848445,0.0009048055,0.006175872561133639,0.0009048055,0.4870076541663151
0.001,-2.433155946355214e-12,0.001,0.006198298408012099,0.001,-1.140178441088619e-12,0.001,268.3181131363641,0.001,0.9186787065338977,0.001,0.006746970800485612,0.001,0.552384111359408
