kcsg_p X,kcsg_p Y
1.942175e-05,9.406570866342815e-11
1.96922e-05,9.291432052335222e-11
1.996642e-05,9.17756118255099e-11
2.024447e-05,9.064946208624363e-11
2.052638e-05,8.953575202921585e-11
2.081222e-05,8.843436363929548e-11
2.110203e-05,8.734518002033882e-11
2.139589e-05,8.626808556040408e-11
2.169384e-05,8.520296564676276e-11
2.199593e-05,8.414970686704194e-11
2.230223e-05,8.31081969106133e-11
2.26128e-05,8.207832451412028e-11
2.292769e-05,8.105997941260523e-11
2.324697e-05,8.005305245150695e-11
2.357069e-05,7.905743540685408e-11
2.389893e-05,7.807302106622217e-11
2.423173e-05,7.709970315181555e-11
2.456916e-05,7.613737633723932e-11
2.49113e-05,7.518593623264935e-11
2.52582e-05,7.424527931664754e-11
2.560993e-05,7.33153029809135e-11
2.596656e-05,7.239590543953092e-11
2.632815e-05,7.148698579897533e-11
2.669478e-05,7.058844399552479e-11
2.706652e-05,6.970018074023863e-11
2.744343e-05,6.882209758589975e-11
2.782559e-05,6.795409684846725e-11
2.821308e-05,6.709608162622849e-11
2.860596e-05,6.624795579385782e-11
2.90043e-05,6.540962393388849e-11
2.94082e-05,6.458099139891216e-11
2.981772e-05,6.376196426510376e-11
3.023295e-05,6.295244929156947e-11
3.065395e-05,6.215235394131982e-11
3.108082e-05,6.136158639860391e-11
3.151363e-05,6.058005551159347e-11
3.195248e-05,5.980767079496319e-11
3.239743e-05,5.904434243166302e-11
3.284857e-05,5.828998127394334e-11
3.3306e-05,5.754449877933585e-11
3.37698e-05,5.680780709693082e-11
3.424005999999999e-05,5.607981897241496e-11
3.471687e-05,5.536044778588735e-11
3.520031e-05,5.464960754039716e-11
3.569048999999999e-05,5.394721285187923e-11
3.61875e-05,5.325317895414492e-11
3.669142e-05,5.256742164918166e-11
3.720237e-05,5.188985736952271e-11
3.772041999999999e-05,5.12204031292138e-11
3.82457e-05,5.055897653159305e-11
3.877828e-05,4.990549575168611e-11
3.931829e-05,4.925987958025609e-11
3.986581e-05,4.862204734618845e-11
4.042096e-05,4.79919189737112e-11
4.098384e-05,4.736941494387096e-11
4.155455e-05,4.675445631494921e-11
4.213322e-05,4.614696470883014e-11
4.271994e-05,4.554686230954439e-11
4.331483e-05,4.495407185229767e-11
4.391801e-05,4.436851663345999e-11
4.452958999999999e-05,4.379012052854309e-11
4.514968e-05,4.32188079347322e-11
4.577841e-05,4.265450381966312e-11
4.641589e-05,4.209713368543014e-11
4.706224999999999e-05,4.154662361379714e-11
4.771761e-05,4.100290020643768e-11
4.83821e-05,4.046589062204866e-11
4.905584e-05,3.993552256928051e-11
4.973896e-05,3.941172428568565e-11
5.043159e-05,3.889442457902893e-11
5.113387999999999e-05,3.838355277631904e-11
5.184593999999999e-05,3.787903875060286e-11
5.256791e-05,3.738081293034486e-11
5.329994e-05,3.68888062676502e-11
5.404216e-05,3.64029502631352e-11
5.479471999999999e-05,3.592317695575715e-11
5.555776e-05,3.544941892040795e-11
5.633143e-05,3.498160926004986e-11
5.711586e-05,3.451968163990658e-11
5.791123e-05,3.406357023161461e-11
5.871766e-05,3.361320976518476e-11
5.953533e-05,3.316853549270345e-11
6.036439e-05,3.272948320462846e-11
6.120497999999999e-05,3.229598922337474e-11
6.205729e-05,3.186799039793616e-11
6.292145999999999e-05,3.144542412355577e-11
6.379766999999999e-05,3.102822831612272e-11
6.468608e-05,3.061634142252108e-11
6.558686e-05,3.020970242057284e-11
6.650018e-05,2.980825081899964e-11
6.742622e-05,2.941192664048842e-11
6.836516e-05,2.902067045263327e-11
6.931717e-05,2.863442334206522e-11
7.028243999999999e-05,2.825312691194624e-11
7.126114999999999e-05,2.787672329506526e-11
7.225348999999999e-05,2.750515514641841e-11
7.325964999999999e-05,2.713836564403142e-11
7.427982e-05,2.67762984755673e-11
7.531419999999999e-05,2.64188978610429e-11
7.636297999999999e-05,2.606610852547878e-11
7.742637e-05,2.571787571117887e-11
7.850455999999999e-05,2.537414518176905e-11
7.959776999999999e-05,2.503486320400791e-11
8.07062e-05,2.469997655909606e-11
8.183007e-05,2.436943253761743e-11
8.296959e-05,2.404317893790525e-11
8.412497e-05,2.372116406173683e-11
8.529645e-05,2.340333671587452e-11
8.648423e-05,2.308964620797135e-11
8.768855999999999e-05,2.278004234544241e-11
8.890966e-05,2.247447543430482e-11
9.014776e-05,2.217289627556924e-11
9.140311e-05,2.187525616429729e-11
9.267592999999999e-05,2.15815068862895e-11
9.396647999999999e-05,2.129160071503735e-11
9.5275e-05,2.100549041537123e-11
9.660174999999999e-05,2.072312922946505e-11
9.794696999999999e-05,2.044447089131235e-11
9.931091999999999e-05,2.016946960683934e-11
0.0001006939,1.989808007164345e-11
0.0001020961,1.963025742347582e-11
0.0001035178,1.936595729908658e-11
0.0001049593,1.910513582128648e-11
0.0001064209,1.884774955793071e-11
0.0001079029,1.85937555140107e-11
0.0001094055,1.834311122363047e-11
0.000110929,1.8095774602931e-11
0.0001124737,1.7851704090527e-11
0.00011404,1.761085852311176e-11
0.000115628,1.73731972366552e-11
0.0001172382,1.713867997911993e-11
0.0001188708,1.690726694816275e-11
0.0001205261,1.667891880914449e-11
0.0001222045,1.645359663032574e-11
0.0001239062,1.623126194379735e-11
0.0001256317,1.601187669622896e-11
0.0001273811,1.579540325565208e-11
0.000129155,1.558180444067685e-11
0.0001309535,1.537104348686622e-11
0.0001327771,1.516308402908617e-11
0.0001346261,1.49578901410672e-11
0.0001365008,1.475542629380039e-11
0.0001384016,1.455565739253592e-11
0.0001403289,1.435854872683713e-11
0.000142283,1.416406599670855e-11
0.0001442644,1.397217529608797e-11
0.0001462733,1.378284312637198e-11
0.0001483103,1.359603638023659e-11
0.0001503755,1.341172233630866e-11
0.0001524696,1.322986866283418e-11
0.0001545928,1.305044342034647e-11
0.0001567455,1.287341503097126e-11
0.0001589283,1.269875230739199e-11
0.0001611414,1.252642444615441e-11
0.0001633854,1.235640098407748e-11
0.0001656606,1.218865185568167e-11
0.0001679675,1.202314734211926e-11
0.0001703065,1.185985808954492e-11
0.0001726781,1.169875509743035e-11
0.0001750827,1.153980972781568e-11
0.0001775208,1.138299368726174e-11
0.0001799929,1.122827902968089e-11
0.0001824993,1.107563815229931e-11
0.0001850407,1.092504379180363e-11
0.0001876175,1.077646903202552e-11
0.0001902301,1.062988726565388e-11
0.0001928792,1.048527224772884e-11
0.0001955651,1.034259803548787e-11
0.0001982884,1.020183902381505e-11
0.0002010496,1.006296992018646e-11
0.0002038493,9.925965752024646e-12
0.000206688,9.790801858396279e-12
0.0002095662,9.65745390084685e-12
0.0002124845,9.525897827581013e-12
0.0002154435,9.396109903432856e-12
0.0002184436,9.268066696862067e-12
0.0002214855,9.141745064374746e-12
0.0002245698,9.017122164885961e-12
0.000227697,8.894175448142061e-12
0.0002308678,8.7728826407131e-12
0.0002340827,8.653221766856258e-12
0.0002373424,8.53517112638304e-12
0.0002406475,8.418709299866058e-12
0.0002439986,8.303815142484313e-12
0.0002473964,8.190467778407175e-12
0.0002508415,8.078646608471272e-12
0.0002543346,7.968331291298114e-12
0.0002578763,7.859501751213144e-12
0.0002614673,7.752138178648052e-12
0.0002651084,7.646221012812866e-12
0.0002688001,7.541730949027736e-12
0.0002725433,7.438648939105995e-12
0.0002763385,7.336956172740028e-12
0.0002801866999999999,7.236634094867263e-12
0.0002840884,7.13766438489504e-12
0.0002880444,7.040028967996454e-12
0.0002920556,6.943710000571702e-12
0.0002961225,6.848689876038541e-12
0.0003002462,6.754951218135418e-12
0.0003044272,6.662476877066354e-12
0.0003086665,6.571249930135089e-12
0.0003129648,6.481253673648827e-12
0.0003173229999999999,6.392471629801737e-12
0.0003217418,6.30488753255247e-12
0.0003262222,6.218485332474014e-12
0.000330765,6.133249191250319e-12
0.0003353709999999999,6.04916348027777e-12
0.0003400412,5.966212775634081e-12
0.0003447764,5.88438186031678e-12
0.0003495776,5.803655717490711e-12
0.0003544456,5.724019526061113e-12
0.0003593814,5.645458666049839e-12
0.0003643859,5.567958709040941e-12
0.0003694601,5.491505418702111e-12
0.000374605,5.41608474512495e-12
0.0003798215,5.341682829591076e-12
0.0003851107,5.268285993206119e-12
0.0003904735,5.195880740320232e-12
0.000395911,5.124453757230744e-12
0.0004014242,5.053991903198042e-12
0.0004070142,4.984482214843659e-12
0.0004126821,4.915911901215285e-12
0.0004184289,4.848268342802442e-12
0.0004242556,4.781539085892017e-12
0.0004301635999999999,4.715711845222152e-12
0.0004361537999999999,4.650774497380368e-12
0.0004422274,4.58671508119698e-12
0.0004483856,4.523521797807134e-12
0.0004546295,4.461183001549001e-12
0.0004609604,4.399687206400959e-12
0.0004673795,4.339023077159057e-12
0.0004738879999999999,4.279179430797452e-12
0.000480487,4.220145234717802e-12
0.0004871779999999999,4.161909603290668e-12
0.0004939622,4.10446179635465e-12
0.0005008408,4.047791217704288e-12
0.0005078152,3.991887413567561e-12
0.0005148867,3.936740068766102e-12
0.0005220568,3.882339007731991e-12
0.0005293266,3.828674191486072e-12
0.0005366977000000001,3.775735713430129e-12
0.0005441713999999999,3.723513803160116e-12
0.0005517492,3.671998818716566e-12
0.0005594326,3.621181248303734e-12
0.0005672228999999999,3.571051707717384e-12
0.0005751217,3.521600939806007e-12
0.0005831304999999999,3.472819810189987e-12
0.0005912508,3.42469930870311e-12
0.0005994842999999999,3.377230545279185e-12
0.0006078323,3.330404749594309e-12
0.0006162966,3.28421326948822e-12
0.0006248787999999999,3.238647569429649e-12
0.0006335805,3.193699228512114e-12
0.0006424034,3.14935994005595e-12
0.0006513491,3.105621507700702e-12
0.0006604194,3.062475847086399e-12
0.0006696159999999999,3.019914982061965e-12
0.0006789407,2.977931044853752e-12
0.0006883952,2.936516273433209e-12
0.0006979814,2.895663010798724e-12
0.0007077011,2.85536370337723e-12
0.0007175561,2.815610899502418e-12
0.0007275484,2.776397249123853e-12
0.0007376797999999999,2.73771550075426e-12
0.0007479523,2.69955850239585e-12
0.0007583678,2.661919198235608e-12
0.0007689284,2.624790628125147e-12
0.0007796359999999999,2.588165927326983e-12
0.0007904927999999999,2.552038323187817e-12
0.0008015007,2.516401136655579e-12
0.0008126618999999999,2.481247779058405e-12
0.0008239785999999999,2.446571751052887e-12
0.0008354528,2.412366643364512e-12
0.0008470868,2.378626132689788e-12
0.0008588828999999999,2.345343983951342e-12
0.0008708431,2.312514046648479e-12
0.00088297,2.28013025507038e-12
0.0008952657,2.24818662630008e-12
0.0009077327,2.21667726090163e-12
0.0009203732,2.185596339979233e-12
0.0009331897999999999,2.154938125882732e-12
0.0009461847999999999,2.124696959932827e-12
0.0009593608,2.094867262401198e-12
0.0009727202999999999,2.065443531083313e-12
0.0009862657999999999,2.036420340624914e-12
0.001,2.007792341855172e-12
