kgmn X,kgmn Y
1e-09,28.08821175896936
1.013925e-09,28.08635901207879
1.028045e-09,28.08477186988481
1.042361e-09,28.08312692197415
1.056876e-09,28.08130177727288
1.071593e-09,28.07972186153621
1.086516e-09,28.07797296360872
1.101646e-09,28.07602435089223
1.116987e-09,28.07453356284663
1.132541e-09,28.07270145539956
1.148312e-09,28.07104457379597
1.164303e-09,28.06924427743484
1.180517e-09,28.06752085427027
1.196956e-09,28.06574264480091
1.213624e-09,28.06369754878142
1.230524e-09,28.06217360392915
1.24766e-09,28.06014716585431
1.265034e-09,28.05854704376767
1.28265e-09,28.05673534968114
1.300511e-09,28.05482921913013
1.318621e-09,28.05306739450922
1.336984e-09,28.05122366040565
1.355602e-09,28.04929937568149
1.374479e-09,28.04755268397164
1.393619e-09,28.045642746919
1.413026e-09,28.04380773526024
1.432703e-09,28.04192096126905
1.452654e-09,28.04003485838666
1.472883e-09,28.03812760269627
1.493393e-09,28.03622315969548
1.514189e-09,28.0343124908156
1.535275e-09,28.03238358457991
1.556654e-09,28.03015027461389
1.578331e-09,28.0282972023487
1.60031e-09,28.02654574736054
1.622595e-09,28.02447851030001
1.645191e-09,28.02229935479652
1.668101e-09,28.02062708633745
1.69133e-09,28.01862420181343
1.714882e-09,28.01657583883989
1.738762e-09,28.01439575768684
1.762975e-09,28.01260109265634
1.787526e-09,28.01055760596038
1.812418e-09,28.00844696290104
1.837656e-09,28.0064803274735
1.863246e-09,28.00441397586922
1.889193e-09,28.00229681090345
1.915501e-09,28.00010554785919
1.942175e-09,27.99799668028134
1.96922e-09,27.99587536792917
1.996642e-09,27.99374125417544
2.024447e-09,27.99159394343269
2.052638e-09,27.98943299572007
2.081222e-09,27.98725792071498
2.110203e-09,27.98541334137317
2.139589e-09,27.9832487949557
2.169384e-09,27.98107342105922
2.199593e-09,27.97888713554875
2.230223e-09,27.97668985208887
2.26128e-09,27.97448148161071
2.292769e-09,27.97197849853924
2.324697e-09,27.96995590361283
2.357069e-09,27.96760038473092
2.389893e-09,27.96553726905938
2.423173e-09,27.96326791669149
2.456916e-09,27.96097459165007
2.49113e-09,27.95870056044274
2.52582e-09,27.95611495586886
2.560993e-09,27.95378293604109
2.596656e-09,27.95148275667251
2.632815e-09,27.94944020037884
2.669478e-09,27.94704317702217
2.706652e-09,27.94467075418313
2.744343e-09,27.94217109146194
2.782559e-09,27.93967205740289
2.821308e-09,27.93737026525335
2.860596e-09,27.93512159573908
2.90043e-09,27.9327449278717
2.94082e-09,27.93032025995472
2.981772e-09,27.92772406405092
3.023295e-09,27.92540032476817
3.065395e-09,27.92279432434802
3.108082e-09,27.9204578558657
3.151363e-09,27.91793155991957
3.195248e-09,27.91527673981258
3.239743e-09,27.91292339798004
3.284857e-09,27.91038172874881
3.3306e-09,27.90781917916651
3.37698e-09,27.90522917242953
3.424006e-09,27.90260614014381
3.471687e-09,27.8999499039632
3.520031e-09,27.89726912419179
3.569049e-09,27.89458130865809
3.61875e-09,27.89190732452122
3.669142e-09,27.88926310975866
3.720237e-09,27.8866503502292
3.772042e-09,27.88405367536337
3.824570000000001e-09,27.88144638515511
3.877828000000001e-09,27.87880363639664
3.931829e-09,27.87611580626904
3.986581e-09,27.87339050733582
4.042096e-09,27.87050727158361
4.098384000000001e-09,27.86787382436347
4.155455e-09,27.86508993380894
4.213322e-09,27.86190571737145
4.271994000000001e-09,27.85945608086014
4.331483000000001e-09,27.85665958206908
4.391801e-09,27.85374986456863
4.452959e-09,27.85095293985808
4.514968e-09,27.84808505430053
4.577841e-09,27.84519570045334
4.641589e-09,27.84228886311428
4.706225e-09,27.8393635654952
4.771761e-09,27.83640521909489
4.838210000000001e-09,27.83333640253517
4.905584000000001e-09,27.83050647803097
4.973896e-09,27.82749757706132
5.043159e-09,27.82448881111075
5.113388e-09,27.82146032364807
5.184594e-09,27.8183309037964
5.256791e-09,27.81539381842419
5.329994e-09,27.81232879647609
5.404216e-09,27.80924078434353
5.479472000000001e-09,27.80612529524191
5.555776e-09,27.80296251395174
5.633143e-09,27.79967481143427
5.711586e-09,27.79652627515284
5.791123e-09,27.79327606923782
5.871766e-09,27.79033191803629
5.953533000000001e-09,27.78712665975519
6.036439e-09,27.78366538233178
6.120498000000001e-09,27.78044391515559
6.205729e-09,27.77704244622453
6.292146e-09,27.77389163378375
6.379767000000001e-09,27.77066969000577
6.468608e-09,27.76736983671325
6.558686e-09,27.76400687725509
6.650018000000001e-09,27.76029959412097
6.742622000000001e-09,27.75737349927515
6.836516e-09,27.75397117508074
6.931717e-09,27.7505481849744
7.028244e-09,27.74710333947156
7.126115000000001e-09,27.74363453394414
7.225349e-09,27.74013801777983
7.325965e-09,27.73660713725113
7.427982e-09,27.73303023000895
7.53142e-09,27.72939068765956
7.636298e-09,27.72604399165477
7.742637e-09,27.72246225257829
7.850456000000001e-09,27.71885760198578
7.959777e-09,27.71522447351663
8.070620000000001e-09,27.71153166680728
8.183007e-09,27.7076098894124
8.296959e-09,27.70423722710706
8.412497000000001e-09,27.70048598265051
8.529645e-09,27.69663461814512
8.648423e-09,27.6930465664969
8.768855999999999e-09,27.68927158929687
8.890966000000001e-09,27.68519151077618
9.014776e-09,27.6816320417824
9.140311000000001e-09,27.67781728700677
9.267593e-09,27.67380498985759
9.396648000000002e-09,27.67004534969437
9.5275e-09,27.66615532732314
9.660175000000001e-09,27.6621356336432
9.794697e-09,27.65813654084814
9.931092000000001e-09,27.65409328705548
1.006939e-08,27.64999588490105
1.020961e-08,27.64582983815209
1.035178e-08,27.64221392433106
1.049593e-08,27.63801897960508
1.064209e-08,27.63361417121823
1.079029e-08,27.62991760794077
1.094055e-08,27.62549711287899
1.10929e-08,27.62159422388907
1.124737e-08,27.61698408631895
1.1404e-08,27.61318164051344
1.15628e-08,27.60884510106842
1.172382e-08,27.60451441537453
1.188708e-08,27.60002986459088
1.205261e-08,27.59594041352059
1.222045e-08,27.59166410370612
1.239062e-08,27.58732025615455
1.256317e-08,27.58229192335929
1.273811e-08,27.57845140547937
1.29155e-08,27.57396059356048
1.309535e-08,27.56943231531414
1.327771e-08,27.56486910542093
1.346261e-08,27.5602742165808
1.365008e-08,27.55587964862719
1.384016e-08,27.5509247504265
1.403289e-08,27.54676104698222
1.42283e-08,27.54211040000716
1.442644e-08,27.5374332623149
1.462733e-08,27.53274828438548
1.483103e-08,27.52802058061504
1.503755e-08,27.52326318890492
1.524696e-08,27.51847639833158
1.545928e-08,27.51366006145835
1.567455e-08,27.5088141704708
1.589283e-08,27.5039388333809
1.611414e-08,27.49900293440375
1.633854e-08,27.49395260209869
1.656606e-08,27.48874296486546
1.679675e-08,27.48416752970024
1.703065e-08,27.47914401393296
1.726781e-08,27.47408784190607
1.750827e-08,27.46899841989173
1.775208e-08,27.46387561207478
1.799929e-08,27.45871968958092
1.824993e-08,27.45354120728662
1.850407e-08,27.44833890767323
1.876175e-08,27.44310478189709
1.902301e-08,27.4378386456838
1.928792e-08,27.4325403140057
1.955651e-08,27.42720959908413
1.982884e-08,27.4218463118232
2.010496e-08,27.41645026104009
2.038493e-08,27.41102125389382
2.06688e-08,27.40555909572338
2.095662e-08,27.4000635906581
2.124845e-08,27.3945345403158
2.154435e-08,27.38897174518736
2.184436e-08,27.38337500428825
2.214855e-08,27.37774411464621
2.245698e-08,27.37207887209576
2.27697e-08,27.36637907095143
2.308678e-08,27.36064450351909
2.340827e-08,27.35487496124222
2.373424e-08,27.34907023384767
2.406475e-08,27.34323010976668
2.439986e-08,27.33735437601539
2.473964e-08,27.33144281808451
2.508415e-08,27.32549522052587
2.543346e-08,27.31951136614945
2.578763e-08,27.31349103661566
2.614673e-08,27.30743401266786
2.651084e-08,27.30134007335678
2.688001e-08,27.295208996628
2.725433e-08,27.28904055955651
2.763385e-08,27.28283453743473
2.801867e-08,27.27659070500576
2.840884e-08,27.27030883539916
2.880444e-08,27.26398870102759
2.920556e-08,27.25763007286715
2.961225e-08,27.25123272102725
3.002462e-08,27.24479641452055
3.044272e-08,27.23741375833037
3.086665e-08,27.23095208302653
3.129648e-08,27.22444814003892
3.17323e-08,27.21790179138956
3.217418e-08,27.21131289583573
3.262222e-08,27.2046813093796
3.307650000000001e-08,27.19800688503009
3.35371e-08,27.19128947287127
3.400412e-08,27.18452891984605
3.447764e-08,27.17772507012883
3.495776e-08,27.17087776477726
3.544456e-08,27.16398684154773
3.593814e-08,27.15705213556592
3.643859e-08,27.1500734787244
3.694601e-08,27.14305069994122
3.746050000000001e-08,27.13598362486741
3.798215e-08,27.12887207656559
3.851107e-08,27.12171587468279
3.904735e-08,27.11451483600633
3.95911e-08,27.1072687746036
4.014242e-08,27.09997750117309
4.070142e-08,27.09264082373985
4.126821e-08,27.08525854741935
4.184289e-08,27.07783047458582
4.242556e-08,27.07035640452997
4.301636e-08,27.06283613402774
4.361538000000001e-08,27.05526945688414
4.422274e-08,27.04765616425546
4.483856e-08,27.03999604496409
4.546295000000001e-08,27.03228888470052
4.609604e-08,27.02453446709948
4.673795e-08,27.01673257295881
4.73888e-08,27.00888298070268
4.80487e-08,27.00098546647428
4.87178e-08,26.9930398039944
4.939622000000001e-08,26.98504576466945
5.008408000000001e-08,26.97700311770142
5.078152e-08,26.96891163020041
5.148867e-08,26.96077106695506
5.220568e-08,26.9525811909036
5.293266e-08,26.9443417630257
5.366977e-08,26.93605254202211
5.441714000000001e-08,26.92771328523905
5.517492e-08,26.9193237477917
5.594326e-08,26.91088368315791
5.672229e-08,26.90239284309939
5.751217e-08,26.8938509779167
5.831305e-08,26.88525783605714
5.912508e-08,26.87661316470197
5.994843e-08,26.86791670938564
6.078323000000001e-08,26.85916821426578
6.162966e-08,26.8503674221788
6.248788e-08,26.84151407470004
6.335805e-08,26.83260791210454
6.424034000000001e-08,26.82364867363937
6.513491000000001e-08,26.81463609708672
6.604194e-08,26.80556991944839
6.696160000000001e-08,26.79644987651771
6.789407e-08,26.78727570326124
6.883951999999999e-08,26.77804713360482
6.979814000000001e-08,26.76876390062145
7.077011000000001e-08,26.75942573652459
7.175561000000001e-08,26.75003237266707
7.275484000000001e-08,26.74058353982898
7.376798e-08,26.73107896784277
7.479523e-08,26.72151838616917
7.583678000000002e-08,26.71190152343958
7.689284000000001e-08,26.70222810766415
7.79636e-08,26.6924978665267
7.904928000000001e-08,26.68271052686234
8.015007e-08,26.67286581541314
8.126619e-08,26.66296345831602
8.239786e-08,26.65300318114634
8.354528000000001e-08,26.64160120890652
8.470868000000001e-08,26.63160568974251
8.588829e-08,26.62154740790679
8.708431000000001e-08,26.61142623789787
8.8297e-08,26.60124205111203
8.952657000000001e-08,26.59099471549306
9.077327e-08,26.58068409603161
9.203732e-08,26.57031005410671
9.331898e-08,26.55987244800376
9.461848000000001e-08,26.54937113245269
9.593608000000001e-08,26.53880595891736
9.727203e-08,26.52817677540656
9.862658000000001e-08,26.51748342654116
1e-07,26.50672575362941
1.013925e-07,26.49590359428553
1.028045e-07,26.48501678415161
1.042361e-07,26.47406515321685
1.056876e-07,26.4630485301827
1.071593e-07,26.45196673906135
1.086516e-07,26.44081960189774
1.101646e-07,26.42960693694699
1.116987e-07,26.41832855987858
1.132541e-07,26.40698428130351
1.148312e-07,26.39557391091768
1.164303e-07,26.38409725574128
1.180517e-07,26.37255411774424
1.196956e-07,26.36094429863146
1.213624e-07,26.34926759464346
1.230524e-07,26.33752380130682
1.24766e-07,26.32571271041851
1.265034e-07,26.3138341133136
1.28265e-07,26.30188779520755
1.300511e-07,26.28987354322134
1.318621e-07,26.27779113874815
1.336984e-07,26.2656403620621
1.355602e-07,26.25342099279464
1.374479e-07,26.24113280585927
1.393619e-07,26.22877557723019
1.413026e-07,26.21634907797184
1.432703e-07,26.20385308058637
1.452654e-07,26.19128735251664
1.472883e-07,26.17865166241825
1.493393e-07,26.16594577626395
1.514189e-07,26.15316945854235
1.535275e-07,26.14032247219451
1.556654e-07,26.12740458036821
1.578331e-07,26.11441554272379
1.60031e-07,26.10135512021604
1.622595e-07,26.08822307143332
1.645191e-07,26.07501915378075
1.668101e-07,26.06174312519158
1.69133e-07,26.0483947411829
1.714882e-07,26.03497375774045
1.738762e-07,26.02147993012905
1.762975e-07,26.00791301232741
1.787526e-07,25.9942727581586
1.812418e-07,25.9805589218234
1.837656e-07,25.96677125569317
1.863246e-07,25.95290951253571
1.889193e-07,25.93897344549781
1.915501e-07,25.92496280597299
1.942175e-07,25.91087734736763
1.96922e-07,25.89671682034193
1.996642e-07,25.88248097708474
2.024447e-07,25.86816956974197
2.052638e-07,25.85378234994565
2.081222e-07,25.83931906988454
2.110203e-07,25.82477948082857
2.139589e-07,25.8101633356964
2.169384e-07,25.7954703856053
2.199593e-07,25.78070038293096
2.230223e-07,25.76585308035611
2.26128e-07,25.75092823045096
2.292769e-07,25.73383919916321
2.324697e-07,25.71888153115426
2.357069e-07,25.70383945115655
2.389893e-07,25.68871294531687
2.423173e-07,25.67350199479862
2.456916e-07,25.6582065762309
2.49113e-07,25.64282666169903
2.52582e-07,25.62736221785931
2.560993e-07,25.61181320687021
2.596656e-07,25.59617958510702
2.632815e-07,25.58046130455053
2.669478e-07,25.56465831197253
2.706652e-07,25.54877054817524
2.744343e-07,25.53279794939194
2.782559e-07,25.51674044612019
2.821308e-07,25.50059796368688
2.860596e-07,25.48437042238633
2.90043e-07,25.46805773640198
2.94082e-07,25.45165981522212
2.981772e-07,25.43517656299309
3.023295e-07,25.41860787791879
3.065395e-07,25.40195365288614
3.108082e-07,25.38521377607249
3.151363e-07,25.36838812998602
3.195248e-07,25.35147659171989
3.239743e-07,25.33447903320601
3.284857e-07,25.31739532146922
3.3306e-07,25.3002253173846
3.37698e-07,25.28296887784666
3.424006e-07,25.26562585379813
3.471687e-07,25.24819609128478
3.520031000000001e-07,25.2306794313843
3.569049e-07,25.21307571015021
3.61875e-07,25.19538475892347
3.669142e-07,25.17760640323309
3.720237e-07,25.15974046454985
3.772042000000001e-07,25.14178675919709
3.82457e-07,25.12374509869593
3.877828e-07,25.10561528942298
3.931829000000001e-07,25.08739713397463
3.986581e-07,25.06909042913801
4.042096e-07,25.05069496760563
4.098384e-07,25.03221053699176
4.155455e-07,25.01363692052759
4.213322e-07,24.99497389676224
4.271994000000001e-07,24.97622123960453
4.331483e-07,24.95737871805255
4.391801e-07,24.9384460965681
4.452959000000001e-07,24.91942313574604
4.514968e-07,24.90030959049675
4.577841000000001e-07,24.88110521167548
4.641589e-07,24.86180974491644
4.706225e-07,24.84242293222016
4.771761000000001e-07,24.82294450990812
4.838210000000001e-07,24.8033742099153
4.905584e-07,24.7837117595632
4.973896e-07,24.76395688077153
5.043159000000001e-07,24.74410929159692
5.113388e-07,24.72416870429752
5.184594e-07,24.70413482630509
5.256791e-07,24.68400736059055
5.329994000000001e-07,24.66378600436102
5.404216000000001e-07,24.64347045000732
5.479472e-07,24.62306038465193
5.555776e-07,24.60255548998819
5.633143000000001e-07,24.58195544186444
5.711586e-07,24.56125991172906
5.791123e-07,24.54046856409326
5.871766e-07,24.51958105877314
5.953533000000001e-07,24.49859704917764
6.036439e-07,24.47751618296693
6.120498e-07,24.45633810167201
6.205729000000001e-07,24.43506244033452
6.292146000000001e-07,24.41368882839673
6.379767e-07,24.3893097776685
6.468608000000001e-07,24.36791055447062
6.558686000000001e-07,24.34640355749932
6.650018000000001e-07,24.32478873145882
6.742622e-07,24.30306600540967
6.836516000000001e-07,24.28123529424271
6.931717e-07,24.2592964971048
7.028244e-07,24.23724949705517
