kgds_p X,kgds_p Y,kcdg_p X,kcdg_p Y,kgmp X,kgmp Y,reff X,reff Y,kcsg_p X,kcsg_p Y
0.0002833096,-0.1332834852637572,0.0002833096,1.896095999404075e-11,0.0002833096,-10.01480034243946,0.0002833096,2695425.349300947,0.0002833096,7.801066620726995e-11
0.0003072113,-0.1328478199740978,0.0003072113,1.876749855881799e-11,0.0003072113,-9.982145162439886,0.0003072113,2677913.0795759,0.0003072113,7.733709790855721e-11
0.0003331295,-0.1324163873650826,0.0003331295,1.857731451315845e-11,0.0003331295,-9.949777539022364,0.0003331295,2660630.006566762,0.0003331295,7.667342172395193e-11
0.0003612343,-0.1319863528670843,0.0003612343,1.838912511375677e-11,0.0003612343,-9.917485564286219,0.0003612343,2643461.50817789,0.0003612343,7.601520915695976e-11
0.0003917101,-0.13155439918496,0.0003917101,1.820147581442085e-11,0.0003917101,-9.885019988551614,0.0003917101,2626275.353010096,0.0003917101,7.535738847800898e-11
0.0004247572,-0.1311211478907134,0.0004247572,1.801464595626956e-11,0.0004247572,-9.852427468490621,0.0004247572,2609097.015240995,0.0004247572,7.470094008558976e-11
0.0004605922,-0.1306900114075006,0.0004605922,1.783009701368495e-11,0.0004605922,-9.819965092960956,0.0004605922,2592061.709101025,0.0004605922,7.40510211998257e-11
0.0004994505,-0.1302646505553709,0.0004994505,1.764935197192929e-11,0.0004994505,-9.787909898224209,0.0004994505,2575312.519132718,0.0004994505,7.341305299531184e-11
0.0005415871,-0.1298346135021978,0.0005415871,1.746796037241144e-11,0.0005415871,-9.755473732121674,0.0005415871,2558437.808014045,0.0005415871,7.277135150083516e-11
0.0005872787,-0.1294060870281313,0.0005872787,1.72885400123953e-11,0.0005872787,-9.72312352050468,0.0005872787,2541681.049361271,0.0005872787,7.213517847179354e-11
0.000636825,-0.1289689064921065,0.000636825,1.710686428168929e-11,0.000636825,-9.690090669707544,0.000636825,2524646.405962171,0.000636825,7.148953048439095e-11
0.0006905514,-0.1285504871743393,0.0006905514,1.693426924511147e-11,0.0006905514,-9.658449724661669,0.0006905514,2508399.942443019,0.0006905514,7.087475947288003e-11
0.0007488104,-0.1281216607403228,0.0007488104,1.675868366508224e-11,0.0007488104,-9.625993844121382,0.0007488104,2491807.672040794,0.0007488104,7.024793144343665e-11
0.0008119845,-0.1276957369252942,0.0008119845,1.658558400547406e-11,0.0008119845,-9.593730698645574,0.0008119845,2475386.11522683,0.0008119845,6.962857578682537e-11
0.0008804884,-0.1272689303044419,0.0008804884,1.641341746903017e-11,0.0008804884,-9.561373713989816,0.0008804884,2458989.018083884,0.0008804884,6.901116442633527e-11
0.0009547716,-0.1268418110859673,0.0009547716,1.62424139433583e-11,0.0009547716,-9.528966169642127,0.0009547716,2442638.623903992,0.0009547716,6.839653342595018e-11
0.001035322,-0.1264135057292271,0.001035322,1.607222502782583e-11,0.001035322,-9.496441758755045,0.001035322,2426301.900915451,0.001035322,6.778344092982422e-11
0.001122668,-0.1259852970757787,0.001122668,1.590335985584945e-11,0.001122668,-9.463897941649154,0.001122668,2410028.101744578,0.001122668,6.717373347497003e-11
0.001217383,-0.1255635685376264,0.001217383,1.573829949495043e-11,0.001217383,-9.431821200153438,0.001217383,2394058.480490156,0.001217383,6.657641758204905e-11
0.001320088,-0.1251369126147947,0.001320088,1.557256895385737e-11,0.001320088,-9.39934328264785,0.001320088,2377960.959263629,0.001320088,6.597532559082826e-11
0.001431459,-0.1247122839502216,0.001431459,1.540887603266983e-11,0.001431459,-9.366993933376445,0.001431459,2361998.563757114,0.001431459,6.538028128364911e-11
0.001552225,-0.1242868047025393,0.001552225,1.524610116372293e-11,0.001552225,-9.334553994242329,0.001552225,2346062.987755594,0.001552225,6.478723824027918e-11
0.00168318,-0.1238611153385246,0.00168318,1.508448860356144e-11,0.00168318,-9.302072365892334,0.00168318,2330178.53276356,0.00168318,6.419709880026581e-11
0.001825183,-0.1234342607253996,0.001825183,1.492367653760106e-11,0.001825183,-9.26947612177025,0.001825183,2314309.953608275,0.001825183,6.360855298782417e-11
0.001979167,-0.1230055865895784,0.001979167,1.476342648522277e-11,0.001979167,-9.236715023914172,0.001979167,2298433.677429705,0.001979167,6.302073197114987e-11
0.002146141,-0.1225860980801778,0.002146141,1.460781297140219e-11,0.002146141,-9.204631838157178,0.002146141,2282955.694888693,0.002146141,6.244863194176863e-11
0.002327202,-0.1221602511098257,0.002327202,1.445105543053672e-11,0.002327202,-9.172036885200932,0.002327202,2267302.191944136,0.002327202,6.187103349602985e-11
0.002523539,-0.1217355462145071,0.002523539,1.429593067023171e-11,0.002523539,-9.139504436465231,0.002523539,2251749.978763463,0.002523539,6.129816096109487e-11
0.00273644,-0.1213116865870184,0.00273644,1.414231643643268e-11,0.00273644,-9.10701209906113,0.00273644,2236287.864184926,0.00273644,6.072958935791343e-11
0.002967302,-0.12088243704141,0.002967302,1.398796849650125e-11,0.002967302,-9.07408108426862,0.002967302,2220689.558594658,0.002967302,6.015700995571954e-11
0.003217642,-0.1204622686253887,0.003217642,1.383806655839374e-11,0.003217642,-9.041823122647875,0.003217642,2205480.028977474,0.003217642,5.95996701881312e-11
0.003489101,-0.1200366875624665,0.003489101,1.368742203260175e-11,0.003489101,-9.00912478699078,0.003489101,2190134.177028756,0.003489101,5.903831440023263e-11
0.003783463,-0.1196126625156622,0.003783463,1.353851138949769e-11,0.003783463,-8.97652174356301,0.003783463,2174904.104938725,0.003783463,5.848217040880384e-11
0.004102658,-0.1191876259439032,0.004102658,1.339042591050952e-11,0.004102658,-8.943816582485999,0.004102658,2159697.617267109,0.004102658,5.792786460732455e-11
0.004448783,-0.1187539568370846,0.004448783,1.324054731589277e-11,0.004448783,-8.910421516221662,0.004448783,2144244.375558577,0.004448783,5.736557263624264e-11
0.004824109,-0.1183389876733871,0.004824109,1.309826921083764e-11,0.004824109,-8.878444386230662,0.004824109,2129515.827703443,0.004824109,5.68305944824278e-11
0.005231099,-0.1179138647181618,0.005231099,1.295366479664299e-11,0.005231099,-8.845660249109846,0.005231099,2114486.694243538,0.005231099,5.628566251529347e-11
0.005672426,-0.1174859676843572,0.005672426,1.280929047030616e-11,0.005672426,-8.812637779208217,0.005672426,2099420.590016433,0.005672426,5.574037146200567e-11
0.006150986,-0.1170647739644032,0.006150986,1.266832068372579e-11,0.006150986,-8.780109551545378,0.006150986,2084650.301643193,0.006150986,5.520674443030028e-11
0.00666992,-0.1166389732960904,0.00666992,1.252695896046641e-11,0.00666992,-8.747201444204167,0.00666992,2069779.097129084,0.00666992,5.467043812989969e-11
0.007232634,-0.1162094878900689,0.007232634,1.238554000141507e-11,0.007232634,-8.713984134820301,0.007232634,2054841.082840859,0.007232634,5.413270500689265e-11
0.007842821999999999,-0.1157902566283337,0.007842821999999999,1.224861856377412e-11,0.007842821999999999,-8.681537491040347,0.007842821999999999,2040319.463370537,0.007842821999999999,5.361090782201517e-11
0.008504489,-0.1153643508217529,0.008504489,1.211065037874797e-11,0.008504489,-8.648550279566386,0.008504489,2025627.573286664,0.008504489,5.308395234481748e-11
0.009221979,-0.1149400424649181,0.009221979,1.197432850753135e-11,0.009221979,-8.615663460142851,0.009221979,2011051.799295513,0.009221979,5.25621201737943e-11
0.01,-0.1145123801374824,0.01,1.18380647052814e-11,0.01,-8.582492986292458,0.01,1996422.608734156,0.01,5.20393425066993e-11
