kgmp X,kgmp Y
3.044272e-08,-25.82864699371051
3.086665e-08,-25.82031394393895
3.129648e-08,-25.81193592960129
3.17323e-08,-25.80351274726238
3.217418e-08,-25.79504419279313
3.262222e-08,-25.78653006207139
3.307650000000001e-08,-25.7779701507144
3.35371e-08,-25.76936425420001
3.400412e-08,-25.76071216761673
3.447764e-08,-25.75201368616217
3.495776e-08,-25.74326860471263
3.544456e-08,-25.73447671759889
3.593814e-08,-25.72563781946595
3.643859e-08,-25.71675170450302
3.694601e-08,-25.70781816676692
3.746050000000001e-08,-25.69883699979793
3.798215e-08,-25.68980799746547
3.851107e-08,-25.68073095289454
3.904735e-08,-25.67160565914465
3.95911e-08,-25.66243190935385
4.014242e-08,-25.65320949587998
4.070142e-08,-25.6439382111398
4.126821e-08,-25.63461784726399
4.184289e-08,-25.62524819625916
4.242556e-08,-25.61582904952154
4.301636e-08,-25.60636019849638
4.361538000000001e-08,-25.59684143404067
4.422274e-08,-25.58727254676349
4.483856e-08,-25.57765332735215
4.546295000000001e-08,-25.5679835654973
4.609604e-08,-25.55826305116877
4.673795e-08,-25.54849157355667
4.73888e-08,-25.53866892157204
4.80487e-08,-25.52879488387796
4.87178e-08,-25.51886924862731
4.939622000000001e-08,-25.50889180350894
5.008408000000001e-08,-25.49886233579527
5.078152e-08,-25.48878063238975
5.148867e-08,-25.47864647944725
5.220568e-08,-25.46845966286478
5.293266e-08,-25.45821996804935
5.366977e-08,-25.44792717942167
5.441714000000001e-08,-25.43758108146463
5.517492e-08,-25.42718145753394
5.594326e-08,-25.41672809049316
5.672229e-08,-25.40622076251342
5.751217e-08,-25.39565925528483
5.831305e-08,-25.38504334942702
5.912508e-08,-25.37437282511087
5.994843e-08,-25.36364746148172
6.078323000000001e-08,-25.35286703688676
6.162966e-08,-25.3420313288375
6.248788e-08,-25.33114011397635
6.335805e-08,-25.32019316792092
6.424034000000001e-08,-25.30919026549126
6.513491000000001e-08,-25.29813118006495
6.604194e-08,-25.28701568430964
6.696160000000001e-08,-25.27584354954869
6.789407e-08,-25.2646145461198
6.883951999999999e-08,-25.25332844300423
6.979814000000001e-08,-25.24198500794659
7.077011000000001e-08,-25.23058400733678
7.175561000000001e-08,-25.21912520609894
7.275484000000001e-08,-25.20760836793115
7.376798e-08,-25.1960332547377
7.479523e-08,-25.1843996272188
7.583678000000002e-08,-25.17270724420093
7.689284000000001e-08,-25.16095586277835
7.79636e-08,-25.149145238557
7.904928000000001e-08,-25.13727512490691
8.015007e-08,-25.1253452737642
8.126619e-08,-25.11335543489387
8.239786e-08,-25.10130535582748
8.354528000000001e-08,-25.08919478243416
8.470868000000001e-08,-25.07702345779528
8.588829e-08,-25.06479112330586
8.708431000000001e-08,-25.0524975176709
8.8297e-08,-25.04014237727261
8.952657000000001e-08,-25.02772543571323
9.077327e-08,-25.01524642437784
9.203732e-08,-25.00270507158394
9.331898e-08,-24.99010110314489
9.461848000000001e-08,-24.97743424173868
9.593608000000001e-08,-24.96470420717393
9.727203e-08,-24.95191071606866
9.862658000000001e-08,-24.9390534818281
1e-07,-24.92613221462179
1.013925e-07,-24.91314662080379
1.028045e-07,-24.90009640484542
1.042361e-07,-24.88698126478006
1.056876e-07,-24.87380089728709
1.071593e-07,-24.86055499345743
1.086516e-07,-24.84724324188339
1.101646e-07,-24.83386532630263
1.116987e-07,-24.82042092685278
1.132541e-07,-24.80690971693394
1.148312e-07,-24.79333136794808
1.164303e-07,-24.77968554699077
1.180517e-07,-24.7659719138171
1.196956e-07,-24.75219012631163
1.213624e-07,-24.7383398340862
1.230524e-07,-24.72442068389005
1.24766e-07,-24.71043231579337
1.265034e-07,-24.69637436681732
1.28265e-07,-24.68224646398952
1.300511e-07,-24.66804823358933
1.318621e-07,-24.65377929186318
1.336984e-07,-24.63943925021677
1.355602e-07,-24.62502771550961
1.374479e-07,-24.61054428498151
1.393619e-07,-24.59598855279858
1.413026e-07,-24.58136010274447
1.432703e-07,-24.56665851542281
1.452654e-07,-24.55188336033327
1.472883e-07,-24.53703420297398
1.493393e-07,-24.52211059997925
1.514189e-07,-24.50711210024973
1.535275e-07,-24.49203824459745
1.556654e-07,-24.47688856752142
1.578331e-07,-24.46166259259237
1.60031e-07,-24.44635983777867
1.622595e-07,-24.43097981087116
1.645191e-07,-24.41552201059055
1.668101e-07,-24.39998592830871
1.69133e-07,-24.3843710443223
1.714882e-07,-24.36867683094976
1.738762e-07,-24.35290275086096
1.762975e-07,-24.33704825614043
1.787526e-07,-24.32111278933468
1.812418e-07,-24.30509578380122
1.837656e-07,-24.28899666085966
1.863246e-07,-24.27281483212354
1.889193e-07,-24.25654969921217
1.915501e-07,-24.24020065099851
1.942175e-07,-24.22376706774315
1.96922e-07,-24.2072483152828
1.996642e-07,-24.19064374976323
2.024447e-07,-24.173952715553
2.052638e-07,-24.15717454444556
2.081222e-07,-24.14030855666277
2.110203e-07,-24.12335405889253
2.139589e-07,-24.10631034704481
2.169384e-07,-24.08917670199473
2.199593e-07,-24.07195239292051
2.230223e-07,-24.05463667596892
2.26128e-07,-24.03722879354438
2.292769e-07,-24.01972797363372
2.324697e-07,-24.00213343190883
2.357069e-07,-23.98444436882623
2.389893e-07,-23.96665997118915
2.423173e-07,-23.94877941095715
2.456916e-07,-23.93080184570776
2.49113e-07,-23.91272641855094
2.52582e-07,-23.89455225700613
2.560993e-07,-23.87627847400653
2.596656e-07,-23.85790416629175
2.632815e-07,-23.83942841593552
2.669478e-07,-23.8208502892791
2.706652e-07,-23.80216883592092
2.744343e-07,-23.78338309024243
2.782559e-07,-23.76449206991084
2.821308e-07,-23.74549477641367
2.860596e-07,-23.72639019508901
2.90043e-07,-23.70717729372072
2.94082e-07,-23.68785502406644
2.981772e-07,-23.66842232095861
3.023295e-07,-23.64887810145545
3.065395e-07,-23.62922126543832
3.108082e-07,-23.60945069618969
3.151363e-07,-23.58956525912392
3.195248e-07,-23.56956380195095
3.239743e-07,-23.54944515484444
3.284857e-07,-23.52920813061404
3.3306e-07,-23.50885152311012
3.37698e-07,-23.4883741096752
3.424006e-07,-23.46777464869536
3.471687e-07,-23.44705188074488
3.520031000000001e-07,-23.42620452840529
3.569049e-07,-23.40523129610923
3.61875e-07,-23.38413087043271
3.669142e-07,-23.3629019187131
3.720237e-07,-23.34154309108164
3.772042000000001e-07,-23.32005301911754
3.82457e-07,-23.29843031622361
3.877828e-07,-23.27667357719361
3.931829000000001e-07,-23.25478137984068
3.986581e-07,-23.23275228256742
4.042096e-07,-23.21058482644556
4.098384e-07,-23.18827753406875
4.155455e-07,-23.16582891044223
4.213322e-07,-23.14323744269272
4.271994000000001e-07,-23.12050160020499
4.331483e-07,-23.09761983439796
4.391801e-07,-23.07459057930056
4.452959000000001e-07,-23.05141225251133
4.514968e-07,-23.02808325314722
4.577841000000001e-07,-23.00460196400844
4.641589e-07,-22.98096675035677
4.706225e-07,-22.95717596208234
4.771761000000001e-07,-22.93322793144216
4.838210000000001e-07,-22.90912097490779
4.905584e-07,-22.88485339317667
4.973896e-07,-22.86042347050758
5.043159000000001e-07,-22.83582947695326
5.113388e-07,-22.81106966632276
5.184594e-07,-22.78614227775745
5.256791e-07,-22.7610455365902
5.329994000000001e-07,-22.735777653146
5.404216000000001e-07,-22.71033682436882
5.479472e-07,-22.68472123372779
5.555776e-07,-22.6589290515099
5.633143000000001e-07,-22.63295843481034
5.711586e-07,-22.60680752989604
5.791123e-07,-22.58047446957015
5.871766e-07,-22.55395737659019
5.953533000000001e-07,-22.52725436211426
6.036439e-07,-22.50036352716926
6.120498e-07,-22.47328296282557
6.205729000000001e-07,-22.44601075041582
6.292146000000001e-07,-22.41854496338122
6.379767e-07,-22.39088366626363
6.468608000000001e-07,-22.36302491598045
6.558686000000001e-07,-22.3349667624807
6.650018000000001e-07,-22.30670724943052
6.742622e-07,-22.27824441370156
6.836516000000001e-07,-22.24957628828332
6.931717e-07,-22.220700901207
7.028244e-07,-22.19161627607173
7.126115000000001e-07,-22.16232043380048
7.225349e-07,-22.13281139290484
7.325965e-07,-22.10308717038724
7.427982e-07,-22.07314578149827
7.531420000000001e-07,-22.04298524246903
7.636298000000001e-07,-22.01260356915698
7.742637e-07,-21.981998778961
7.850456e-07,-21.95116889215391
7.959777000000001e-07,-21.92011193124426
8.070620000000001e-07,-21.888825922957
8.183007000000001e-07,-21.85730889880393
8.296959000000001e-07,-21.8255588959736
8.412497e-07,-21.79357395797474
8.529645000000001e-07,-21.7613521358678
8.648423000000001e-07,-21.72889148896964
8.768856e-07,-21.69619008586605
8.890966e-07,-21.66324600545152
9.014776000000001e-07,-21.6300573377274
9.140311000000001e-07,-21.59662218490035
9.267593000000001e-07,-21.56293866224204
9.396648000000001e-07,-21.52900489898077
9.527500000000001e-07,-21.49481904000809
9.660175000000001e-07,-21.46037924551579
9.794697000000001e-07,-21.42568369405577
9.931092e-07,-21.39073058146281
1e-06,-21.37315688134879
1.006939e-06,-21.35551812445324
1.020961e-06,-21.32004455583128
1.035178e-06,-21.28430813322537
1.049593e-06,-21.24830713909314
1.064209e-06,-21.21203987658683
1.079029e-06,-21.17550466957522
1.094055e-06,-21.13869987738332
1.10929e-06,-21.10162387506959
1.124737e-06,-21.0642750754995
1.1404e-06,-21.02665191232441
1.15628e-06,-20.98875285698704
1.172382e-06,-20.95057640677493
1.188708e-06,-20.912121092185
1.205261e-06,-20.87338548173617
1.222045e-06,-20.83436817275506
1.239062e-06,-20.79506780330316
1.256317e-06,-20.75548304540898
1.273811e-06,-20.71561260771434
1.29155e-06,-20.67545524259565
1.309535e-06,-20.63500974185825
1.327771e-06,-20.59427493488935
1.346261e-06,-20.55324969800504
1.365008e-06,-20.51193294811159
1.384016e-06,-20.47032365195131
1.403289e-06,-20.42842081770309
1.42283e-06,-20.38622350204492
1.442644e-06,-20.34373080844275
1.462733e-06,-20.30094189193539
1.483103e-06,-20.25785595745721
1.503755e-06,-20.21447226037996
1.524696e-06,-20.17079010916765
1.545928e-06,-20.12680886797866
1.567455e-06,-20.0825279510128
1.589283e-06,-20.03794683139786
1.611414e-06,-19.99306504167373
1.633854e-06,-19.94788216427272
1.656606e-06,-19.90239784835336
1.679675e-06,-19.85661179828199
1.703065e-06,-19.81052378032228
1.726781e-06,-19.76413362129314
1.750827e-06,-19.71744121313442
1.775208e-06,-19.67044650963855
1.799929e-06,-19.62314952908677
1.824993e-06,-19.5755503549235
1.850407e-06,-19.52764913644194
1.876175e-06,-19.47944609320927
1.902301e-06,-19.43094150453422
1.928792e-06,-19.38213572881775
1.955651e-06,-19.3330291856366
1.982884e-06,-19.28362236939976
2.010496e-06,-19.23391584269082
2.038493e-06,-19.18391024062346
2.06688e-06,-19.1336062697316
2.095662e-06,-19.08300471394554
2.124845e-06,-19.03210642294012
2.154435e-06,-18.98091232518801
2.184436e-06,-18.92942342503464
2.214855e-06,-18.8776407982356
2.245698e-06,-18.82556559950305
2.27697e-06,-18.77319905969848
2.308678e-06,-18.72054248152346
2.340827e-06,-18.66759725020131
2.373424e-06,-18.61436482575406
2.406475e-06,-18.56084674695943
2.439986e-06,-18.50704463032308
2.473964e-06,-18.45296016910954
2.508415e-06,-18.39859513871225
2.543346e-06,-18.3439513892893
2.578763e-06,-18.28903085112951
2.614673e-06,-18.23383553668014
2.651084e-06,-18.17836753335791
2.688001e-06,-18.12262900875837
2.725433e-06,-18.06662221260154
2.763385e-06,-18.01034946822611
2.801867e-06,-17.9538131835399
2.840884e-06,-17.89701584107405
2.880444e-06,-17.83996000578357
2.920556e-06,-17.78264831817602
2.961225e-06,-17.72508349906279
3.002462e-06,-17.66726834704134
3.044272e-06,-17.60920573746585
3.086665e-06,-17.55089862418117
3.129648e-06,-17.49235003569628
3.17323e-06,-17.43356308093458
3.217418e-06,-17.37454094131402
3.262222e-06,-17.31528687508393
3.30765e-06,-17.25580421484454
3.35371e-06,-17.19609636773794
3.400412e-06,-17.13616681301725
3.447764e-06,-17.07601910475603
3.495776e-06,-17.0156568680761
3.544456e-06,-16.95508379677332
3.593814e-06,-16.89430365837137
3.643859e-06,-16.83332028787988
3.694601e-06,-16.77213758905537
3.74605e-06,-16.71075953075711
3.798215e-06,-16.64919015166723
3.851106999999999e-06,-16.58743355184757
3.904735e-06,-16.52549389622886
3.95911e-06,-16.46337541437648
4.014242e-06,-16.40108239342521
4.070141999999999e-06,-16.33861918248541
4.126820999999999e-06,-16.27599018896532
4.184289e-06,-16.21319987828272
4.242556e-06,-16.15025276918426
4.301636e-06,-16.08715343669671
4.361538e-06,-16.02390650636059
4.422274e-06,-15.96051665495634
4.483856e-06,-15.89698861105555
4.546295e-06,-15.83332714627607
4.609604e-06,-15.76953708203508
4.673795e-06,-15.70562328084766
4.73888e-06,-15.64159064787092
4.80487e-06,-15.57744412929965
4.87178e-06,-15.51318870881622
4.939621999999999e-06,-15.44882940602744
5.008408e-06,-15.3843712748622
5.078152e-06,-15.31981940192618
5.148867e-06,-15.25517890209113
5.220568e-06,-15.19045491962601
5.293266e-06,-15.12565262465191
5.366977e-06,-15.0607772079375
5.441714e-06,-14.99583388541389
5.517492e-06,-14.9308278885367
5.594325999999999e-06,-14.8657644661362
5.672229e-06,-14.80064888097026
5.751216999999999e-06,-14.73548640881759
5.831305e-06,-14.67028233260397
5.912508e-06,-14.6050419439825
5.994843e-06,-14.53977053751934
6.078322999999999e-06,-14.47447340980731
6.162966e-06,-14.40915585693085
6.248788e-06,-14.34382317194151
6.335804999999999e-06,-14.27848064159764
6.424033999999999e-06,-14.213133545382
6.513491e-06,-14.14778714932732
6.604194e-06,-14.08244670802304
6.696159999999999e-06,-14.0171174585073
6.789407e-06,-13.95180462003126
6.883951999999999e-06,-13.88651338953748
6.979814e-06,-13.82124894002641
7.077010999999999e-06,-13.75601641753889
7.175561e-06,-13.69082093820157
7.275484e-06,-13.62566758728028
7.376798e-06,-13.56056141365918
7.479523e-06,-13.49550743089688
7.583678e-06,-13.43051061119506
7.689283999999999e-06,-13.36557588398022
7.796359999999999e-06,-13.30070813503786
7.904927999999999e-06,-13.23591220021563
8.015006999999999e-06,-13.17119286767917
8.126619e-06,-13.10655487175798
8.239786e-06,-13.04200289056758
8.354527999999999e-06,-12.97754154703492
8.470868e-06,-12.9131754008942
8.588829000000001e-06,-12.84890895260649
8.708430999999999e-06,-12.78474663613876
8.829700000000001e-06,-12.72069281907054
8.952657000000001e-06,-12.65675179843362
9.077326999999999e-06,-12.59292780188927
9.203732000000001e-06,-12.52922498167707
9.331898000000001e-06,-12.46564741589919
9.461847999999999e-06,-12.40219910376972
9.593607999999999e-06,-12.33888396549643
9.727202999999999e-06,-12.27570583927217
9.862658e-06,-12.21266847984867
9.999999999999999e-06,-12.1497755571723
1.013925e-05,-12.08703065239998
1.028045e-05,-12.02443726611208
1.042361e-05,-11.96199879540038
1.056876e-05,-11.89971855737017
1.071593e-05,-11.83759976809119
1.086516e-05,-11.77564555647761
1.101646e-05,-11.71385895252489
1.116987e-05,-11.65224289260328
1.132541e-05,-11.59080020466098
1.148312e-05,-11.52953362957232
1.164303e-05,-11.46844581012559
1.180517e-05,-11.40753927736814
1.196956e-05,-11.34681647498871
1.213624e-05,-11.28627973093833
1.230524e-05,-11.22593128148669
1.24766e-05,-11.16577325469898
1.265034e-05,-11.1058076864248
1.28265e-05,-11.04603649105424
1.300511e-05,-10.98646150145011
1.318621e-05,-10.92708443024467
1.336984e-05,-10.86790689263562
1.355602e-05,-10.80893040822298
1.374479e-05,-10.75015638117141
1.393619e-05,-10.69158612804605
1.413026e-05,-10.63322084933909
1.432703e-05,-10.57506165972034
1.452654e-05,-10.51710955782125
1.472883e-05,-10.45936545587127
1.493393e-05,-10.40183016204398
1.514189e-05,-10.34450438665089
1.535275e-05,-10.28738874256724
1.556654e-05,-10.23048375375993
1.578331e-05,-10.17378983983335
1.60031e-05,-10.117307338068
1.622595e-05,-10.06103648841193
1.645191e-05,-10.00497743992666
1.668101e-05,-9.949130259266804
1.69133e-05,-9.893494919553021
1.714882e-05,-9.838071313986781
1.738762e-05,-9.782859252307215
1.762975e-05,-9.727858460134273
1.787526e-05,-9.673068585310345
1.812418e-05,-9.618489201708764
1.837656e-05,-9.564119802257309
1.863246e-05,-9.509959809764071
1.889193e-05,-9.456008578690112
1.915501e-05,-9.402265388929321
1.942175e-05,-9.348729462421959
1.96922e-05,-9.295399947084821
1.996642e-05,-9.242275935348401
2.024447e-05,-9.189356460347541
2.052638e-05,-9.136640496504144
2.081222e-05,-9.084126965821948
2.110203e-05,-9.03181473489342
2.139589e-05,-8.979702626583824
2.169384e-05,-8.927789410088119
2.199593e-05,-8.876073814371015
2.230223e-05,-8.824554527194456
2.26128e-05,-8.773230196168623
2.292769e-05,-8.722099429989512
2.324697e-05,-8.671160807753603
2.357069e-05,-8.620412873615663
2.389893e-05,-8.569854144488492
2.423173e-05,-8.519483109736138
2.456916e-05,-8.4692982355946
2.49113e-05,-8.41929796796301
2.52582e-05,-8.369480732324554
2.560993e-05,-8.319844939531563
2.596656e-05,-8.270388984382638
2.632815e-05,-8.221111252699918
2.669478e-05,-8.172010121291448
2.706652e-05,-8.12308395814968
2.744343e-05,-8.074331129276134
2.782559e-05,-8.025749997478435
2.821308e-05,-7.977338926458695
2.860596e-05,-7.929096283485334
2.90043e-05,-7.881020438406273
2.94082e-05,-7.833109770018755
2.981772e-05,-7.785362666209338
3.023295e-05,-7.737777524259957
3.065395e-05,-7.690352754653279
3.108082e-05,-7.643086784669935
3.151363e-05,-7.595978057468147
3.195248e-05,-7.54902503459153
3.239743e-05,-7.502226198378274
3.284857e-05,-7.455580054271223
3.3306e-05,-7.409085128998921
3.37698e-05,-7.362739977985376
3.424005999999999e-05,-7.316543181428068
3.471687e-05,-7.270493348537804
3.520031e-05,-7.224589118643492
3.569048999999999e-05,-7.178829162286161
3.61875e-05,-7.133212183206976
3.669142e-05,-7.087736916644727
3.720237e-05,-7.042402134922911
3.772041999999999e-05,-6.997206645638332
3.82457e-05,-6.952149293494593
3.877828e-05,-6.907228960344479
3.931829e-05,-6.862444569395436
3.986581e-05,-6.817795080961044
4.042096e-05,-6.773279497418523
4.098384e-05,-6.728896861463627
4.155455e-05,-6.684646258410343
4.213322e-05,-6.640526816022849
4.271994e-05,-6.596537705125562
4.331483e-05,-6.552678139437161
4.391801e-05,-6.508947376868366
4.452958999999999e-05,-6.465344721405574
4.514968e-05,-6.421869519242486
4.577841e-05,-6.378521162806655
4.641589e-05,-6.335299088332659
4.706224999999999e-05,-6.292202779608058
4.771761e-05,-6.249231763529225
4.83821e-05,-6.206385613100772
4.905584e-05,-6.16366394697276
4.973896e-05,-6.121066427752285
5.043159e-05,-6.07859276531105
5.113387999999999e-05,-6.036242712552193
5.184593999999999e-05,-5.994016067428031
5.256791e-05,-5.95191267356032
5.329994e-05,-5.909932417335041
5.404216e-05,-5.868075229702026
5.479471999999999e-05,-5.826341084993993
5.555776e-05,-5.784730000341176
5.633143e-05,-5.743242034549825
5.711586e-05,-5.70187729068824
5.791123e-05,-5.660635910636084
5.871766e-05,-5.619518079199968
5.953533e-05,-5.578524020296888
6.036439e-05,-5.537653997835447
6.120497999999999e-05,-5.496908314512633
6.205729e-05,-5.456287310649865
