kgmp X,kgmp Y,kgds X,kgds Y,ids X,ids Y,kcds X,kcds Y,kcgd X,kcgd Y,rds X,rds Y,kcgs X,kcgs Y
201.7836,-15.64580322140287,201.7836,-0.2709746841551345,201.7836,-0.0002936814418688662,201.7836,-3.381754498504834e-13,201.7836,2.657751425111668e-10,201.7836,12565.93409191594,201.7836,4.965482804939209e-10
210.6074,-15.64580322139864,210.6074,-0.2709746841550792,210.6074,-0.0003065238647882392,210.6074,-3.381754498502788e-13,210.6074,2.657751425108868e-10,210.6074,12039.45945642195,210.6074,4.96548280493558e-10
219.8171,-15.64580322139441,219.8171,-0.2709746841550252,219.8171,-0.0003199278752066095,219.8171,-3.381754498500217e-13,219.8171,2.657751425106053e-10,219.8171,11535.04251594599,219.8171,4.965482804931924e-10
229.4295,-15.64580322139047,229.4295,-0.2709746841549744,229.4295,-0.0003339180308356041,229.4295,-3.381754498496914e-13,229.4295,2.657751425103442e-10,229.4295,11051.75911977649,229.4295,4.965482804928535e-10
239.4622,-15.64580322138673,239.4622,-0.2709746841549256,239.4622,-0.0003485199632733329,239.4622,-3.381754498494476e-13,239.4622,2.657751425100955e-10,239.4622,10588.72383632043,239.4622,4.965482804925311e-10
249.9337,-15.64580322138313,249.9337,-0.2709746841548789,249.9337,-0.0003637604249644179,249.9337,-3.38175449849304e-13,249.9337,2.657751425098561e-10,249.9337,10145.08833089108,249.9337,4.965482804922205e-10
260.863,-15.6458032213797,260.863,-0.2709746841548343,260.863,-0.0003796673382136001,260.863,-3.381754498489013e-13,260.863,2.657751425096294e-10,260.863,9720.039811459637,260.863,4.965482804919269e-10
272.2704,-15.64580322137628,272.2704,-0.2709746841547906,272.2704,-0.0003962698463426868,272.2704,-3.381754498487835e-13,272.2704,2.657751425094022e-10,272.2704,9312.799539524702,272.2704,4.965482804916316e-10
284.1765,-15.64580322137321,284.1765,-0.27097468415475,284.1765,-0.0004135983670844479,284.1765,-3.381754498485637e-13,284.1765,2.657751425091981e-10,284.1765,8922.621403374049,284.1765,4.965482804913671e-10
296.6033,-15.64580322137007,296.6033,-0.2709746841547102,296.6033,-0.0004316846483115739,296.6033,-3.381754498483426e-13,296.6033,2.657751425089899e-10,296.6033,8548.790551118265,296.6033,4.965482804910968e-10
309.5735,-15.64580322136723,309.5735,-0.2709746841546727,309.5735,-0.0004505618262023375,309.5735,-3.38175449848207e-13,309.5735,2.65775142508801e-10,309.5735,8190.622081001672,309.5735,4.965482804908523e-10
323.1108,-15.64580322136447,323.1108,-0.2709746841546366,323.1108,-0.0004702644859500758,323.1108,-3.381754498480629e-13,323.1108,2.657751425086184e-10,323.1108,7847.459786579704,323.1108,4.965482804906153e-10
337.2402,-15.64580322136181,337.2402,-0.270974684154602,337.2402,-0.0004908287251272178,337.2402,-3.381754498477433e-13,337.2402,2.657751425084413e-10,337.2402,7518.674954473698,337.2402,4.965482804903859e-10
351.9874,-15.64580322135923,351.9874,-0.2709746841545687,351.9874,-0.0005122922198202749,351.9874,-3.38175449847663e-13,351.9874,2.657751425082703e-10,351.9874,7203.665212494152,351.9874,4.965482804901639e-10
367.3795,-15.64580322135674,367.3795,-0.2709746841545368,367.3795,-0.0005346942936568278,367.3795,-3.381754498474547e-13,367.3795,2.657751425081053e-10,367.3795,6901.853426024553,367.3795,4.9654828048995e-10
383.4446,-15.6458032213543,383.4446,-0.2709746841545058,383.4446,-0.0005580759898510122,383.4446,-3.381754498473372e-13,383.4446,2.657751425079428e-10,383.4446,6612.686640643306,383.4446,4.965482804897388e-10
400.2123,-15.64580322135211,400.2123,-0.270974684154477,400.2123,-0.0005824801463994247,400.2123,-3.381754498472477e-13,400.2123,2.657751425077982e-10,400.2123,6335.635069047246,400.2123,4.965482804895513e-10
417.7132,-15.6458032213499,417.7132,-0.2709746841544486,417.7132,-0.0006079514745654537,417.7132,-3.381754498470961e-13,417.7132,2.657751425076513e-10,417.7132,6070.191120418181,417.7132,4.965482804893608e-10
435.9795,-15.64580322134777,435.9795,-0.2709746841544216,435.9795,-0.0006345366407953985,435.9795,-3.381754498468691e-13,435.9795,2.6577514250751e-10,435.9795,5815.868470458682,435.9795,4.965482804891771e-10
455.0445,-15.64580322134579,455.0445,-0.2709746841543958,455.0445,-0.0006622843522169052,455.0445,-3.381754498467349e-13,455.0445,2.657751425073783e-10,455.0445,5572.20117038857,455.0445,4.965482804890064e-10
474.9431,-15.64580322134405,474.9431,-0.2709746841543719,474.9431,-0.0006912454458761051,474.9431,-3.381754498466439e-13,474.9431,2.657751425072623e-10,474.9431,5338.742793272369,474.9431,4.965482804888566e-10
495.712,-15.64580322134209,495.712,-0.2709746841543477,495.712,-0.0007214729818771068,495.712,-3.381754498465e-13,495.712,2.65775142507133e-10,495.712,5115.065616112479,495.712,4.965482804886885e-10
517.389,-15.64580322134039,517.389,-0.2709746841543254,517.389,-0.0007530223405940665,517.389,-3.381754498463867e-13,517.389,2.657751425070194e-10,517.389,4900.759836212373,517.389,4.965482804885412e-10
540.0139,-15.64580322133878,540.0139,-0.270974684154304,540.0139,-0.0007859513241347395,540.0139,-3.381754498462374e-13,540.0139,2.657751425069135e-10,540.0139,4695.432820368485,540.0139,4.965482804884042e-10
563.6283,-15.64580322133711,563.6283,-0.2709746841542828,563.6283,-0.0008203202622406124,563.6283,-3.38175449846129e-13,563.6283,2.657751425068017e-10,563.6283,4498.708385520982,563.6283,4.96548280488259e-10
588.2752,-15.64580322133562,588.2752,-0.2709746841542633,588.2752,-0.0008561921228179146,588.2752,-3.381754498459704e-13,588.2752,2.657751425067033e-10,588.2752,4310.226109543068,588.2752,4.965482804881315e-10
614,-15.64580322133409,614,-0.2709746841542439,614,-0.0008936326273023797,614,-3.381754498459819e-13,614,2.657751425066019e-10,614,4129.640670904493,614,4.965482804879997e-10
640.8496,-15.64580322133263,640.8496,-0.2709746841542255,640.8496,-0.0009327103710684033,640.8496,-3.381754498458136e-13,640.8496,2.657751425065053e-10,640.8496,3956.621216003128,640.8496,4.96548280487874e-10
668.8733999999999,-15.6458032213313,668.8733999999999,-0.2709746841542078,668.8733999999999,-0.0009734969491038581,668.8733999999999,-3.381754498457566e-13,668.8733999999999,2.657751425064165e-10,668.8733999999999,3790.850753002128,668.8733999999999,4.96548280487759e-10
698.1226,-15.64580322133,698.1226,-0.2709746841541912,698.1226,-0.001016067087180497,698.1226,-3.381754498456913e-13,698.1226,2.657751425063304e-10,698.1226,3632.025571063788,698.1226,4.965482804876475e-10
728.6509,-15.64580322132882,728.6509,-0.2709746841541755,728.6509,-0.001060498778760208,728.6509,-3.38175449845606e-13,728.6509,2.657751425062518e-10,728.6509,3479.85468391616,728.6509,4.965482804875456e-10
760.5141,-15.64580322132767,760.5141,-0.2709746841541602,760.5141,-0.001106873427888225,760.5141,-3.381754498455802e-13,760.5141,2.657751425061758e-10,760.5141,3334.059296731939,760.5141,4.965482804874473e-10
793.7707,-15.64580322132649,793.7707,-0.2709746841541453,793.7707,-0.001155275998334806,793.7707,-3.381754498454065e-13,793.7707,2.657751425060978e-10,793.7707,3194.372295343915,793.7707,4.965482804873458e-10
828.4816,-15.64580322132536,828.4816,-0.2709746841541309,828.4816,-0.001205795169258729,828.4816,-3.381754498454317e-13,828.4816,2.657751425060219e-10,828.4816,3060.537756860787,828.4816,4.965482804872473e-10
864.7103,-15.64580322132439,864.7103,-0.2709746841541178,864.7103,-0.001258523497677877,864.7103,-3.381754498453701e-13,864.7103,2.657751425059581e-10,864.7103,2932.31048078645,864.7103,4.965482804871649e-10
902.5232999999999,-15.64580322132331,902.5232999999999,-0.2709746841541043,902.5232999999999,-0.001313557588044666,902.5232999999999,-3.3817544984521e-13,902.5232999999999,2.657751425058865e-10,902.5232999999999,2809.455539783732,902.5232999999999,4.965482804870714e-10
941.9899,-15.64580322132242,941.9899,-0.2709746841540924,941.9899,-0.001370998269236342,941.9899,-3.381754498452646e-13,941.9899,2.657751425058277e-10,941.9899,2691.747849260803,941.9899,4.965482804869958e-10
983.1822,-15.64580322132143,983.1822,-0.27097468415408,983.1822,-0.001430950779285654,983.1822,-3.38175449845052e-13,983.1822,2.657751425057614e-10,983.1822,2578.971754989122,983.1822,4.965482804869093e-10
1000,-15.64580322132108,1000,-0.2709746841540757,1000,-0.001455427819450264,1000,-3.381754498451039e-13,1000,2.657751425057386e-10,1000,2535.599219170721,1000,4.965482804868797e-10
1026.176,-15.6458032213206,1026.176,-0.270974684154069,1026.176,-0.001493524958188812,1026.176,-3.38175449845115e-13,1026.176,2.65775142505706e-10,1026.176,2470.920638000472,1026.176,4.965482804868376e-10
1071.05,-15.6458032213198,1071.05,-0.2709746841540583,1071.05,-0.001558835449145508,1071.05,-3.38175449845006e-13,1071.05,2.657751425056536e-10,1071.05,2367.396536036303,1071.05,4.965482804867701e-10
1117.886,-15.64580322131886,1117.886,-0.2709746841540472,1117.886,-0.001627001908598553,1117.886,-3.38175449844934e-13,1117.886,2.657751425055911e-10,1117.886,2268.20978085797,1117.886,4.965482804866881e-10
1166.77,-15.64580322131813,1166.77,-0.2709746841540375,1166.77,-0.001698149225458181,1166.77,-3.381754498448537e-13,1166.77,2.657751425055423e-10,1166.77,2173.178650752702,1166.77,4.965482804866251e-10
1217.792,-15.64580322131739,1217.792,-0.2709746841540276,1217.792,-0.001772407749913546,1217.792,-3.381754498448294e-13,1217.792,2.657751425054933e-10,1217.792,2082.12903759764,1217.792,4.965482804865617e-10
1271.045,-15.64580322131671,1271.045,-0.2709746841540186,1271.045,-0.001849913532249192,1271.045,-3.381754498447846e-13,1271.045,2.657751425054479e-10,1271.045,1994.89412787381,1271.045,4.96548280486503e-10
1326.626,-15.64580322131603,1326.626,-0.2709746841540097,1326.626,-0.001930808572105155,1326.626,-3.381754498447528e-13,1326.626,2.657751425054028e-10,1326.626,1911.314097044183,1326.626,4.965482804864443e-10
1384.638,-15.64580322131538,1384.638,-0.2709746841540013,1384.638,-0.002015241078636807,1384.638,-3.38175449844657e-13,1384.638,2.657751425053598e-10,1384.638,1831.235816736515,1384.638,4.965482804863884e-10
1445.187,-15.64580322131474,1445.187,-0.2709746841539932,1445.187,-0.00210336574205146,1445.187,-3.381754498446352e-13,1445.187,2.657751425053169e-10,1445.187,1754.51257419418,1445.187,4.965482804863329e-10
1508.384,-15.64580322131413,1508.384,-0.2709746841539853,1508.384,-0.002195344017018694,1508.384,-3.381754498445971e-13,1508.384,2.65775142505277e-10,1508.384,1681.003803481448,1508.384,4.96548280486281e-10
1574.344,-15.64580322131354,1574.344,-0.2709746841539779,1574.344,-0.002291344418474364,1574.344,-3.38175449844544e-13,1574.344,2.657751425052378e-10,1574.344,1610.574827950098,1574.344,4.9654828048623e-10
1643.189,-15.64580322131303,1643.189,-0.2709746841539709,1643.189,-0.002391542830359414,1643.189,-3.381754498445404e-13,1643.189,2.657751425052039e-10,1643.189,1543.096613496255,1643.189,4.965482804861864e-10
1715.044,-15.64580322131256,1715.044,-0.2709746841539645,1715.044,-0.002496122827859994,1715.044,-3.381754498445393e-13,1715.044,2.657751425051728e-10,1715.044,1478.445532154695,1715.044,4.965482804861464e-10
1790.041,-15.64580322131201,1790.041,-0.2709746841539578,1790.041,-0.00260527601373862,1790.041,-3.381754498444662e-13,1790.041,2.657751425051358e-10,1790.041,1416.503135598011,1790.041,4.965482804860983e-10
1868.318,-15.64580322131149,1868.318,-0.2709746841539513,1868.318,-0.002719202369372509,1868.318,-3.381754498444657e-13,1868.318,2.657751425051021e-10,1868.318,1357.15593812561,1868.318,4.965482804860541e-10
1950.018,-15.64580322131097,1950.018,-0.2709746841539449,1950.018,-0.002838110621143157,1950.018,-3.381754498444332e-13,1950.018,2.657751425050671e-10,1950.018,1300.295208744462,1950.018,4.965482804860085e-10
2035.291,-15.64580322131056,2035.291,-0.2709746841539393,2035.291,-0.002962218622847157,2035.291,-3.38175449844381e-13,2035.291,2.6577514250504e-10,2035.291,1245.816771961368,2035.291,4.965482804859736e-10
2124.292,-15.64580322131016,2124.292,-0.270974684153934,2124.292,-0.003091753754830074,2124.292,-3.381754498442946e-13,2124.292,2.657751425050135e-10,2124.292,1193.620816921169,2124.292,4.965482804859393e-10
2217.185,-15.64580322130984,2217.185,-0.2709746841539291,2217.185,-0.003226953340573524,2217.185,-3.381754498443404e-13,2217.185,2.657751425049921e-10,2217.185,1143.611714541724,2217.185,4.965482804859119e-10
2314.141,-15.6458032213094,2314.141,-0.2709746841539237,2314.141,-0.00336806508149974,2314.141,-3.381754498442865e-13,2314.141,2.65775142504963e-10,2314.141,1095.697842310174,2314.141,4.965482804858739e-10
2415.336,-15.64580322130896,2415.336,-0.2709746841539187,2415.336,-0.00351534751078916,2415.336,-3.381754498442802e-13,2415.336,2.65775142504934e-10,2415.336,1049.791416419914,2415.336,4.965482804858362e-10
2520.957,-15.64580322130868,2520.957,-0.2709746841539143,2520.957,-0.003669070467043463,2520.957,-3.381754498442398e-13,2520.957,2.657751425049152e-10,2520.957,1005.808330940382,2520.957,4.965482804858121e-10
2631.196,-15.64580322130826,2631.196,-0.2709746841539096,2631.196,-0.003829515588661921,2631.196,-3.381754498441924e-13,2631.196,2.657751425048877e-10,2631.196,963.6680037250248,2631.196,4.965482804857761e-10
2746.256,-15.64580322130792,2746.256,-0.2709746841539055,2746.256,-0.003996976829834946,2746.256,-3.381754498442084e-13,2746.256,2.657751425048651e-10,2746.256,923.2932287756462,2746.256,4.965482804857466e-10
2866.347,-15.64580322130761,2866.347,-0.2709746841539011,2866.347,-0.004171760999103142,2866.347,-3.381754498442123e-13,2866.347,2.657751425048443e-10,2866.347,884.6100347918258,2866.347,4.965482804857197e-10
2991.69,-15.64580322130736,2991.69,-0.2709746841538975,2991.69,-0.00435418832146605,2991.69,-3.381754498442113e-13,2991.69,2.657751425048282e-10,2991.69,847.5475496469373,2991.69,4.965482804856992e-10
3122.514,-15.64580322130699,3122.514,-0.2709746841538934,3122.514,-0.004544593025072116,3122.514,-3.381754498440737e-13,3122.514,2.657751425048034e-10,3122.514,812.0378705420727,3122.514,4.965482804856665e-10
3259.058,-15.64580322130677,3259.058,-0.2709746841538901,3259.058,-0.004743323953562788,3259.058,-3.381754498441146e-13,3259.058,2.657751425047891e-10,3259.058,778.0159396003423,3259.058,4.965482804856483e-10
3401.574,-15.64580322130658,3401.574,-0.2709746841538871,3401.574,-0.004950745205195885,3401.574,-3.381754498440958e-13,3401.574,2.657751425047756e-10,3401.574,745.4194246730552,3401.574,4.965482804856311e-10
3550.322,-15.64580322130625,3550.322,-0.2709746841538833,3550.322,-0.005167236799915603,3550.322,-3.381754498439749e-13,3550.322,2.65775142504754e-10,3550.322,714.188605140049,3550.322,4.965482804856026e-10
3705.574,-15.64580322130604,3705.574,-0.2709746841538804,3705.574,-0.00539319537559292,3705.574,-3.381754498441209e-13,3705.574,2.657751425047407e-10,3705.574,684.2662624945939,3705.574,4.965482804855856e-10
3867.615,-15.64580322130571,3867.615,-0.2709746841538769,3867.615,-0.005629034914713587,3867.615,-3.381754498439697e-13,3867.615,2.657751425047177e-10,3867.615,655.5975755122696,3867.615,4.965482804855553e-10
4036.743,-15.64580322130554,4036.743,-0.2709746841538743,4036.743,-0.005875187502840966,4036.743,-3.381754498440669e-13,4036.743,2.657751425047071e-10,4036.743,628.1300198122497,4036.743,4.965482804855419e-10
4213.266,-15.64580322130531,4213.266,-0.2709746841538714,4213.266,-0.006132104120248749,4213.266,-3.381754498440192e-13,4213.266,2.657751425046912e-10,4213.266,601.8132716263333,4213.266,4.965482804855212e-10
4397.508,-15.64580322130515,4397.508,-0.2709746841538689,4397.508,-0.006400255468168144,4397.508,-3.381754498440389e-13,4397.508,2.657751425046806e-10,4397.508,576.5991156000681,4397.508,4.965482804855076e-10
4589.807,-15.6458032213049,4589.807,-0.270974684153866,4589.807,-0.006680132831168461,4589.807,-3.381754498440633e-13,4589.807,2.657751425046645e-10,4589.807,552.4413564564979,4589.807,4.965482804854865e-10
4790.515,-15.64580322130476,4790.515,-0.2709746841538639,4790.515,-0.006972248977246806,4790.515,-3.381754498440144e-13,4790.515,2.65775142504655e-10,4790.515,529.295734361106,4790.515,4.965482804854745e-10
5000,-15.64580322130461,5000,-0.2709746841538617,5000,-0.007277139097279913,5000,-3.381754498440033e-13,5000,2.657751425046451e-10,5000,507.1198438325522,5000,4.965482804854616e-10
