kcgd X,kcgd Y,kgmp X,kgmp Y,ids X,ids Y,kgds X,kgds Y,rds X,rds Y,kcds X,kcds Y,kcgs X,kcgs Y
210.6074,9.939808222380018e-11,210.6074,-12.63709852269702,210.6074,-0.0008833867001883277,210.6074,-0.3778176157003426,210.6074,2996.173375992064,210.6074,-1.643836969517164e-13,210.6074,2.164503880407131e-10
219.8171,9.939808222371792e-11,219.8171,-12.63709852269357,219.8171,-0.0009220163988608567,219.8171,-0.3778176157002563,219.8171,2870.642772818823,219.8171,-1.643836969516085e-13,219.8171,2.164503880405766e-10
229.4295,9.939808222363873e-11,229.4295,-12.63709852269024,229.4295,-0.0009623353391975219,229.4295,-0.3778176157001735,229.4295,2750.371522278345,229.4295,-1.643836969514581e-13,229.4295,2.16450388040445e-10
239.4622,9.939808222356321e-11,239.4622,-12.63709852268707,239.4622,-0.001004417390203207,239.4622,-0.3778176157000943,239.4622,2635.139273401082,239.4622,-1.643836969513606e-13,239.4622,2.164503880403197e-10
249.9337,9.939808222349043e-11,249.9337,-12.63709852268401,249.9337,-0.00104833965110734,249.9337,-0.3778176157000183,249.9337,2524.734907256712,249.9337,-1.643836969512461e-13,249.9337,2.164503880401988e-10
260.863,9.939808222342153e-11,260.863,-12.63709852268111,260.863,-0.001094182592618665,260.863,-0.3778176156999458,260.863,2418.956150159631,260.863,-1.643836969510146e-13,260.863,2.164503880400844e-10
272.2704,9.939808222335433e-11,272.2704,-12.63709852267829,272.2704,-0.00114203020435702,272.2704,-0.3778176156998756,272.2704,2317.609203079877,272.2704,-1.643836969509586e-13,272.2704,2.164503880399728e-10
284.1765,9.939808222329123e-11,284.1765,-12.63709852267564,284.1765,-0.001191970148732049,284.1765,-0.3778176156998092,284.1765,2220.508386580808,284.1765,-1.643836969508082e-13,284.1765,2.16450388039868e-10
296.6033,9.939808222323037e-11,296.6033,-12.63709852267309,296.6033,-0.001244093921551049,296.6033,-0.3778176156997454,296.6033,2127.475800632573,296.6033,-1.643836969507493e-13,296.6033,2.164503880397672e-10
309.5735,9.939808222317299e-11,309.5735,-12.63709852267067,309.5735,-0.001298497019649899,309.5735,-0.3778176156996848,309.5735,2038.340998678599,309.5735,-1.643836969506756e-13,309.5735,2.164503880396719e-10
323.1108,9.939808222311705e-11,323.1108,-12.63709852266832,323.1108,-0.001355279115854492,323.1108,-0.3778176156996261,323.1108,1952.940675357488,323.1108,-1.643836969504786e-13,323.1108,2.164503880395791e-10
337.2402,9.939808222306381e-11,337.2402,-12.63709852266608,337.2402,-0.001414544241592882,337.2402,-0.3778176156995701,337.2402,1871.118367308677,337.2402,-1.643836969504468e-13,337.2402,2.164503880394907e-10
351.9874,9.939808222301126e-11,351.9874,-12.63709852266388,351.9874,-0.001476400977493109,351.9874,-0.3778176156995154,351.9874,1792.724166513158,351.9874,-1.643836969503575e-13,351.9874,2.164503880394034e-10
367.3795,9.939808222296252e-11,367.3795,-12.63709852266183,367.3795,-0.00154096265231546,367.3795,-0.3778176156994643,367.3795,1717.614445644633,367.3795,-1.643836969502612e-13,367.3795,2.164503880393226e-10
383.4446,9.939808222291516e-11,383.4446,-12.63709852265984,383.4446,-0.001608347550584139,383.4446,-0.3778176156994145,383.4446,1645.651594927329,383.4446,-1.643836969501891e-13,383.4446,2.16450388039244e-10
400.2123,9.939808222286791e-11,400.2123,-12.63709852265786,400.2123,-0.001678679129298222,400.2123,-0.3778176156993661,400.2123,1576.703770018924,400.2123,-1.643836969500982e-13,400.2123,2.164503880391652e-10
417.7132,9.939808222282501e-11,417.7132,-12.63709852265605,417.7132,-0.001752086244119222,417.7132,-0.3778176156993209,417.7132,1510.644650456376,417.7132,-1.643836969500001e-13,417.7132,2.16450388039094e-10
435.9795,9.939808222278368e-11,435.9795,-12.63709852265432,435.9795,-0.001828703385449909,435.9795,-0.3778176156992775,435.9795,1447.35320822192,435.9795,-1.643836969499251e-13,435.9795,2.164503880390254e-10
455.0445,9.939808222274557e-11,455.0445,-12.63709852265272,455.0445,-0.001908670924836215,455.0445,-0.3778176156992368,455.0445,1386.713486005777,455.0445,-1.643836969498688e-13,455.0445,2.164503880389623e-10
474.9431,9.939808222270852e-11,474.9431,-12.63709852265116,474.9431,-0.00199213537214447,474.9431,-0.3778176156991976,474.9431,1328.614384758702,474.9431,-1.643836969497979e-13,474.9431,2.16450388038901e-10
495.712,9.939808222267073e-11,495.712,-12.63709852264957,495.712,-0.002079249643984469,495.712,-0.3778176156991585,495.712,1272.949460145641,495.712,-1.643836969497658e-13,495.712,2.164503880388381e-10
517.389,9.939808222263609e-11,517.389,-12.63709852264812,517.389,-0.002170173343870471,517.389,-0.377817615699122,517.389,1219.616727527309,517.389,-1.643836969497136e-13,517.389,2.164503880387807e-10
540.0139,9.939808222260206e-11,540.0139,-12.63709852264668,540.0139,-0.002265073054633694,540.0139,-0.3778176156990866,540.0139,1168.518475112312,540.0139,-1.643836969496017e-13,540.0139,2.164503880387241e-10
563.6283,9.939808222256864e-11,563.6283,-12.63709852264528,563.6283,-0.002364122643621324,563.6283,-0.3778176156990522,563.6283,1119.561084937834,563.6283,-1.643836969496262e-13,563.6283,2.164503880386684e-10
588.2752,9.939808222253843e-11,588.2752,-12.63709852264401,588.2752,-0.00246750358124178,588.2752,-0.3778176156990203,588.2752,1072.654861350602,588.2752,-1.643836969494612e-13,588.2752,2.164503880386184e-10
614,9.93980822225093e-11,614,-12.63709852264279,614,-0.002575405273439862,614,-0.3778176156989896,614,1027.713866673898,614,-1.643836969494799e-13,614,2.164503880385701e-10
640.8496,9.939808222248155e-11,640.8496,-12.63709852264162,640.8496,-0.002688025408710384,640.8496,-0.3778176156989602,640.8496,984.6557637597865,640.8496,-1.643836969494193e-13,640.8496,2.16450388038524e-10
668.8733999999999,9.939808222245428e-11,668.8733999999999,-12.63709852264047,668.8733999999999,-0.002805570320286644,668.8733999999999,-0.3778176156989316,668.8733999999999,943.4016651378089,668.8733999999999,-1.643836969493528e-13,668.8733999999999,2.164503880384788e-10
698.1226,9.939808222242824e-11,698.1226,-12.63709852263938,698.1226,-0.002928255364166944,698.1226,-0.3778176156989045,698.1226,903.87598848395,698.1226,-1.643836969493216e-13,698.1226,2.164503880384354e-10
728.6509,9.939808222240278e-11,728.6509,-12.63709852263831,728.6509,-0.003056305313671964,728.6509,-0.377817615698878,728.6509,866.006318144985,728.6509,-1.643836969492658e-13,728.6509,2.164503880383932e-10
760.5141,9.939808222237809e-11,760.5141,-12.63709852263727,760.5141,-0.00318995477125569,760.5141,-0.3778176156988526,760.5141,829.7232724645539,760.5141,-1.643836969492294e-13,760.5141,2.164503880383521e-10
793.7707,9.939808222235777e-11,793.7707,-12.63709852263643,793.7707,-0.003329448598324393,793.7707,-0.3778176156988302,793.7707,794.9603766678924,793.7707,-1.643836969491462e-13,793.7707,2.164503880383186e-10
828.4816,9.939808222233451e-11,828.4816,-12.63709852263544,828.4816,-0.003475042363851766,828.4816,-0.3778176156988066,828.4816,761.6539410721883,828.4816,-1.643836969491465e-13,828.4816,2.164503880382798e-10
864.7103,9.939808222231507e-11,864.7103,-12.63709852263463,864.7103,-0.003627002812610304,864.7103,-0.3778176156987854,864.7103,729.7429443998168,864.7103,-1.643836969491294e-13,864.7103,2.164503880382478e-10
902.5232999999999,9.939808222229369e-11,902.5232999999999,-12.63709852263373,902.5232999999999,-0.003785608353879765,902.5232999999999,-0.3778176156987635,902.5232999999999,699.1689219800569,902.5232999999999,-1.64383696949067e-13,902.5232999999999,2.164503880382122e-10
941.9899,9.939808222227588e-11,941.9899,-12.63709852263299,941.9899,-0.003951149571524605,941.9899,-0.3778176156987443,941.9899,669.8758586351495,941.9899,-1.643836969490024e-13,941.9899,2.164503880381827e-10
983.1822,9.939808222225713e-11,983.1822,-12.6370985226322,983.1822,-0.004123929756378351,983.1822,-0.3778176156987249,983.1822,641.8100860538165,983.1822,-1.643836969489847e-13,983.1822,2.164503880381515e-10
1000,9.93980822222498e-11,1000,-12.63709852263189,1000,-0.00419447138208907,1000,-0.3778176156987172,1000,631.0162761208065,1000,-1.643836969489847e-13,1000,2.164503880381393e-10
1026.176,9.93980822222389e-11,1026.176,-12.63709852263143,1026.176,-0.004304265461907188,1026.176,-0.377817615698706,1026.176,614.9201844647491,1026.176,-1.64383696948949e-13,1026.176,2.164503880381212e-10
1071.05,9.939808222222237e-11,1071.05,-12.63709852263074,1071.05,-0.004492487084173086,1071.05,-0.3778176156986885,1071.05,589.1568884295458,1071.05,-1.643836969489224e-13,1071.05,2.164503880380938e-10
1117.886,9.939808222220685e-11,1117.886,-12.63709852263008,1117.886,-0.004688939467158027,1117.886,-0.3778176156986719,1117.886,564.4729965826732,1117.886,-1.643836969489582e-13,1117.886,2.164503880380681e-10
1166.77,9.939808222219197e-11,1166.77,-12.63709852262946,1166.77,-0.004893982534558355,1166.77,-0.377817615698656,1166.77,540.8232851530637,1166.77,-1.643836969488669e-13,1166.77,2.164503880380435e-10
1217.792,9.939808222217732e-11,1217.792,-12.63709852262885,1217.792,-0.005107991949206972,1217.792,-0.3778176156986406,1217.792,518.1644251088909,1217.792,-1.643836969488804e-13,1217.792,2.164503880380191e-10
1271.045,9.939808222215996e-11,1271.045,-12.63709852262811,1271.045,-0.005331359801331755,1271.045,-0.3778176156986238,1271.045,496.4549027737043,1271.045,-1.64383696948834e-13,1271.045,2.1645038803799e-10
1326.626,9.939808222214797e-11,1326.626,-12.63709852262761,1326.626,-0.005564495326909718,1326.626,-0.3778176156986105,1326.626,475.654943768601,1326.626,-1.643836969488124e-13,1326.626,2.164503880379703e-10
1384.638,9.939808222213318e-11,1384.638,-12.63709852262698,1384.638,-0.00580782565743661,1384.638,-0.3778176156985957,1384.638,455.7264401408002,1384.638,-1.643836969487771e-13,1384.638,2.164503880379455e-10
1445.187,9.939808222212362e-11,1445.187,-12.63709852262659,1445.187,-0.006061796602480071,1445.187,-0.3778176156985845,1445.187,436.6328805455443,1445.187,-1.64383696948764e-13,1445.187,2.1645038803793e-10
1508.384,9.939808222211144e-11,1508.384,-12.63709852262608,1508.384,-0.006326873466456279,1508.384,-0.3778176156985718,1508.384,418.3392833529566,1508.384,-1.643836969487539e-13,1508.384,2.164503880379097e-10
1574.344,9.939808222209932e-11,1574.344,-12.63709852262557,1574.344,-0.006603541901120788,1574.344,-0.3778176156985593,1574.344,400.8121325576836,1574.344,-1.643836969487432e-13,1574.344,2.164503880378896e-10
1643.189,9.939808222208952e-11,1643.189,-12.63709852262516,1643.189,-0.006892308795339501,1643.189,-0.3778176156985483,1643.189,384.0193163736427,1643.189,-1.643836969487178e-13,1643.189,2.164503880378735e-10
1715.044,9.939808222207622e-11,1715.044,-12.63709852262459,1715.044,-0.007193703203769058,1715.044,-0.3778176156985357,1715.044,367.9300684014402,1715.044,-1.643836969486871e-13,1715.044,2.164503880378511e-10
1790.041,9.939808222206801e-11,1790.041,-12.63709852262425,1790.041,-0.007508277316145087,1790.041,-0.3778176156985263,1790.041,352.5149112608149,1790.041,-1.643836969486637e-13,1790.041,2.164503880378377e-10
1868.318,9.939808222205822e-11,1868.318,-12.63709852262384,1868.318,-0.007836607468960232,1868.318,-0.3778176156985162,1868.318,337.7456025845482,1868.318,-1.643836969486474e-13,1868.318,2.164503880378214e-10
1950.018,9.939808222204776e-11,1950.018,-12.63709852262341,1950.018,-0.008179295201378363,1950.018,-0.3778176156985057,1950.018,323.5950832752176,1950.018,-1.643836969486076e-13,1950.018,2.164503880378039e-10
2035.291,9.939808222203962e-11,2035.291,-12.63709852262306,2035.291,-0.008536968357324915,2035.291,-0.3778176156984966,2035.291,310.0374279297503,2035.291,-1.643836969486476e-13,2035.291,2.164503880377904e-10
2124.292,9.939808222203128e-11,2124.292,-12.63709852262271,2124.292,-0.008910282235770785,2124.292,-0.3778176156984881,2124.292,297.0477973410438,2124.292,-1.643836969485908e-13,2124.292,2.164503880377766e-10
2217.185,9.939808222202163e-11,2217.185,-12.6370985226223,2217.185,-0.009299920791316137,2217.185,-0.3778176156984785,2217.185,284.602392989654,2217.185,-1.643836969485565e-13,2217.185,2.164503880377604e-10
2314.141,9.939808222201612e-11,2314.141,-12.63709852262207,2314.141,-0.009706597887274272,2314.141,-0.3778176156984717,2314.141,272.6784134421483,2314.141,-1.643836969485429e-13,2314.141,2.164503880377515e-10
2415.336,9.9398082222007e-11,2415.336,-12.63709852262168,2415.336,-0.01013105860355477,2415.336,-0.3778176156984628,2415.336,261.2540125761608,2415.336,-1.643836969485712e-13,2415.336,2.164503880377361e-10
2520.957,9.939808222200134e-11,2520.957,-12.63709852262144,2520.957,-0.01057408060173381,2520.957,-0.3778176156984562,2520.957,250.3082595558218,2520.957,-1.643836969485848e-13,2520.957,2.164503880377269e-10
2631.196,9.939808222199339e-11,2631.196,-12.63709852262111,2631.196,-0.01103647554982394,2631.196,-0.3778176156984485,2631.196,239.8211004839533,2631.196,-1.643836969485677e-13,2631.196,2.164503880377137e-10
2746.256,9.93980822219881e-11,2746.256,-12.63709852262089,2746.256,-0.01151909060934211,2746.256,-0.3778176156984423,2746.256,229.7733216610428,2746.256,-1.643836969485093e-13,2746.256,2.16450388037705e-10
2866.347,9.939808222198166e-11,2866.347,-12.63709852262062,2866.347,-0.01202280998741052,2866.347,-0.3778176156984355,2866.347,220.1465143834628,2866.347,-1.643836969484595e-13,2866.347,2.164503880376943e-10
2991.69,9.939808222197492e-11,2991.69,-12.63709852262034,2991.69,-0.01254855655672579,2991.69,-0.3778176156984289,2991.69,210.9230412166038,2991.69,-1.643836969484803e-13,2991.69,2.16450388037683e-10
3122.514,9.939808222196787e-11,3122.514,-12.63709852262004,3122.514,-0.01309729354637018,3122.514,-0.3778176156984222,3122.514,202.0860036810231,3122.514,-1.643836969485078e-13,3122.514,2.164503880376712e-10
3259.058,9.939808222196349e-11,3259.058,-12.63709852261986,3259.058,-0.013670026306559,3259.058,-0.3778176156984169,3259.058,193.6192112924678,3259.058,-1.643836969484769e-13,3259.058,2.16450388037664e-10
3401.574,9.939808222195606e-11,3401.574,-12.63709852261954,3401.574,-0.01426780415056135,3401.574,-0.3778176156984103,3401.574,185.5071518989944,3401.574,-1.643836969484773e-13,3401.574,2.164503880376515e-10
3550.322,9.939808222195214e-11,3550.322,-12.63709852261937,3550.322,-0.01489172227716151,3550.322,-0.3778176156984053,3550.322,177.7349632609333,3550.322,-1.643836969484663e-13,3550.322,2.164503880376451e-10
3705.574,9.93980822219486e-11,3705.574,-12.63709852261923,3705.574,-0.01554292377719406,3705.574,-0.3778176156984011,3705.574,170.2884058214928,3705.574,-1.643836969484975e-13,3705.574,2.164503880376394e-10
3867.615,9.939808222194148e-11,3867.615,-12.63709852261893,3867.615,-0.01622260172781843,3867.615,-0.3778176156983948,3867.615,163.153836618248,3867.615,-1.643836969484559e-13,3867.615,2.164503880376273e-10
4036.743,9.939808222193791e-11,4036.743,-12.63709852261879,4036.743,-0.0169320013783738,4036.743,-0.3778176156983906,4036.743,156.3181842876527,4036.743,-1.643836969484325e-13,4036.743,2.164503880376215e-10
4213.266,9.939808222193476e-11,4213.266,-12.63709852261865,4213.266,-0.01767242243182431,4213.266,-0.3778176156983868,4213.266,149.7689251167491,4213.266,-1.643836969484151e-13,4213.266,2.164503880376164e-10
4397.508,9.939808222193051e-11,4397.508,-12.63709852261848,4397.508,-0.01844522142596513,4397.508,-0.3778176156983825,4397.508,143.4940600982779,4397.508,-1.643836969483722e-13,4397.508,2.164503880376093e-10
4589.807,9.939808222192717e-11,4589.807,-12.63709852261834,4589.807,-0.01925181421875724,4589.807,-0.3778176156983786,4589.807,137.4820929471013,4589.807,-1.643836969484396e-13,4589.807,2.164503880376038e-10
4790.515,9.939808222192269e-11,4790.515,-12.63709852261814,4790.515,-0.02009367858234614,4790.515,-0.3778176156983743,4790.515,131.7220090376554,4790.515,-1.643836969484425e-13,4790.515,2.164503880375963e-10
5000,9.939808222192005e-11,5000,-12.63709852261803,5000,-0.02097235691051103,5000,-0.3778176156983711,5000,126.2032552238817,5000,-1.643836969484644e-13,5000,2.164503880375921e-10
