kcdg_p X,kcdg_p Y,kcgs_n X,kcgs_n Y,reff X,reff Y,gm_n X,gm_n Y,kgds_p X,kgds_p Y,gm_n2 X,gm_n2 Y,kgmp X,kgmp Y,kgmn X,kgmn Y,kcgd_n X,kcgd_n Y,reff_2 X,reff_2 Y,kcsg_p X,kcsg_p Y,kgds_n X,kgds_n Y
5.722368e-06,1.847321511471706e-11,5.722368e-06,-2.619943345373914e-10,5.722368e-06,232795.7128929819,5.722368e-06,0.0001086864000538551,5.722368e-06,-0.2214442995595131,5.722368e-06,0.0001086953522207919,5.722368e-06,-6.392375408577556,5.722368e-06,18.99564862210304,5.722368e-06,-1.267056166100284e-10,5.722368e-06,27342.89810660281,5.722368e-06,4.295836382936744e-11,5.722368e-06,0.529360124956778
6.579332e-06,1.607289891785231e-11,6.579332e-06,-2.350024803129107e-10,6.579332e-06,205472.1551877389,6.579332e-06,0.0001215358050661965,6.579332e-06,-0.2130526421287739,6.579332e-06,0.0001215396658175837,6.579332e-06,-5.978672710951346,6.579332e-06,18.47254674375053,6.579332e-06,-1.109775128361613e-10,6.579332e-06,25422.96758232413,6.579332e-06,3.754899967570118e-11,6.579332e-06,0.5266868863499886
7.564632999999999e-06,1.398808008510262e-11,7.564632999999999e-06,-2.107503770559705e-10,7.564632999999999e-06,181258.6989161777,7.564632999999999e-06,0.0001355780519737507,7.564632999999999e-06,-0.2047409907447302,7.564632999999999e-06,0.0001355798002587249,7.564632999999999e-06,-5.575783008532377,7.564632999999999e-06,17.92269684355329,7.564632999999999e-06,-9.725176618314259e-11,7.564632999999999e-06,23708.91390835221,7.564632999999999e-06,3.280172758301679e-11,7.564632999999999e-06,0.5245812113722659
8.69749e-06,1.217508219777671e-11,8.69749e-06,-1.889291632495509e-10,8.69749e-06,159733.9737451255,8.69749e-06,0.0001508681068105144,8.69749e-06,-0.1964928864247121,8.69749e-06,0.0001508688370376716,8.69749e-06,-5.184390119345879,8.69749e-06,17.34619895285278,8.69749e-06,-8.524703959414379e-11,8.69749e-06,22177.39977040955,8.69749e-06,2.863736505666497e-11,8.69749e-06,0.5233064894487707
9.999999999999999e-06,1.059830116378986e-11,9.999999999999999e-06,-1.692864074967095e-10,9.999999999999999e-06,140542.1131219889,9.999999999999999e-06,0.0001674397259386865,9.999999999999999e-06,-0.1883080956792499,9.999999999999999e-06,0.0001674400042374324,9.999999999999999e-06,-4.805722066274011,9.999999999999999e-06,16.74398923780313,9.999999999999999e-06,-7.472867554615489e-11,9.999999999999999e-06,20808.57507658326,9.999999999999999e-06,2.498880688386537e-11,9.999999999999999e-06,0.523224354936987
1.149757e-05,9.226880499666692e-12,1.149757e-05,-1.515998938455531e-10,1.149757e-05,123364.7898682082,1.149757e-05,0.0001853109111277094,1.149757e-05,-0.1801891219635649,1.149757e-05,0.0001853109892283378,1.149757e-05,-4.44108417157663,1.149757e-05,16.11740852171004,1.149757e-05,-6.549372267302788e-11,1.149757e-05,19584.18235995567,1.149757e-05,2.179553233386399e-11,1.149757e-05,0.5248338066565502
1.321941e-05,8.034030479491674e-12,1.321941e-05,-1.35673323506734e-10,1.321941e-05,107915.4188679503,1.321941e-05,0.0002044789839848213,1.321941e-05,-0.1721400830686445,1.321941e-05,0.0002044789667397892,1.321941e-05,-4.091756527383676,1.321941e-05,15.46809162234952,1.321941e-05,-5.736949166154374e-11,1.321941e-05,18487.50700168049,1.321941e-05,1.900320900029854e-11,1.321941e-05,0.5288381492743233
1.519911e-05,6.996472977308536e-12,1.519911e-05,-1.2133281168659e-10,1.519911e-05,93933.46100038398,1.519911e-05,0.0002249131809099798,1.519911e-05,-0.1641660985180211,1.519911e-05,0.0002249132114655073,1.519911e-05,-3.758903831925208,1.519911e-05,14.79778753593933,1.519911e-05,-5.021214965352703e-11,1.519911e-05,17503.33376162195,1.519911e-05,1.656328949331889e-11,1.519911e-05,0.5362589433673596
1.747528e-05,6.094259782632406e-12,1.747528e-05,-1.084137860678308e-10,1.747528e-05,81177.35491276412,1.747528e-05,0.0002465615945600834,1.747528e-05,-0.1562848223081213,1.747528e-05,0.0002465719120417622,1.747528e-05,-3.443499969011215,1.747528e-05,14.10755930404183,1.747528e-05,-4.389901670566861e-11,1.747528e-05,16618.07627666095,1.747528e-05,1.443272993458532e-11,1.747528e-05,0.5486260575849448
2.009233e-05,5.308450114551292e-12,2.009233e-05,-9.681170653663901e-11,2.009233e-05,69414.56298732002,2.009233e-05,0.000269231658317221,2.009233e-05,-0.1484413643959004,2.009233e-05,0.0002692063729069739,2.009233e-05,-3.14632391185211,2.009233e-05,13.40006661731221,2.009233e-05,-3.83500114715884e-11,2.009233e-05,15818.61087375109,2.009233e-05,1.257280087249865e-11,2.009233e-05,0.5684393666607946
2.31013e-05,4.624643131453976e-12,2.31013e-05,-8.637249507796334e-11,2.31013e-05,58413.30847204872,2.31013e-05,0.0002927502876279814,2.31013e-05,-0.1406774302448611,2.31013e-05,0.0002926538175138832,2.31013e-05,-2.867781298163365,2.31013e-05,12.67327864793089,2.31013e-05,-3.346969935556475e-11,2.31013e-05,15094.39312728147,2.31013e-05,1.094994522401497e-11,2.31013e-05,0.59984065349705
2.656088e-05,4.031075921932391e-12,2.656088e-05,-7.699258314114405e-11,2.656088e-05,48010.05420693253,2.656088e-05,0.0003167005693431098,2.656088e-05,-0.1330979926796104,2.656088e-05,0.0003166360751341493,2.656088e-05,-2.607861203095864,2.656088e-05,11.92393574907375,2.656088e-05,-2.919347376542715e-11,2.656088e-05,14436.77674459418,2.656088e-05,9.534465763223797e-12,2.656088e-05,0.6506732477150636
3.053856e-05,3.514401313899182e-12,3.053856e-05,-6.858308147693272e-11,3.053856e-05,37930.59327534335,3.053856e-05,0.0003402778346581337,3.053856e-05,-0.1256133180226301,3.053856e-05,0.0003402380200970486,3.053856e-05,-2.36661170001471,3.053856e-05,11.14270464961936,3.053856e-05,-2.547147019255163e-11,3.053856e-05,13836.37928157526,3.053856e-05,8.300123287122213e-12,3.053856e-05,0.7373666346662006
3.511191999999999e-05,3.064642609005418e-12,3.511191999999999e-05,-6.1056871101998e-11,3.511191999999999e-05,27907.51668767572,3.511191999999999e-05,0.0003617399113935678,3.511191999999999e-05,-0.1182386547684564,3.511191999999999e-05,0.0003617190643059327,3.511191999999999e-05,-2.14362532079931,3.511191999999999e-05,10.30252340385002,3.511191999999999e-05,-2.228244867352591e-11,3.511191999999999e-05,13286.04279431847,3.511191999999999e-05,7.223926041044023e-12,3.511191999999999e-05,0.9020708865767288
4.037017e-05,2.67309185537107e-12,4.037017e-05,-5.430840184161259e-11,4.037017e-05,17484.08209526715,4.037017e-05,0.0003758357960342826,4.037017e-05,-0.1109898113974923,4.037017e-05,0.0003758287008201828,4.037017e-05,-1.938289837939815,4.037017e-05,9.309745685701522,4.037017e-05,-1.97416238977712e-11,4.037017e-05,12779.69518474993,4.037017e-05,6.285764161129184e-12,4.037017e-05,1.305657858371751
4.641589e-05,2.332128223102588e-12,4.641589e-05,-4.796629002986897e-11,4.641589e-05,6320.162623862925,4.641589e-05,0.0003531391628848602,4.641589e-05,-0.1038816206405722,4.641589e-05,0.0003530748607258974,4.641589e-05,-1.749836801833544,4.641589e-05,7.608164648143811,4.641589e-05,-1.875707495755403e-11,4.641589e-05,12312.18745931349,4.641589e-05,5.468052802374103e-12,4.641589e-05,3.302973571228513
5.336699e-05,2.035229819954193e-12,5.336699e-05,-4.069451357543257e-11,5.336699e-05,2145.814727576404,5.336699e-05,0.0002753928886448134,5.336699e-05,-0.09694129818118895,5.336699e-05,0.0002753844675352714,5.336699e-05,-1.577381234778735,5.336699e-05,5.160360612895903,5.336699e-05,-2.125250060560584e-11,5.336699e-05,11879.2926901477,5.336699e-05,4.755459236215454e-12,5.336699e-05,8.635218238972337
6.135907e-05,1.776540098348275e-12,6.135907e-05,-3.354283794779623e-11,6.135907e-05,1157.193615623561,6.135907e-05,0.0002084078383523916,6.135907e-05,-0.09018173642802417,6.135907e-05,0.0002083997250549051,6.135907e-05,-1.419987992540436,6.135907e-05,3.396528893184157,6.135907e-05,-2.3181581963094e-11,6.135907e-05,11477.21528782109,6.135907e-05,4.13454931002357e-12,6.135907e-05,13.99320578759995
7.054801999999999e-05,1.551049968104544e-12,7.054801999999999e-05,-2.818253425360251e-11,7.054801999999999e-05,773.7474845370341,7.054801999999999e-05,0.0001593396239908706,7.054801999999999e-05,-0.08362537282896002,7.054801999999999e-05,0.0001593067862871921,7.054801999999999e-05,-1.276691061202366,7.054801999999999e-05,2.25859906580549,7.054801999999999e-05,-2.239868681512003e-11,7.054801999999999e-05,11102.71583185014,7.054801999999999e-05,3.593616413369092e-12,7.054801999999999e-05,18.23487526217186
8.111308e-05,1.354397714025591e-12,8.111308e-05,-2.405686015430351e-11,8.111308e-05,582.8226255233769,8.111308e-05,0.0001242177647695091,8.111308e-05,-0.077295026419993,8.111308e-05,0.0001242168073369878,8.111308e-05,-1.146528961362027,8.111308e-05,1.531414746161042,8.111308e-05,-2.050192697529103e-11,8.111308e-05,10752.86223076806,8.111308e-05,3.122441115376814e-12,8.111308e-05,21.07570757050994
9.326032999999999e-05,1.18277346383976e-12,9.326032999999999e-05,-2.069798526540306e-11,9.326032999999999e-05,473.0409056888499,9.326032999999999e-05,9.847459509321481e-05,9.326032999999999e-05,-0.07121064025267643,9.326032999999999e-05,9.846581922781421e-05,9.326032999999999e-05,-1.028565653720296,9.326032999999999e-05,1.056114724436402,9.326032999999999e-05,-1.835424042711349e-11,9.326032999999999e-05,10424.87846127305,9.326032999999999e-05,2.712101279238124e-12,9.326032999999999e-05,22.60037093681576
0.0001072267,1.032895174998041e-12,0.0001072267,-1.786281884613666e-11,0.0001072267,404.0567001960027,0.0001072267,7.876347162210022e-05,0.0001072267,-0.06539385119338235,0.0001072267,7.876416509884813e-05,0.0001072267,-0.9218979403593177,0.0001072267,0.7345627633705452,0.0001072267,-1.625206838330492e-11,0.0001072267,10116.12530088377,0.0001072267,2.354818550125615e-12,0.0001072267,23.01600991075183
0.0001232847,9.019158968235462e-13,0.0001232847,-1.543836955469713e-11,0.0001232847,358.2440203830832,0.0001232847,6.285567290861791e-05,0.0001232847,-0.05986311991146491,0.0001232847,6.285508341349579e-05,0.0001232847,-0.8256638971842473,0.0001232847,0.5098422157049582,0.0001232847,-1.431123996806631e-11,0.0001232847,9823.987479728785,0.0001232847,2.043807179928244e-12,0.0001232847,22.5819873748
0.0001417474,7.873846242141267e-13,0.0001417474,-1.334599809762487e-11,0.0001417474,326.9574132644755,0.0001417474,4.945393390400005e-05,0.0001417474,-0.05463495155792204,0.0001417474,4.945396551317457e-05,0.0001417474,-0.7390437682935089,0.0001417474,0.3488912543636415,0.0001417474,-1.255983078575658e-11,0.0001417474,9545.856591704371,0.0001417474,1.773151403488359e-12,0.0001417474,21.52271305629342
0.0001629751,6.871772923518324e-13,0.0001629751,-1.153372452101471e-11,0.0001629751,305.4992219233045,0.0001629751,3.777414186557705e-05,0.0001629751,-0.04972145923083852,0.0001629751,3.777394960313216e-05,0.0001629751,-0.6612518583099795,0.0001629751,0.231802987997422,0.0001629751,-1.099972704610392e-11,0.0001629751,9279.042018307109,0.0001629751,1.537664343267831e-12,0.0001629751,20.03722829081297
0.0001873817,5.995292999871225e-13,0.0001873817,-9.958536299706613e-12,0.0001873817,291.157352048704,0.0001873817,2.736484076008602e-05,0.0001873817,-0.0451344725160955,0.0001873817,2.736486482159607e-05,0.0001873817,-0.5915957737201551,0.0001873817,0.1460390097384899,0.0001873817,-9.617134824612231e-12,0.0001873817,9020.955407725178,0.0001873817,1.332968372710482e-12,0.0001873817,18.284264568055
0.0002154435,5.224655825860668e-13,0.0002154435,-8.606950210655082e-12,0.0002154435,282.2095943921984,0.0002154435,1.783667715450544e-05,0.0002154435,-0.04085413852255201,0.0002154435,1.787793835276586e-05,0.0002154435,-0.5290651424075078,0.0002154435,0.08294543253688261,0.0002154435,-8.416253593024837e-12,0.0002154435,8767.237720069084,0.0002154435,1.154212220901234e-12,0.0002154435,16.4396849523853
0.0002477076,4.55774476769405e-13,0.0002477076,-7.405274984825042e-12,0.0002477076,277.7125857634996,0.0002477076,9.275770286256029e-06,0.0002477076,-0.03694957256383748,0.0002477076,9.276593486402532e-06,0.0002477076,-0.473942248089675,0.0002477076,0.03744869180717939,0.0002477076,-7.331508271481548e-12,0.0002477076,8518.860218325124,0.0002477076,1.000601588762722e-12,0.0002477076,14.50066953674355
0.0002848036,3.971914241851051e-13,0.0002848036,-6.376209564175489e-12,0.0002848036,276.8726177085593,0.0002848036,1.315454430374602e-06,0.0002848036,-0.0333516708805595,0.0002848036,1.315639688811103e-06,0.0002848036,-0.4247876467876635,0.0002848036,0.004618964296858302,0.0002848036,-6.394164959402491e-12,0.0002848036,8268.170741123793,0.0002848036,8.667052867871652e-13,0.0002848036,12.64872068937874
0.0003274549,3.461026829074564e-13,0.0003274549,-5.486670176897455e-12,0.0003274549,279.2791252275851,0.0003274549,0,0.0003274549,-0.03007889145546876,0.0003274549,0,0.0003274549,-0.3814459002839813,0.0003274549,0,0.0003274549,-5.574445856108715e-12,0.0003274549,8012.084528288168,0.0003274549,7.509383840890842e-13,0.0003274549,10.90648215163964
0.0003764936,3.016782374613699e-13,0.0003764936,-4.7236218197971e-12,0.0003764936,284.6318179419994,0.0003764936,0,0.0003764936,-0.02712718950094708,0.0003764936,0,0.0003764936,-0.3436004726249021,0.0003764936,0,0.0003764936,-4.861688348651822e-12,0.0003764936,7744.614809440031,0.0003764936,6.513221843281177e-13,0.0003764936,9.31583417742184
0.0004328761,2.632253697870995e-13,0.0004328761,-4.060044558268814e-12,0.0004328761,292.7121923081683,0.0004328761,0,0.0004328761,-0.02449116657943501,0.0004328761,0,0.0004328761,-0.3111261757353382,0.0004328761,0,0.0004328761,-4.228436022775102e-12,0.0004328761,7456.875466899943,0.0004328761,5.663263105658885e-13,0.0004328761,7.866296204678966
0.0004977024,2.301981202084596e-13,0.0004977024,-3.504443941677308e-12,0.0004977024,303.3072388669452,0.0004977024,0,0.0004977024,-0.02217245680029464,0.0004977024,0,0.0004977024,-0.2841728238225534,0.0004977024,0,0.0004977024,-3.682801333212201e-12,0.0004977024,7135.652687990864,0.0004977024,4.949127986112602e-13,0.0004977024,6.604940720361708
0.0005722368,2.020706980709165e-13,0.0005722368,-3.040240951501912e-12,0.0005722368,316.1878288194048,0.0005722368,0,0.0005722368,-0.02016371165994229,0.0005722368,0,0.0005722368,-0.263111863354056,0.0005722368,0,0.0005722368,-3.203348106056941e-12,0.0005722368,6762.347987992362,0.0005722368,4.362559885234906e-13,0.0005722368,5.507239805258362
0.0006579332,1.783053220265118e-13,0.0006579332,-2.67035943781406e-12,0.0006579332,331.1057989592115,0.0006579332,0,0.0006579332,-0.01845088676351823,0.0006579332,0,0.0006579332,-0.2482402948017085,0.0006579332,0,0.0006579332,-2.786786377618865e-12,0.0006579332,6322.644494725227,0.0006579332,3.894014716220414e-13,0.0006579332,4.574313487487383
0.0007564633,1.582708953706575e-13,0.0007564633,-2.388011265672319e-12,0.0007564633,347.9270864900615,0.0007564633,0,0.0007564633,-0.01700125104577516,0.0007564633,0,0.0007564633,-0.2387573733217953,0.0007564633,0,0.0007564633,-2.421918139636372e-12,0.0007564633,5833.921823752962,0.0007564633,3.523384780461934e-13,0.0007564633,3.784015421744421
0.000869749,1.413072445507014e-13,0.000869749,-2.172610746694839e-12,0.000869749,366.7471369461749,0.000869749,0,0.000869749,-0.01576843794232852,0.000869749,0,0.000869749,-0.232020018352449,0.000869749,0,0.000869749,-2.103920879815805e-12,0.000869749,5359.094880492465,0.000869749,3.217092312144334e-13,0.000869749,3.120536566190305
0.001,1.268382559291811e-13,0.001,-1.978605937819937e-12,0.001,387.8192984980054,0.001,0,0.001,-0.01470435649058432,0.001,0,0.001,-0.2251826095446339,0.001,0,0.001,-1.82694763907867e-12,0.001,4955.903326332398,0.001,2.944864270558729e-13,0.001,2.565336911101133
