rds X,rds Y,kcds X,kcds Y,kcgs X,kcgs Y,kcgd X,kcgd Y,kgmp X,kgmp Y,kgds X,kgds Y,ids X,ids Y
0.0002247806,260206.4722437105,0.0002247806,-9.634681491482893e-17,0.0002247806,2.831120863433654e-11,0.0002247806,5.268907189359062e-12,0.0002247806,-5.681331497707596,0.0002247806,-0.09697417112702342,0.0002247806,-3.963016029881599e-05
0.000230043,259813.0151058438,0.000230043,-9.553822179151681e-17,0.000230043,2.823723273432291e-11,0.000230043,5.253375110457916e-12,0.000230043,-5.675121074786896,0.000230043,-0.09685954262486662,0.000230043,-3.97371470200825e-05
0.0002354286,259411.2888251116,0.0002354286,-9.471964302156504e-17,0.0002354286,2.816180425596217e-11,0.0002354286,5.237549078694803e-12,0.0002354286,-5.668774994769905,0.0002354286,-0.09674254848284047,0.0002354286,-3.984681420462977e-05
0.0002409404,259058.6273541051,0.0002409404,-9.400623010652746e-17,0.0002409404,2.809566815561769e-11,0.0002409404,5.223681115599198e-12,0.0002409404,-5.663201354558783,0.0002409404,-0.09663987105356567,0.0002409404,-3.994345230571217e-05
0.0002465811,258683.3259931366,0.0002465811,-9.325313044864263e-17,0.0002465811,2.802537494295113e-11,0.0002465811,5.208951096865587e-12,0.0002465811,-5.657264855365978,0.0002465811,-0.09653064030727788,0.0002465811,-4.004666702995208e-05
0.0002523539,258311.3083326618,0.0002523539,-9.251245968727477e-17,0.0002523539,2.795578399872113e-11,0.0002523539,5.194377591666551e-12,0.0002523539,-5.6513760534146,0.0002523539,-0.09642239908716546,0.0002523539,-4.014936195275139e-05
0.0002582619,257942.2969455504,0.0002582619,-9.178347013699543e-17,0.0002582619,2.788684097751305e-11,0.0002582619,5.179948936156239e-12,0.0002582619,-5.645530636930816,0.0002582619,-0.09631506497045224,0.0002582619,-4.025160620694614e-05
0.0002643081,257575.9802335203,0.0002643081,-9.10653687437046e-17,0.0002643081,2.781848545199635e-11,0.0002643081,5.165652227249597e-12,0.0002643081,-5.639723739275571,0.0002643081,-0.09620854575102702,0.0002643081,-4.035347956698745e-05
0.000270496,257212.0120832076,0.000270496,-9.03573180270585e-17,0.000270496,2.775065087997148e-11,0.000270496,5.151473318879386e-12,0.000270496,-5.633949931619359,0.000270496,-0.09610273934330081,0.000270496,-4.0455072715904e-05
0.0002768287,256853.9181197476,0.0002768287,-8.966592269381679e-17,0.0002768287,2.768399112448505e-11,0.0002768287,5.137548506340112e-12,0.0002768287,-5.628265340546962,0.0002768287,-0.09599866855933603,0.0002768287,-4.055539123359656e-05
0.0002833096,256505.2112530529,0.0002833096,-8.899757625103308e-17,0.0002833096,2.761915471129805e-11,0.0002833096,5.124012658531274e-12,0.0002833096,-5.62272601966165,0.0002833096,-0.09589735165304183,0.0002833096,-4.065342998827809e-05
0.0002899423,256149.1085892631,0.0002899423,-8.832016224747625e-17,0.0002899423,2.75530213211656e-11,0.0002899423,5.110214413542258e-12,0.0002899423,-5.617064969347165,0.0002899423,-0.09579391286964287,0.0002899423,-4.075390586917946e-05
0.0002967302,255785.471993343,0.0002967302,-8.763369761585511e-17,0.0002967302,2.748557001604077e-11,0.0002967302,5.096149890647976e-12,0.0002967302,-5.611279698956976,0.0002967302,-0.09568831293333747,0.0002967302,-4.08568827602455e-05
0.0003036771,255457.6491607583,0.0003036771,-8.701895833718676e-17,0.0003036771,2.742482873150036e-11,0.0003036771,5.083491447112362e-12,0.0003036771,-5.606061663554457,0.0003036771,-0.09559313183594081,0.0003036771,-4.095004642560231e-05
0.0003107866,255113.8713673525,0.0003107866,-8.637901596401137e-17,0.0003107866,2.736120351044801e-11,0.0003107866,5.070239778706563e-12,0.0003107866,-5.600585304173087,0.0003107866,-0.09549334245938625,0.0003107866,-4.104807847854135e-05
0.0003180626,254772.5427944423,0.0003180626,-8.574815944619058e-17,0.0003180626,2.729810295827766e-11,0.0003180626,5.057104962030542e-12,0.0003180626,-5.595144197125054,0.0003180626,-0.09539428555036568,0.0003180626,-4.114575337512645e-05
0.0003255089,254433.4644560867,0.0003255089,-8.512589423980463e-17,0.0003255089,2.723548864727548e-11,0.0003255089,5.044078808111345e-12,0.0003255089,-5.589735226912528,0.0003255089,-0.09529590229114628,0.0003255089,-4.124312287643071e-05
0.0003331295,254096.4105092334,0.0003331295,-8.45116897971675e-17,0.0003331295,2.717331738243804e-11,0.0003331295,5.031152157370327e-12,0.0003331295,-5.584354840059155,0.0003331295,-0.09519812615352533,0.0003331295,-4.1340247273216e-05
0.0003409285,253761.1278043773,0.0003409285,-8.390498011175442e-17,0.0003409285,2.711154114198445e-11,0.0003409285,5.018314869619032e-12,0.0003409285,-5.57899903648577,0.0003409285,-0.09510088277060803,0.0003409285,-4.143719564881785e-05
0.0003489101,253427.335557262,0.0003489101,-8.33051643708815e-17,0.0003489101,2.705010704038729e-11,0.0003489101,5.005555818742039e-12,0.0003489101,-5.573663362790874,0.0003489101,-0.0950040898432495,0.0003489101,-4.153404611073128e-05
0.0003570786,253101.5892351423,0.0003570786,-8.272377038583177e-17,0.0003570786,2.699021825110034e-11,0.0003570786,4.99312449431879e-12,0.0003570786,-5.56845289880942,0.0003570786,-0.09490964660785106,0.0003570786,-4.162888430827937e-05
0.0003654383,252779.3290213933,0.0003654383,-8.215246095128201e-17,0.0003654383,2.693103319422983e-11,0.0003654383,4.980845871045703e-12,0.0003654383,-5.563294741846315,0.0003654383,-0.09481622998402306,0.0003654383,-4.172302230806634e-05
0.0003739937,252450.20437296,0.0003739937,-8.157299368318864e-17,0.0003739937,2.687065232959351e-11,0.0003739937,4.968326044230418e-12,0.0003739937,-5.558022883399304,0.0003739937,-0.09472083987128128,0.0003739937,-4.181949009688082e-05
0.0003827494,252114.0855224233,0.0003827494,-8.098536410605868e-17,0.0003827494,2.680905581159784e-11,0.0003827494,4.955561305337838e-12,0.0003827494,-5.552634980975222,0.0003827494,-0.09462343905114708,0.0003827494,-4.191834826277817e-05
0.0003917101,251812.6349691559,0.0003917101,-8.046151447225924e-17,0.0003917101,2.67538676822139e-11,0.0003917101,4.94413020439165e-12,0.0003917101,-5.547800678651307,0.0003917101,-0.09453609521077011,0.0003917101,-4.200730524436789e-05
0.0004008806,251494.3547915994,0.0004008806,-7.991216160580704e-17,0.0004008806,2.669565871328238e-11,0.0004008806,4.932079843818199e-12,0.0004008806,-5.54269245021186,0.0004008806,-0.09444388962190903,0.0004008806,-4.210153148294181e-05
0.0004102658,251177.8499577181,0.0004102658,-7.936945799975945e-17,0.0004102658,2.663783417826999e-11,0.0004102658,4.920115339092656e-12,0.0004102658,-5.537609314176223,0.0004102658,-0.09435221111840487,0.0004102658,-4.21955429160452e-05
0.0004198707,250862.9681039312,0.0004198707,-7.883306044325851e-17,0.0004198707,2.658036515637413e-11,0.0004198707,4.908230579902955e-12,0.0004198707,-5.532548861488118,0.0004198707,-0.09426101488246091,0.0004198707,-4.228938138470424e-05
0.0004297005,250549.5349459413,0.0004297005,-7.830259694874951e-17,0.0004297005,2.652321885684397e-11,0.0004297005,4.896418669857165e-12,0.0004297005,-5.527508323583598,0.0004297005,-0.09417024979015245,0.0004297005,-4.238309587839148e-05
0.0004397604,250237.3538086442,0.0004397604,-7.777766688981275e-17,0.0004397604,2.646635855139818e-11,0.0004397604,4.88467191434067e-12,0.0004397604,-5.522484563655297,0.0004397604,-0.09407985827599623,0.0004397604,-4.247674278457668e-05
0.0004500558,249926.205203672,0.0004500558,-7.725784128511717e-17,0.0004500558,2.64097435156412e-11,0.0004500558,4.872981810254312e-12,0.0004500558,-5.517474068651278,0.0004500558,-0.09398977621098942,0.0004500558,-4.25703861277982e-05
0.0004605922,249617.4357258408,0.0004605922,-7.674528290981143e-17,0.0004605922,2.635361765089598e-11,0.0004605922,4.861398584503897e-12,0.0004605922,-5.512498598598262,0.0004605922,-0.0939003927805373,0.0004605922,-4.266361716773907e-05
0.0004713753,249318.9936548878,0.0004713753,-7.625291921236248e-17,0.0004713753,2.629942188615062e-11,0.0004713753,4.850219171690246e-12,0.0004713753,-5.507686595656711,0.0004713753,-0.09381400762397735,0.0004713753,-4.275401899393011e-05
0.0004824109,249014.166555537,0.0004824109,-7.575320909299205e-17,0.0004824109,2.624412094382537e-11,0.0004824109,4.838817484864937e-12,0.0004824109,-5.502768198797589,0.0004824109,-0.09372578328032632,0.0004824109,-4.284664945258458e-05
0.0004937048,248702.8323067368,0.0004937048,-7.524613342005649e-17,0.0004937048,2.618769602009241e-11,0.0004937048,4.82718998796015e-12,0.0004937048,-5.497741201316791,0.0004937048,-0.09363568448125748,0.0004937048,-4.29415660948457e-05
0.0005052631,248412.602651167,0.0005052631,-7.477617878482403e-17,0.0005052631,2.613514572317347e-11,0.0005052631,4.816365981545307e-12,0.0005052631,-5.493052632454569,0.0005052631,-0.09355169984246682,0.0005052631,-4.303033150694542e-05
0.000517092,248113.2468007719,0.000517092,-7.429449344529807e-17,0.000517092,2.608099513803178e-11,0.000517092,4.805217845965811e-12,0.000517092,-5.488213096748878,0.000517092,-0.09346508194038686,0.000517092,-4.312217493026068e-05
0.0005291979,247815.2354551552,0.0005291979,-7.381791858344372e-17,0.0005291979,2.602713952095965e-11,0.0005291979,4.794135807148205e-12,0.0005291979,-5.483392147160363,0.0005291979,-0.09337885985357251,0.0005291979,-4.321389677256524e-05
0.0005415871,247518.458110429,0.0005415871,-7.334622060854537e-17,0.0005415871,2.597355813662997e-11,0.0005415871,4.783115508472538e-12,0.0005415871,-5.47858802314838,0.0005415871,-0.09329300113680129,0.0005415871,-4.33055286836907e-05
0.0005542665,247222.7860854501,0.0005542665,-7.287914253872179e-17,0.0005542665,2.592022705532401e-11,0.0005542665,4.772151945748186e-12,0.0005542665,-5.47379866466059,0.0005542665,-0.09320746810718693,0.0005542665,-4.339710837232697e-05
0.0005672426,246928.0720079511,0.0005672426,-7.241640382773086e-17,0.0005672426,2.586711907462243e-11,0.0005672426,4.761239452558882e-12,0.0005672426,-5.469021702834543,0.0005672426,-0.09312221769533584,0.0005672426,-4.348867985607121e-05
0.0005805226,246634.1493300588,0.0005805226,-7.195770047190786e-17,0.0005805226,2.581420364676784e-11,0.0005805226,4.750371686802861e-12,0.0005805226,-5.464254451141912,0.0005805226,-0.09303720130474719,0.0005805226,-4.358029370619595e-05
0.0005941134,246340.8319337047,0.0005941134,-7.150270504899039e-17,0.0005941134,2.57614468225917e-11,0.0005941134,4.739541620664725e-12,0.0005941134,-5.459493897956821,0.0005941134,-0.09295236469695403,0.0005941134,-4.36720072683306e-05
0.0006080224,246051.9463936414,0.0006080224,-7.1057243043796e-17,0.0006080224,2.570953535660245e-11,0.0006080224,4.728890050566401e-12,0.0006080224,-5.454802315270698,0.0006080224,-0.09286881411489592,0.0006080224,-4.376261804675732e-05
0.0006222571,245768.6226748067,0.0006222571,-7.062290211398088e-17,0.0006222571,2.565866972686224e-11,0.0006222571,4.718457836067716e-12,0.0006222571,-5.450198205954794,0.0006222571,-0.09278687582533737,0.0006222571,-4.385175835683743e-05
0.000636825,245479.2247401483,0.000636825,-7.01819077272717e-17,0.000636825,2.56067614022005e-11,0.000636825,4.707816732707087e-12,0.000636825,-5.445492137074243,0.000636825,-0.09270318442807818,0.000636825,-4.394309118551019e-05
0.000651734,245183.6357517924,0.000651734,-6.973423444300536e-17,0.000651734,2.55537923955931e-11,0.000651734,4.696963351974733e-12,0.000651734,-5.44068198647687,0.000651734,-0.09261770595201756,0.000651734,-4.403667291624505e-05
0.000666992,244910.1141105898,0.000666992,-6.932222177070816e-17,0.000666992,2.550482115162509e-11,0.000666992,4.68693342205114e-12,0.000666992,-5.436228887970058,0.000666992,-0.09253861138440754,0.000666992,-4.4123535200953e-05
0.0006826072,244626.062798071,0.0006826072,-6.889690034315814e-17,0.0006826072,2.545401049722576e-11,0.0006826072,4.676531543759483e-12,0.0006826072,-5.431600954813711,0.0006826072,-0.09245647441214282,0.0006826072,-4.421401413798805e-05
0.000698588,244342.9877000943,0.000698588,-6.847550330852037e-17,0.000698588,2.540342015032366e-11,0.000698588,4.666179447343399e-12,0.000698588,-5.426985959293231,0.000698588,-0.09237462180213557,0.000698588,-4.430445991772419e-05
0.0007149429,244060.7983750392,0.0007149429,-6.805785714915992e-17,0.0007149429,2.53530334236093e-11,0.0007149429,4.655873655572031e-12,0.0007149429,-5.422382444344689,0.0007149429,-0.09229302706258476,0.0007149429,-4.439489999385046e-05
0.0007316807,243779.3886128057,0.0007316807,-6.764376883964214e-17,0.0007316807,2.530283087983589e-11,0.0007316807,4.645610135741942e-12,0.0007316807,-5.417788691325088,0.0007316807,-0.09221165915112418,0.0007316807,-4.448536724389007e-05
0.0007488104,243498.6359249454,0.0007488104,-6.723302571229237e-17,0.0007488104,2.525279025276601e-11,0.0007488104,4.635384284700193e-12,0.0007488104,-5.413202710840008,0.0007488104,-0.09213048232641845,0.0007488104,-4.457590021330109e-05
0.0007663411,243218.4010921346,0.0007663411,-6.682539539568524e-17,0.0007663411,2.520288637872394e-11,0.0007663411,4.625190916066436e-12,0.0007663411,-5.408622234474223,0.0007663411,-0.09204945601611109,0.0007663411,-4.466654334490634e-05
0.0007842822,242938.5277227432,0.0007842822,-6.642062577012372e-17,0.0007842822,2.51530911304993e-11,0.0007842822,4.615024247965718e-12,0.0007842822,-5.404044706670516,0.0007842822,-0.09196853468774245,0.0007842822,-4.475734720856501e-05
0.0008026434,242661.0952159761,0.0008026434,-6.602166384126312e-17,0.0008026434,2.510377367694526e-11,0.0008026434,4.604959552918018e-12,0.0008026434,-5.399504228648067,0.0008026434,-0.09188831928231148,0.0008026434,-4.48476342546505e-05
0.0008214344,242390.8590243617,0.0008214344,-6.563519548451417e-17,0.0008214344,2.505577693049742e-11,0.0008214344,4.595168576218711e-12,0.0008214344,-5.395078878960199,0.0008214344,-0.09181018453529302,0.0008214344,-4.493584386665927e-05
0.0008406653,242114.8182637056,0.0008406653,-6.524267496517158e-17,0.0008406653,2.500679185010873e-11,0.0008406653,4.585180356391816e-12,0.0008406653,-5.390555388339207,0.0008406653,-0.09173037097438608,0.0008406653,-4.502621901958729e-05
0.0008603464,241832.860718636,0.0008603464,-6.484407295273762e-17,0.0008603464,2.495680118422045e-11,0.0008603464,4.574991640599782e-12,0.0008603464,-5.385931707681638,0.0008603464,-0.09164884577378062,0.0008603464,-4.511881521225577e-05
0.0008804884,241544.8725903677,0.0008804884,-6.443936294547125e-17,0.0008804884,2.490578752112048e-11,0.0008804884,4.564599154680001e-12,0.0008804884,-5.381205750960425,0.0008804884,-0.09156557560411338,0.0008804884,-4.521368947347219e-05
0.0009011018,241295.9284037683,0.0009011018,-6.409115535266603e-17,0.0009011018,2.486172583675493e-11,0.0009011018,4.555626284102564e-12,0.0009011018,-5.377119411179565,0.0009011018,-0.09149359465859909,0.0009011018,-4.529594404098799e-05
0.0009221979,241024.0393136966,0.0009221979,-6.371308173232592e-17,0.0009221979,2.481364371225135e-11,0.0009221979,4.545838983211017e-12,0.0009221979,-5.372652659808248,0.0009221979,-0.09141497714140909,0.0009221979,-4.538603926270191e-05
0.0009437878,240752.8061566843,0.0009437878,-6.333801143020143e-17,0.0009437878,2.476571865914739e-11,0.0009437878,4.536087804893823e-12,0.0009437878,-5.368193840608228,0.0009437878,-0.09133654750814053,0.0009437878,-4.547618774334883e-05
0.0009658832,240482.1423317276,0.0009658832,-6.296579880981195e-17,0.0009658832,2.471793503930385e-11,0.0009658832,4.526369525565289e-12,0.0009658832,-5.363741538420348,0.0009658832,-0.09125828045617491,0.0009658832,-4.556641765926011e-05
0.0009884958999999999,240211.9468352637,0.0009884958999999999,-6.259628156698933e-17,0.0009884958999999999,2.467027472944766e-11,0.0009884958999999999,4.516680422204789e-12,0.0009884958999999999,-5.359294097001301,0.0009884958999999999,-0.09118014651863512,0.0009884958999999999,-4.565676235142925e-05
0.001011638,239942.1038005252,0.001011638,-6.222928057608358e-17,0.001011638,2.462271705031157e-11,0.001011638,4.507016258971486e-12,0.001011638,-5.354849610657754,0.001011638,-0.09110211192944852,0.001011638,-4.574726055505035e-05
0.001035322,239672.4820709847,0.001035322,-6.186459982659133e-17,0.001035322,2.45752387021529e-11,0.001035322,4.497372275146013e-12,0.001035322,-5.350405916409113,0.001035322,-0.09102413849804236,0.001035322,-4.583795662141511e-05
0.00105956,239402.9347666929,0.00105956,-6.150202634410325e-17,0.00105956,2.452781369940145e-11,0.00105956,4.487743172926683e-12,0.00105956,-5.345960585999318,0.00105956,-0.09094618348175022,0.00105956,-4.592890074612132e-05
0.001084366,239141.8904015157,0.001084366,-6.115275042610161e-17,0.001084366,2.448192282193992e-11,0.001084366,4.478429340803693e-12,0.001084366,-5.34165297701533,0.001084366,-0.09087068464448513,0.001084366,-4.601723731317091e-05
0.001109752,238877.1722403422,0.001109752,-6.080048580120055e-17,0.001109752,2.443542466586132e-11,0.001109752,4.468996153584711e-12,0.001109752,-5.337281840762251,0.001109752,-0.09079411963782748,0.001109752,-4.610708104289426e-05
0.001135733,238606.770787329,0.001135733,-6.044266061481566e-17,0.001135733,2.438796831273273e-11,0.001135733,4.459372630832499e-12,0.001135733,-5.332813769636334,0.001135733,-0.09071590668626481,0.001135733,-4.619912936033249e-05
0.001162322,238330.5762665294,0.001162322,-6.007924587765224e-17,0.001162322,2.433953700542856e-11,0.001162322,4.449555620686568e-12,0.001162322,-5.328246739971981,0.001162322,-0.09063601345263861,0.001162322,-4.629343871233951e-05
0.001189534,238083.7426245507,0.001189534,-5.975598817521216e-17,0.001189534,2.429628870691452e-11,0.001189534,4.440792436375269e-12,0.001189534,-5.324163815163556,0.001189534,-0.09056461105201663,0.001189534,-4.637796972905227e-05
0.001217383,237820.32927708,0.001217383,-5.941294888035241e-17,0.001217383,2.42501730028638e-11,0.001217383,4.431452140150551e-12,0.001217383,-5.31980316516228,0.001217383,-0.09048840717964163,0.001217383,-4.646843864614766e-05
0.001245883,237557.4141195642,0.001245883,-5.90723931809357e-17,0.001245883,2.42041824599665e-11,0.001245883,4.422140977229368e-12,0.001245883,-5.315447991572681,0.001245883,-0.09041234277979934,0.001245883,-4.655900471463062e-05
0.001275051,237294.9268493076,0.001275051,-5.873421044952046e-17,0.001275051,2.415830453179133e-11,0.001275051,4.41285637561437e-12,0.001275051,-5.311097134717866,0.001275051,-0.09033639729502972,0.001275051,-4.664969192739112e-05
0.001304902,237032.7842798443,0.001304902,-5.83982757626217e-17,0.001304902,2.411252446464199e-11,0.001304902,4.403595321201606e-12,0.001304902,-5.306749217889474,0.001304902,-0.09026054643651214,0.001304902,-4.674052903354297e-05
0.001335452,236770.8898060321,0.001335452,-5.806444965052111e-17,0.001335452,2.406682521314933e-11,0.001335452,4.394354341580877e-12,0.001335452,-5.302402637764724,0.001335452,-0.09018476202718391,0.001335452,-4.683154979320594e-05
0.001366716,236509.1330126953,0.001366716,-5.77325779527278e-17,0.001366716,2.402118738131323e-11,0.001366716,4.385129495016402e-12,0.001366716,-5.298055557170471,0.001366716,-0.09010901188616875,0.001366716,-4.69227931864497e-05
