kgds X,kgds Y,ids X,ids Y,kcgs X,kcgs Y,kgmp X,kgmp Y,kcds X,kcds Y,rds X,rds Y,kcgd X,kcgd Y
201.7836,-0.4037399003729161,201.7836,-0.0005909371325433763,201.7836,2.930837629706201e-10,201.7836,-14.41868227023455,201.7836,-2.143936902232418e-13,201.7836,4191.380108752601,201.7836,1.424565773463236e-10
210.6074,-0.4037399003728171,210.6074,-0.0006167782770384933,210.6074,2.930837629704113e-10,210.6074,-14.41868227023049,210.6074,-2.143936902230452e-13,210.6074,4015.773958121475,210.6074,1.424565773461859e-10
219.8171,-0.4037399003727205,219.8171,-0.0006437494313299846,219.8171,2.930837629702044e-10,219.8171,-14.41868227022645,219.8171,-2.143936902227377e-13,219.8171,3847.525174118845,219.8171,1.424565773460498e-10
229.4295,-0.4037399003726295,229.4295,-0.0006719000097206511,229.4295,2.930837629700124e-10,229.4295,-14.41868227022271,229.4295,-2.143936902226212e-13,229.4295,3686.32550533395,229.4295,1.424565773459231e-10
239.4622,-0.4037399003725418,239.4622,-0.0007012815873559782,239.4622,2.930837629698268e-10,239.4622,-14.41868227021909,239.4622,-2.143936902224474e-13,239.4622,3531.879615157542,239.4622,1.424565773458009e-10
249.9337,-0.4037399003724572,249.9337,-0.0007319479947157257,249.9337,2.93083762969647e-10,249.9337,-14.41868227021558,249.9337,-2.143936902223158e-13,249.9337,3383.904540691281,249.9337,1.424565773456824e-10
260.863,-0.4037399003723768,260.863,-0.0007639554162376703,260.863,2.930837629694763e-10,260.863,-14.41868227021227,260.863,-2.143936902220927e-13,260.863,3242.129174326526,260.863,1.4245657734557e-10
272.2704,-0.403739900372299,272.2704,-0.0007973624932540822,272.2704,2.930837629693112e-10,272.2704,-14.41868227020904,272.2704,-2.143936902219567e-13,272.2704,3106.293767043465,272.2704,1.424565773454613e-10
284.1765,-0.4037399003722242,284.1765,-0.0008322304314294656,284.1765,2.930837629691514e-10,284.1765,-14.41868227020594,284.1765,-2.143936902217636e-13,284.1765,2976.149452520677,284.1765,1.424565773453561e-10
296.6033,-0.4037399003721536,296.6033,-0.0008686231128964593,296.6033,2.930837629690016e-10,296.6033,-14.41868227020301,296.6033,-2.14393690221687e-13,296.6033,2851.457791183052,296.6033,1.424565773452573e-10
309.5735,-0.403739900372086,309.5735,-0.0009066072132954125,309.5735,2.930837629688599e-10,309.5735,-14.41868227020024,309.5735,-2.143936902215412e-13,309.5735,2731.990333352483,309.5735,1.424565773451639e-10
323.1108,-0.4037399003720202,323.1108,-0.0009462523239319458,323.1108,2.930837629687183e-10,323.1108,-14.4186822701975,323.1108,-2.143936902213525e-13,323.1108,2617.528200701398,323.1108,1.424565773450708e-10
337.2402,-0.4037399003719577,337.2402,-0.0009876310792762393,337.2402,2.930837629685858e-10,337.2402,-14.41868227019491,337.2402,-2.143936902212955e-13,337.2402,2507.861685242406,337.2402,1.424565773449834e-10
351.9874,-0.4037399003718985,351.9874,-0.001030819290037978,351.9874,2.930837629684613e-10,351.9874,-14.41868227019248,351.9874,-2.143936902211353e-13,351.9874,2402.789865118451,351.9874,1.424565773449013e-10
367.3795,-0.4037399003718405,367.3795,-0.001075896082060408,367.3795,2.930837629683371e-10,367.3795,-14.41868227019006,367.3795,-2.143936902210323e-13,367.3795,2302.120236490589,367.3795,1.424565773448196e-10
383.4446,-0.4037399003717864,383.4446,-0.001122944041288009,383.4446,2.930837629682237e-10,383.4446,-14.41868227018785,383.4446,-2.143936902209037e-13,383.4446,2205.668360848698,383.4446,1.424565773447448e-10
400.2123,-0.4037399003717336,400.2123,-0.001172049365073755,400.2123,2.930837629681109e-10,400.2123,-14.41868227018565,400.2123,-2.143936902207504e-13,400.2123,2113.257527098271,400.2123,1.424565773446704e-10
417.7132,-0.4037399003716823,417.7132,-0.001223302020102575,417.7132,2.930837629680012e-10,417.7132,-14.41868227018352,417.7132,-2.14393690220759e-13,417.7132,2024.718427805335,417.7132,1.424565773445983e-10
435.9795,-0.4037399003716344,435.9795,-0.001276795907220872,435.9795,2.930837629678994e-10,435.9795,-14.41868227018154,435.9795,-2.143936902205623e-13,435.9795,1939.888849005374,435.9795,1.424565773445312e-10
455.0445,-0.403739900371588,455.0445,-0.001332629033473879,455.0445,2.930837629678016e-10,455.0445,-14.41868227017962,455.0445,-2.143936902205706e-13,455.0445,1858.613373008357,455.0445,1.424565773444668e-10
474.9431,-0.4037399003715443,474.9431,-0.001390903691665951,474.9431,2.930837629677092e-10,474.9431,-14.41868227017782,474.9431,-2.143936902204347e-13,474.9431,1780.743093655457,474.9431,1.424565773444059e-10
495.712,-0.403739900371501,495.712,-0.00145172664777297,495.712,2.930837629676166e-10,495.712,-14.41868227017602,495.712,-2.143936902203706e-13,495.712,1706.135343505544,495.712,1.424565773443449e-10
517.389,-0.403739900371461,517.389,-0.001515209336549972,517.389,2.930837629675316e-10,517.389,-14.41868227017437,517.389,-2.143936902202698e-13,517.389,1634.65343245187,517.389,1.42456577344289e-10
540.0139,-0.4037399003714215,540.0139,-0.001581468065692788,540.0139,2.930837629674485e-10,540.0139,-14.41868227017274,540.0139,-2.143936902201604e-13,540.0139,1566.166397289694,540.0139,1.424565773442342e-10
563.6283,-0.403739900371384,563.6283,-0.001650624228927181,563.6283,2.930837629673675e-10,563.6283,-14.41868227017117,563.6283,-2.143936902201042e-13,563.6283,1500.548761776521,563.6283,1.424565773441809e-10
588.2752,-0.4037399003713486,588.2752,-0.001722804528416343,588.2752,2.930837629672932e-10,588.2752,-14.41868227016972,588.2752,-2.143936902200542e-13,588.2752,1437.680306744965,588.2752,1.424565773441318e-10
614,-0.4037399003713151,614,-0.001798141206894118,614,2.930837629672237e-10,614,-14.41868227016836,614,-2.143936902199827e-13,614,1377.445849847139,614,1.424565773440859e-10
640.8496,-0.4037399003712812,640.8496,-0.001876772289949145,640.8496,2.9308376296715e-10,640.8496,-14.41868227016693,640.8496,-2.143936902199057e-13,640.8496,1319.735034527152,640.8496,1.424565773440376e-10
668.8733999999999,-0.4037399003712498,668.8733999999999,-0.001958841838903617,668.8733999999999,2.930837629670836e-10,668.8733999999999,-14.41868227016563,668.8733999999999,-2.143936902198456e-13,668.8733999999999,1264.442127835161,668.8733999999999,1.424565773439938e-10
698.1226,-0.4037399003712204,698.1226,-0.002044500214750721,698.1226,2.930837629670219e-10,698.1226,-14.41868227016443,698.1226,-2.143936902197483e-13,698.1226,1211.465826712081,698.1226,1.42456577343953e-10
728.6509,-0.4037399003711912,728.6509,-0.002133904353633428,728.6509,2.930837629669602e-10,728.6509,-14.41868227016323,728.6509,-2.14393690219697e-13,728.6509,1160.709072390632,728.6509,1.424565773439124e-10
760.5141,-0.4037399003711629,760.5141,-0.002227218054369776,760.5141,2.930837629668987e-10,760.5141,-14.41868227016204,760.5141,-2.143936902196319e-13,760.5141,1112.078872572367,760.5141,1.42456577343872e-10
793.7707,-0.4037399003711367,793.7707,-0.002324612278551395,793.7707,2.930837629668443e-10,793.7707,-14.41868227016096,793.7707,-2.143936902196119e-13,793.7707,1065.486131054935,793.7707,1.424565773438361e-10
828.4816,-0.4037399003711118,828.4816,-0.002426265463765267,828.4816,2.930837629667919e-10,828.4816,-14.41868227015994,828.4816,-2.143936902195548e-13,828.4816,1020.845484497364,828.4816,1.424565773438015e-10
864.7103,-0.4037399003710875,864.7103,-0.002532363850512075,864.7103,2.930837629667403e-10,864.7103,-14.41868227015894,864.7103,-2.143936902194653e-13,864.7103,978.0751460245243,864.7103,1.424565773437675e-10
902.5232999999999,-0.4037399003710643,902.5232999999999,-0.002643101823420556,902.5232999999999,2.930837629666906e-10,902.5232999999999,-14.41868227015797,902.5232999999999,-2.143936902194902e-13,902.5232999999999,937.0967553840113,902.5232999999999,1.424565773437348e-10
941.9899,-0.4037399003710413,941.9899,-0.00275868226738286,941.9899,2.930837629666415e-10,941.9899,-14.41868227015701,941.9899,-2.143936902194503e-13,941.9899,897.8352353810096,941.9899,1.424565773437025e-10
983.1822,-0.4037399003710198,983.1822,-0.002879316939263304,983.1822,2.930837629665955e-10,983.1822,-14.41868227015613,983.1822,-2.143936902194135e-13,983.1822,860.2186543281198,983.1822,1.424565773436722e-10
1000,-0.4037399003710114,1000,-0.002928568917311184,1000,2.930837629665777e-10,1000,-14.41868227015577,1000,-2.143936902193572e-13,1000,845.7517008516782,1000,1.424565773436605e-10
1026.176,-0.403739900371,1026.176,-0.003005226855861703,1026.176,2.930837629665547e-10,1026.176,-14.41868227015533,1026.176,-2.143936902193452e-13,1026.176,824.1780942581001,1026.176,1.424565773436452e-10
1071.05,-0.40373990037098,1071.05,-0.003136642698842063,1071.05,2.930837629665114e-10,1071.05,-14.41868227015448,1071.05,-2.143936902192569e-13,1071.05,789.6475246580829,1071.05,1.424565773436167e-10
1117.886,-0.4037399003709614,1117.886,-0.003273805237368007,1117.886,2.930837629664724e-10,1117.886,-14.41868227015372,1117.886,-2.14393690219265e-13,1117.886,756.5636814940368,1117.886,1.424565773435911e-10
1166.77,-0.4037399003709425,1166.77,-0.003416965769220361,1166.77,2.930837629664313e-10,1166.77,-14.41868227015292,1166.77,-2.143936902192356e-13,1166.77,724.8659513035881,1166.77,1.42456577343564e-10
1217.792,-0.4037399003709257,1217.792,-0.003566386581203595,1217.792,2.930837629663961e-10,1217.792,-14.41868227015223,1217.792,-2.143936902191637e-13,1217.792,694.4962601451705,1217.792,1.424565773435408e-10
1271.045,-0.4037399003709091,1271.045,-0.003722341429686387,1271.045,2.930837629663605e-10,1271.045,-14.41868227015155,1271.045,-2.143936902191099e-13,1271.045,665.3989671996845,1271.045,1.424565773435174e-10
1326.626,-0.4037399003708933,1326.626,-0.003885116042154766,1326.626,2.930837629663271e-10,1326.626,-14.41868227015089,1326.626,-2.143936902191161e-13,1326.626,637.520762830113,1326.626,1.424565773434954e-10
1384.638,-0.403739900370878,1384.638,-0.00405500864069845,1384.638,2.930837629662946e-10,1384.638,-14.41868227015026,1384.638,-2.143936902190873e-13,1384.638,610.8105709119992,1384.638,1.42456577343474e-10
1445.187,-0.4037399003708629,1445.187,-0.004232330488388592,1445.187,2.930837629662623e-10,1445.187,-14.41868227014963,1445.187,-2.14393690219074e-13,1445.187,585.2194552560165,1445.187,1.424565773434527e-10
1508.384,-0.4037399003708491,1508.384,-0.00441740645954776,1508.384,2.930837629662326e-10,1508.384,-14.41868227014905,1508.384,-2.143936902190617e-13,1508.384,560.7005299512009,1508.384,1.424565773434332e-10
1574.344,-0.4037399003708361,1574.344,-0.004610575634957959,1574.344,2.930837629662058e-10,1574.344,-14.41868227014853,1574.344,-2.143936902189799e-13,1574.344,537.2088734644414,1574.344,1.424565773434155e-10
1643.189,-0.4037399003708229,1643.189,-0.004812191923096048,1643.189,2.930837629661775e-10,1643.189,-14.41868227014797,1643.189,-2.143936902189884e-13,1643.189,514.701446339012,1643.189,1.424565773433968e-10
1715.044,-0.4037399003708114,1715.044,-0.005022624708535219,1715.044,2.930837629661538e-10,1715.044,-14.41868227014752,1715.044,-2.143936902190245e-13,1715.044,493.1370123412737,1715.044,1.424565773433812e-10
1790.041,-0.403739900370799,1790.041,-0.005242259528701157,1790.041,2.930837629661268e-10,1790.041,-14.41868227014699,1790.041,-2.143936902189582e-13,1790.041,472.4760629110376,1790.041,1.424565773433634e-10
1868.318,-0.4037399003707883,1868.318,-0.005471498780220825,1868.318,2.930837629661051e-10,1868.318,-14.41868227014657,1868.318,-2.14393690218882e-13,1868.318,452.680744777338,1868.318,1.42456577343349e-10
1950.018,-0.4037399003707771,1950.018,-0.005710762456160896,1950.018,2.930837629660802e-10,1950.018,-14.41868227014607,1950.018,-2.143936902187768e-13,1950.018,433.7147906067529,1950.018,1.424565773433328e-10
2035.291,-0.4037399003707666,2035.291,-0.005960488915503362,2035.291,2.930837629660587e-10,2035.291,-14.41868227014565,2035.291,-2.143936902189539e-13,2035.291,415.5434525574694,2035.291,1.424565773433185e-10
2124.292,-0.4037399003707568,2124.292,-0.00622113568627084,2124.292,2.930837629660376e-10,2124.292,-14.41868227014524,2124.292,-2.143936902188759e-13,2124.292,398.1334386171469,2124.292,1.424565773433047e-10
2217.185,-0.4037399003707469,2217.185,-0.00649318030377118,2217.185,2.93083762966016e-10,2217.185,-14.41868227014483,2217.185,-2.143936902188556e-13,2217.185,381.4528516080767,2217.185,1.424565773432905e-10
2314.141,-0.4037399003707378,2314.141,-0.006777121185497635,2314.141,2.930837629659962e-10,2314.141,-14.41868227014444,2314.141,-2.143936902187868e-13,2314.141,365.4711307478411,2314.141,1.424565773432774e-10
2415.336,-0.4037399003707292,2415.336,-0.007073478544288277,2415.336,2.930837629659784e-10,2415.336,-14.4186822701441,2415.336,-2.143936902188239e-13,2415.336,350.1589956583715,2415.336,1.424565773432657e-10
2520.957,-0.403739900370721,2520.957,-0.007382795341416383,2520.957,2.930837629659616e-10,2520.957,-14.41868227014377,2520.957,-2.143936902188129e-13,2520.957,335.4883927208922,2520.957,1.424565773432546e-10
2631.196,-0.4037399003707127,2631.196,-0.007705638281359051,2631.196,2.930837629659437e-10,2631.196,-14.41868227014342,2631.196,-2.143936902187686e-13,2631.196,321.4324436784075,2631.196,1.424565773432428e-10
2746.256,-0.4037399003707052,2746.256,-0.008042598850065683,2746.256,2.930837629659277e-10,2746.256,-14.4186822701431,2746.256,-2.143936902187614e-13,2746.256,307.9653963916082,2746.256,1.424565773432322e-10
2866.347,-0.4037399003706982,2866.347,-0.008394294398629527,2866.347,2.930837629659126e-10,2866.347,-14.41868227014282,2866.347,-2.143936902187144e-13,2866.347,295.0625776579373,2866.347,1.424565773432224e-10
2991.69,-0.403739900370691,2991.69,-0.008761369274346877,2991.69,2.930837629658975e-10,2991.69,-14.41868227014252,2991.69,-2.143936902187264e-13,2991.69,282.7003480074061,2991.69,1.424565773432124e-10
3122.514,-0.4037399003706841,3122.514,-0.009144496001236522,3122.514,2.930837629658824e-10,3122.514,-14.41868227014222,3122.514,-2.143936902187355e-13,3122.514,270.8560583923248,3122.514,1.424565773432024e-10
3259.058,-0.4037399003706784,3259.058,-0.009544376512181945,3259.058,2.930837629658714e-10,3259.058,-14.41868227014201,3259.058,-2.143936902186984e-13,3259.058,259.5080086916125,3259.058,1.424565773431951e-10
3401.574,-0.4037399003706719,3401.574,-0.009961743434955135,3401.574,2.930837629658579e-10,3401.574,-14.41868227014175,3401.574,-2.143936902186299e-13,3401.574,248.6354079536208,3401.574,1.424565773431863e-10
3550.322,-0.4037399003706657,3550.322,-0.01039736143447525,3550.322,2.93083762965844e-10,3550.322,-14.41868227014148,3550.322,-2.143936902187091e-13,3550.322,238.2183363047067,3550.322,1.424565773431771e-10
3705.574,-0.4037399003706595,3705.574,-0.01085202861376446,3705.574,2.930837629658301e-10,3705.574,-14.4186822701412,3705.574,-2.143936902186306e-13,3705.574,228.2377084536877,3705.574,1.42456577343168e-10
3867.615,-0.4037399003706547,3867.615,-0.01132657797616549,3867.615,2.930837629658211e-10,3867.615,-14.41868227014102,3867.615,-2.143936902187274e-13,3867.615,218.6752387253676,3867.615,1.42456577343162e-10
4036.743,-0.4037399003706493,4036.743,-0.01182187895150199,4036.743,2.930837629658088e-10,4036.743,-14.4186822701408,4036.743,-2.143936902186649e-13,4036.743,209.5134075590265,4036.743,1.424565773431539e-10
4213.266,-0.4037399003706444,4213.266,-0.0123388389889739,4213.266,2.930837629657986e-10,4213.266,-14.4186822701406,4213.266,-2.143936902186247e-13,4213.266,200.7354294105686,4213.266,1.424565773431472e-10
4397.508,-0.4037399003706401,4397.508,-0.01287840521971158,4397.508,2.930837629657907e-10,4397.508,-14.41868227014043,4397.508,-2.143936902186557e-13,4397.508,192.3252219994239,4397.508,1.424565773431418e-10
4589.807,-0.4037399003706351,4589.807,-0.01344156619203028,4589.807,2.930837629657792e-10,4589.807,-14.41868227014022,4589.807,-2.143936902186185e-13,4589.807,184.2673768439394,4589.807,1.424565773431344e-10
4790.515,-0.4037399003706312,4790.515,-0.01402935368256526,4790.515,2.930837629657716e-10,4790.515,-14.41868227014007,4790.515,-2.143936902185694e-13,4790.515,176.5471310312518,4790.515,1.424565773431294e-10
5000,-0.4037399003706261,5000,-0.01464284458660853,5000,2.930837629657599e-10,5000,-14.41868227013984,5000,-2.143936902186062e-13,5000,169.1503401698893,5000,1.424565773431217e-10
