kcgd X,kcgd Y,ids X,ids Y,kcds X,kcds Y,rds X,rds Y,kcgs X,kcgs Y,kgmp X,kgmp Y,kgds X,kgds Y
219.8171,5.360734317702726e-11,219.8171,-0.00170866859748312,219.8171,-9.669673337945586e-14,219.8171,1805.759794069896,219.8171,1.26123748185104e-10,219.8171,-9.16824437514834,219.8171,-0.3241023522582832
229.4295,5.360734317702726e-11,229.4295,-0.001783387124529853,229.4295,-9.669673337946091e-14,229.4295,1730.103919830765,229.4295,1.26123748185104e-10,229.4295,-9.16824437514834,229.4295,-0.3241023522582832
239.4622,5.360734317702726e-11,239.4622,-0.001861373024952719,239.4622,-9.669673337944807e-14,239.4622,1657.617797917314,239.4622,1.26123748185104e-10,239.4622,-9.168244375148339,239.4622,-0.3241023522582832
249.9337,5.360734317702726e-11,249.9337,-0.001942769178024099,249.9337,-9.669673337945137e-14,249.9337,1588.168625293345,249.9337,1.26123748185104e-10,249.9337,-9.168244375148339,249.9337,-0.3241023522582832
260.863,5.360734317702726e-11,260.863,-0.002027724710997309,260.863,-9.669673337946119e-14,260.863,1521.629162968222,260.863,1.26123748185104e-10,260.863,-9.168244375148339,260.863,-0.3241023522582832
272.2704,5.360734317702727e-11,272.2704,-0.002116395272325093,272.2704,-9.66967333794647e-14,272.2704,1457.877502880223,272.2704,1.26123748185104e-10,272.2704,-9.16824437514834,272.2704,-0.3241023522582832
284.1765,5.360734317702726e-11,284.1765,-0.002208943316825794,284.1765,-9.669673337944807e-14,284.1765,1396.796844546712,284.1765,1.26123748185104e-10,284.1765,-9.168244375148339,284.1765,-0.3241023522582832
296.6033,5.360734317702727e-11,296.6033,-0.002305538403319498,296.6033,-9.669673337943476e-14,296.6033,1338.275281072054,296.6033,1.26123748185104e-10,296.6033,-9.168244375148339,296.6033,-0.3241023522582832
309.5735,5.360734317702726e-11,309.5735,-0.002406357505279622,309.5735,-9.66967333794687e-14,309.5735,1282.205594121096,309.5735,1.26123748185104e-10,309.5735,-9.16824437514834,309.5735,-0.3241023522582832
323.1108,5.360734317702726e-11,323.1108,-0.002511585335068971,323.1108,-9.669673337945302e-14,323.1108,1228.485057482662,323.1108,1.26123748185104e-10,323.1108,-9.168244375148339,323.1108,-0.3241023522582832
337.2402,5.360734317702726e-11,337.2402,-0.002621414682354318,337.2402,-9.669673337945262e-14,337.2402,1177.015248863162,337.2402,1.26123748185104e-10,337.2402,-9.168244375148339,337.2402,-0.3241023522582832
351.9874,5.360734317702726e-11,351.9874,-0.002736046767319607,351.9874,-9.669673337945993e-14,351.9874,1127.701869565446,351.9874,1.26123748185104e-10,351.9874,-9.16824437514834,351.9874,-0.3241023522582832
367.3795,5.360734317702726e-11,367.3795,-0.002855691609324803,367.3795,-9.66967333794676e-14,367.3795,1080.454571722587,367.3795,1.26123748185104e-10,367.3795,-9.168244375148339,367.3795,-0.3241023522582832
383.4446,5.360734317702726e-11,383.4446,-0.002980568411685884,383.4446,-9.669673337944526e-14,383.4446,1035.186792770045,383.4446,1.26123748185104e-10,383.4446,-9.168244375148339,383.4446,-0.3241023522582832
400.2123,5.360734317702726e-11,400.2123,-0.003110905963280878,400.2123,-9.669673337944342e-14,400.2123,991.815596852947,400.2123,1.26123748185104e-10,400.2123,-9.16824437514834,400.2123,-0.3241023522582832
417.7132,5.360734317702726e-11,417.7132,-0.003246943057717823,417.7132,-9.669673337945637e-14,417.7132,950.261522877916,417.7132,1.26123748185104e-10,417.7132,-9.168244375148339,417.7132,-0.3241023522582832
435.9795,5.360734317702726e-11,435.9795,-0.003388928930832524,435.9795,-9.669673337943977e-14,435.9795,910.4484389310713,435.9795,1.26123748185104e-10,435.9795,-9.168244375148339,435.9795,-0.3241023522582831
455.0445,5.360734317702726e-11,455.0445,-0.003537123717317667,455.0445,-9.669673337943223e-14,455.0445,872.3034027954849,455.0445,1.26123748185104e-10,455.0445,-9.168244375148339,455.0445,-0.3241023522582832
474.9431,5.360734317702726e-11,474.9431,-0.003691798927319984,474.9431,-9.669673337944994e-14,474.9431,835.7565283125147,474.9431,1.26123748185104e-10,474.9431,-9.168244375148339,474.9431,-0.3241023522582832
495.712,5.360734317702726e-11,495.712,-0.003853237943878486,495.712,-9.669673337945346e-14,495.712,800.7408573422158,495.712,1.26123748185104e-10,495.712,-9.168244375148337,495.712,-0.3241023522582832
517.389,5.360734317702726e-11,517.389,-0.004021736542115317,517.389,-9.669673337945385e-14,517.389,767.1922370882011,517.389,1.26123748185104e-10,517.389,-9.168244375148337,517.389,-0.3241023522582832
540.0139,5.360734317702726e-11,540.0139,-0.004197603431130271,540.0139,-9.669673337945678e-14,540.0139,735.0492025622372,540.0139,1.26123748185104e-10,540.0139,-9.168244375148339,540.0139,-0.3241023522582832
563.6283,5.360734317702726e-11,563.6283,-0.004381160819591896,563.6283,-9.669673337944599e-14,563.6283,704.2528639732116,563.6283,1.26123748185104e-10,563.6283,-9.168244375148339,563.6283,-0.3241023522582832
588.2752,5.360734317702728e-11,588.2752,-0.004572745006061395,588.2752,-9.669673337943924e-14,588.2752,674.7467988341594,588.2752,1.26123748185104e-10,588.2752,-9.168244375148339,588.2752,-0.3241023522582832
614,5.360734317702726e-11,614,-0.004772706995130845,614,-9.669673337945427e-14,614,646.4769485896813,614,1.26123748185104e-10,614,-9.168244375148339,614,-0.3241023522582832
640.8496,5.360734317702727e-11,640.8496,-0.004981413140504578,640.8496,-9.669673337944922e-14,640.8496,619.39151957436,640.8496,1.26123748185104e-10,640.8496,-9.168244375148339,640.8496,-0.3241023522582832
668.8733999999999,5.360734317702726e-11,668.8733999999999,-0.005199245816201913,668.8733999999999,-9.66967333794603e-14,668.8733999999999,593.4408881207228,668.8733999999999,1.26123748185104e-10,668.8733999999999,-9.168244375148339,668.8733999999999,-0.3241023522582832
698.1226,5.360734317702726e-11,698.1226,-0.005426604117111033,698.1226,-9.669673337946068e-14,698.1226,568.5775096428846,698.1226,1.26123748185104e-10,698.1226,-9.168244375148339,698.1226,-0.3241023522582832
728.6509,5.360734317702726e-11,728.6509,-0.005663904590177347,728.6509,-9.66967333794562e-14,728.6509,544.7558315293239,728.6509,1.26123748185104e-10,728.6509,-9.168244375148339,728.6509,-0.3241023522582832
760.5141,5.360734317702726e-11,760.5141,-0.005911581997566161,760.5141,-9.66967333794665e-14,760.5141,521.9322096851764,760.5141,1.26123748185104e-10,760.5141,-9.16824437514834,760.5141,-0.3241023522582832
793.7707,5.360734317702726e-11,793.7707,-0.006170090113197709,793.7707,-9.669673337945775e-14,793.7707,500.0648285711591,793.7707,1.26123748185104e-10,793.7707,-9.168244375148339,793.7707,-0.3241023522582832
828.4816,5.360734317702726e-11,828.4816,-0.006439902554113906,828.4816,-9.669673337945423e-14,828.4816,479.1136245926248,828.4816,1.26123748185104e-10,828.4816,-9.16824437514834,828.4816,-0.3241023522582832
864.7103,5.360734317702726e-11,864.7103,-0.006721513648200081,864.7103,-9.669673337944989e-14,864.7103,459.040212698378,864.7103,1.26123748185104e-10,864.7103,-9.16824437514834,864.7103,-0.3241023522582832
902.5232999999999,5.360734317702726e-11,902.5232999999999,-0.007015439339851369,902.5232999999999,-9.669673337944349e-14,902.5232999999999,439.8078160547796,902.5232999999999,1.26123748185104e-10,902.5232999999999,-9.16824437514834,902.5232999999999,-0.3241023522582832
941.9899,5.360734317702726e-11,941.9899,-0.00732221813524303,941.9899,-9.669673337945952e-14,941.9899,421.3811986662984,941.9899,1.26123748185104e-10,941.9899,-9.16824437514834,941.9899,-0.3241023522582832
983.1822,5.360734317702726e-11,983.1822,-0.007642412088936658,983.1822,-9.669673337945264e-14,983.1822,403.7266008190505,983.1822,1.26123748185104e-10,983.1822,-9.168244375148339,983.1822,-0.3241023522582832
1000,5.360734317702727e-11,1000,-0.007773138896848161,1000,-9.669673337945359e-14,1000,396.936822520423,1000,1.26123748185104e-10,1000,-9.168244375148339,1000,-0.3241023522582832
1026.176,5.360734317702726e-11,1026.176,-0.007976607833629735,1026.176,-9.669673337945361e-14,1026.176,386.811677229065,1026.176,1.26123748185104e-10,1026.176,-9.168244375148337,1026.176,-0.3241023522582831
1071.05,5.360734317702726e-11,1071.05,-0.008325417654935177,1071.05,-9.669673337945024e-14,1071.05,370.6054377819486,1071.05,1.26123748185104e-10,1071.05,-9.168244375148339,1071.05,-0.3241023522582832
1117.886,5.360734317702726e-11,1117.886,-0.008689480613160067,1117.886,-9.669673337943924e-14,1117.886,355.0781907553787,1117.886,1.26123748185104e-10,1117.886,-9.16824437514834,1117.886,-0.3241023522582832
1166.77,5.360734317702726e-11,1166.77,-0.009069463714138746,1166.77,-9.669673337945414e-14,1166.77,340.2014884204006,1166.77,1.26123748185104e-10,1166.77,-9.168244375148339,1166.77,-0.3241023522582832
1217.792,5.360734317702726e-11,1217.792,-0.009466063131265277,1217.792,-9.669673337944594e-14,1217.792,325.948074921871,1217.792,1.26123748185104e-10,1217.792,-9.16824437514834,1217.792,-0.3241023522582832
1271.045,5.360734317702726e-11,1271.045,-0.00988000548096459,1271.045,-9.669673337944149e-14,1271.045,312.2918363425424,1271.045,1.26123748185104e-10,1271.045,-9.168244375148339,1271.045,-0.3241023522582832
1326.626,5.360734317702726e-11,1326.626,-0.01031204915393827,1326.626,-9.669673337945775e-14,1326.626,299.207752859329,1326.626,1.26123748185104e-10,1326.626,-9.168244375148339,1326.626,-0.3241023522582832
1384.638,5.360734317702726e-11,1384.638,-0.01076298570462497,1384.638,-9.669673337944604e-14,1384.638,286.6718529040663,1384.638,1.26123748185104e-10,1384.638,-9.168244375148339,1384.638,-0.3241023522582832
1445.187,5.360734317702725e-11,1445.187,-0.01123364130142081,1445.187,-9.66967333794718e-14,1445.187,274.6611692447911,1445.187,1.26123748185104e-10,1445.187,-9.168244375148339,1445.187,-0.3241023522582832
1508.384,5.360734317702725e-11,1508.384,-0.01172487824031574,1508.384,-9.66967333794431e-14,1508.384,263.1536969071099,1508.384,1.26123748185104e-10,1508.384,-9.168244375148339,1508.384,-0.3241023522582832
1574.344,5.360734317702726e-11,1574.344,-0.01223759652472109,1574.344,-9.669673337944522e-14,1574.344,252.1283528584987,1574.344,1.26123748185104e-10,1574.344,-9.168244375148339,1574.344,-0.3241023522582832
1643.189,5.360734317702726e-11,1643.189,-0.01277273551438023,1643.189,-9.66967333794576e-14,1643.189,241.5649373817421,1643.189,1.26123748185104e-10,1643.189,-9.168244375148339,1643.189,-0.3241023522582832
1715.044,5.360734317702726e-11,1715.044,-0.0133312756463858,1715.044,-9.669673337945152e-14,1715.044,231.4440970666824,1715.044,1.26123748185104e-10,1715.044,-9.168244375148339,1715.044,-0.3241023522582832
1790.041,5.360734317702726e-11,1790.041,-0.01391424023145474,1790.041,-9.669673337945059e-14,1790.041,221.7472893525162,1790.041,1.26123748185104e-10,1790.041,-9.168244375148339,1790.041,-0.3241023522582832
1868.318,5.360734317702726e-11,1868.318,-0.01452269732875273,1868.318,-9.669673337943673e-14,1868.318,212.4567485556629,1868.318,1.26123748185104e-10,1868.318,-9.168244375148339,1868.318,-0.3241023522582832
1950.018,5.360734317702726e-11,1950.018,-0.01515776170270351,1950.018,-9.669673337945911e-14,1950.018,203.5554533209545,1950.018,1.26123748185104e-10,1950.018,-9.168244375148339,1950.018,-0.3241023522582832
2035.291,5.360734317702726e-11,2035.291,-0.01582059686536742,2035.291,-9.669673337946006e-14,2035.291,195.0270954365259,2035.291,1.26123748185104e-10,2035.291,-9.168244375148339,2035.291,-0.3241023522582832
2124.292,5.360734317702726e-11,2124.292,-0.01651241720813116,2124.292,-9.66967333794572e-14,2124.292,186.85604995527,2124.292,1.26123748185104e-10,2124.292,-9.16824437514834,2124.292,-0.3241023522582832
2217.185,5.360734317702726e-11,2217.185,-0.0172344902266148,2217.185,-9.669673337944679e-14,2217.185,179.0273465681067,2217.185,1.26123748185104e-10,2217.185,-9.168244375148339,2217.185,-0.3241023522582832
2314.141,5.360734317702726e-11,2314.141,-0.01798813884287126,2314.141,-9.669673337946929e-14,2314.141,171.5266421766354,2314.141,1.26123748185104e-10,2314.141,-9.16824437514834,2314.141,-0.3241023522582832
2415.336,5.360734317702726e-11,2415.336,-0.0187747438291345,2415.336,-9.669673337946104e-14,2415.336,164.3401946148978,2415.336,1.26123748185104e-10,2415.336,-9.168244375148339,2415.336,-0.3241023522582832
2520.957,5.360734317702725e-11,2520.957,-0.01959574633755487,2520.957,-9.669673337945268e-14,2520.957,157.4548374721314,2520.957,1.26123748185104e-10,2520.957,-9.168244375148339,2520.957,-0.3241023522582831
2631.196,5.360734317702726e-11,2631.196,-0.02045265054055847,2631.196,-9.669673337944027e-14,2631.196,150.8579559703642,2631.196,1.26123748185104e-10,2631.196,-9.16824437514834,2631.196,-0.3241023522582832
2746.256,5.360734317702726e-11,2746.256,-0.0213470263866665,2746.256,-9.669673337945008e-14,2746.256,144.5374638526706,2746.256,1.26123748185104e-10,2746.256,-9.168244375148339,2746.256,-0.3241023522582832
2866.347,5.360734317702726e-11,2866.347,-0.0222805124768241,2866.347,-9.669673337945601e-14,2866.347,138.4817812397383,2866.347,1.26123748185104e-10,2866.347,-9.168244375148339,2866.347,-0.3241023522582832
2991.69,5.360734317702726e-11,2991.69,-0.02325481906650856,2991.69,-9.669673337944975e-14,2991.69,132.6798134141776,2991.69,1.26123748185104e-10,2991.69,-9.168244375148339,2991.69,-0.3241023522582831
3122.514,5.360734317702726e-11,3122.514,-0.02427173119911722,3122.514,-9.669673337945692e-14,3122.514,127.1209304937027,3122.514,1.26123748185104e-10,3122.514,-9.16824437514834,3122.514,-0.3241023522582832
3259.058,5.360734317702726e-11,3259.058,-0.02533311197637486,3259.058,-9.669673337944698e-14,3259.058,121.7949479559494,3259.058,1.26123748185104e-10,3259.058,-9.168244375148339,3259.058,-0.3241023522582832
3401.574,5.360734317702725e-11,3401.574,-0.02644090597175405,3401.574,-9.669673337944629e-14,3401.574,116.6921079792385,3401.574,1.26123748185104e-10,3401.574,-9.16824437514834,3401.574,-0.3241023522582832
3550.322,5.360734317702726e-11,3550.322,-0.02759714279316039,3550.322,-9.669673337944953e-14,3550.322,111.803061565109,3550.322,1.26123748185104e-10,3550.322,-9.168244375148339,3550.322,-0.3241023522582831
3705.574,5.360734317702726e-11,3705.574,-0.02880394080141132,3705.574,-9.669673337945295e-14,3705.574,107.1188514098612,3705.574,1.26123748185104e-10,3705.574,-9.16824437514834,3705.574,-0.3241023522582832
3867.615,5.360734317702727e-11,3867.615,-0.03006351099132,3867.615,-9.669673337945099e-14,3867.615,102.6308954937317,3867.615,1.26123748185104e-10,3867.615,-9.168244375148339,3867.615,-0.3241023522582832
4036.743,5.360734317702727e-11,4036.743,-0.03137816104249654,4036.743,-9.669673337944634e-14,4036.743,98.33097135762959,4036.743,1.26123748185104e-10,4036.743,-9.168244375148339,4036.743,-0.3241023522582832
4213.266,5.360734317702725e-11,4213.266,-0.03275029954728563,4213.266,-9.669673337945373e-14,4213.266,94.21120103863416,4213.266,1.26123748185104e-10,4213.266,-9.168244375148339,4213.266,-0.3241023522582832
4397.508,5.360734317702726e-11,4397.508,-0.03418244042358969,4397.508,-9.669673337944072e-14,4397.508,90.26403663664445,4397.508,1.26123748185104e-10,4397.508,-9.16824437514834,4397.508,-0.3241023522582832
4589.807000000001,5.360734317702726e-11,4589.807000000001,-0.03567720752065911,4589.807000000001,-9.66967333794517e-14,4589.807000000001,86.48224648574778,4589.807000000001,1.26123748185104e-10,4589.807000000001,-9.16824437514834,4589.807000000001,-0.3241023522582832
4790.515,5.360734317702727e-11,4790.515,-0.03723733942629084,4790.515,-9.669673337946386e-14,4790.515,82.85890190496225,4790.515,1.26123748185104e-10,4790.515,-9.16824437514834,4790.515,-0.3241023522582832
5000,5.360734317702727e-11,5000,-0.03886569448424073,5000,-9.669673337944867e-14,5000,79.38736450408477,5000,1.26123748185104e-10,5000,-9.168244375148339,5000,-0.3241023522582832
