kgm_14 X,kgm_14 Y
0,0.7458875832171349
0.05,0.7277512927935783
0.1,0.7104627921081307
0.15,0.693967034144342
0.2,0.6778869237493096
0.25,0.6629596684382445
0.3,0.6486509648049051
0.35,0.6349376316949071
0.4,0.6217987580733478
0.45,0.6092156790703066
0.5,0.5971719846242736
