gmp_total X,gmp_total Y
0,0.007480306875211288
0.05,0.007389940587266931
0.1,0.007127851807484405
0.15,0.006726550717064665
0.2,0.006248504093694365
0.25,0.005763632224746455
0.3,0.005317582746871523
0.35,0.00494681511689193
0.4,0.0044402735268545
0.45,0.00376264648027275
