kgm_11 X,kgm_11 Y
0,3.302468147562808
0.05,3.376815904833231
0.1,3.458629434970744
0.15,3.543567276951308
0.2,3.643940646935784
0.25,3.753610098320275
0.3,3.875240543754339
0.35,4.005530364660205
0.4,4.150578677109203
0.45,4.310582551531052
